case,dx,k,pqc,pqi,pt,pqv,pu,pv
11,9000.0,36,35B9CF52,00000000,4397D1A5,3C434493,410083AC,00000000
11,9000.0,37,359CE159,00000000,43925CEE,3C6F2D0B,40F6767D,00000000
11,9000.0,38,341DC90B,00000000,4392DF5C,3C81A679,40EC5FC0,00000000
11,9000.0,39,34034CD6,00000000,43935CFB,3C8BE285,40E2B5C6,00000000
11,9000.0,40,33E58147,00000000,4393D4B0,3C93190D,40D98040,00000000
11,9000.0,41,33C8C5D6,00000000,43944661,3C98F44D,40D0C122,00000000
11,9000.0,42,33A8C6A2,00000000,4394B1E8,3C9EA91D,40C87B65,00000000
11,9000.0,43,33871B56,00000000,4395170A,3CA42E1F,40C0B397,00000000
11,9000.0,44,3349A49C,00000000,4395756F,3CA976EA,40B97093,00000000
11,9000.0,45,32B2ADE2,00000000,4395CC91,3CAE7417,40B2BC94,00000000
11,9000.0,46,00000000,00000000,43961BA4,3CB31095,40ACA7E4,00000000
11,9000.0,47,00000000,00000000,4396613F,3CB72FAA,40A74D41,00000000
11,9000.0,48,00000000,00000000,43969AF6,3CBA99F3,40A2DCAE,00000000
11,9000.0,49,00000000,00000000,4396C006,3CBCA6AE,40A002D8,00000000
12,9000.0,1,00000000,00000000,434E8000,37C21548,422A1F5C,00000000
12,9000.0,2,00000000,00000000,434E8000,37891854,421BE1C9,00000000
12,9000.0,3,00000000,00000000,435112A6,3796797C,4210D55C,00000000
12,9000.0,4,00000000,00000000,43589A4E,38218036,420790DA,00000000
12,9000.0,5,00000000,00000000,435F1C60,38943FB3,41FF1C9C,00000000
12,9000.0,6,00000000,00000000,4364DAC5,38F45259,41F0F92F,00000000
12,9000.0,7,00000000,00000000,436A00A5,393A2206,41E44D30,00000000
12,9000.0,8,00000000,00000000,436EABE0,3985A2AD,41D8CF15,00000000
12,9000.0,9,00000000,00000000,4372F212,39B7389A,41CE49AD,00000000
12,9000.0,10,00000000,00000000,4376E369,3A01F541,41C49525,00000000
12,9000.0,11,00000000,00000000,437A8C5B,3A44BED5,41BB92D1,00000000
12,9000.0,12,00000000,00000000,437DF6B0,3A8C9BC6,41B32A9F,00000000
12,9000.0,13,00000000,00000000,4380951E,3AC06625,41AB4945,00000000
12,9000.0,14,00000000,00000000,438216B1,3AFE59D4,41A3DF0E,00000000
12,9000.0,15,00000000,00000000,438382B2,3B237BE3,419CDF08,00000000
12,9000.0,16,00000000,00000000,4384DB55,3B4D5452,41963E5D,00000000
12,9000.0,17,00000000,00000000,43862273,3B7CDE9D,418FF3F0,00000000
12,9000.0,18,00000000,00000000,438759A2,3B991C76,4189F7F8,00000000
12,9000.0,19,00000000,00000000,4388823A,3BB6BB3E,418443CC,00000000
12,9000.0,20,00000000,00000000,43899D6A,3BD7513C,417DA352,00000000
12,9000.0,21,00000000,00000000,438AAC33,3BFADEE2,4173391A,00000000
12,9000.0,22,00000000,00000000,438BAF7B,3C10B09E,41694035,00000000
12,9000.0,23,00000000,00000000,438CA807,3C25685E,415FB0FA,00000000
12,9000.0,24,00000000,00000000,438D9687,3C3B913A,415684AA,00000000
12,9000.0,25,00000000,00000000,438E7B8C,3C4EA07A,414DB5B4,00000000
12,9000.0,26,00000000,00000000,438F5782,3C551331,41453FEC,00000000
12,9000.0,27,00000000,00000000,43902AE1,3C5AA324,413D1EBC,00000000
12,9000.0,28,00000000,00000000,4390F612,3C5F49FB,41354E16,00000000
12,9000.0,29,00000000,00000000,4391B973,3C630378,412DCA5C,00000000
12,9000.0,30,00000000,00000000,43927556,3C65CD65,41269068,00000000
12,9000.0,31,00000000,00000000,43932A03,3C67A76B,411F9D6A,00000000
12,9000.0,32,00000000,00000000,4393D7BB,3C68937F,4118EEF4,00000000
12,9000.0,33,00000000,00000000,43947EB4,3C689531,411282EB,00000000
12,9000.0,34,00000000,00000000,43951F1C,3C67B211,410C5786,00000000
12,9000.0,35,00000000,00000000,4395B91A,3C65F1AB,41066B4C,00000000
12,9000.0,36,00000000,00000000,43964CCC,3C635D62,4100BD0F,00000000
12,9000.0,37,00000000,00000000,4396DA49,3C6000C3,40F697F2,00000000
12,9000.0,38,00000000,00000000,4397619C,3C5BE90C,40EC2F0B,00000000
12,9000.0,39,00000000,00000000,4397E2CB,3C572633,40E23F2B,00000000
12,9000.0,40,00000000,00000000,4393D9CA,3BFDBE9C,40D917D8,00000000
12,9000.0,41,00000000,00000000,43944AC7,3C03DF77,40D066D2,00000000
12,9000.0,42,00000000,00000000,4394B59E,3C08BEA3,40C82EF4,00000000
12,9000.0,43,00000000,00000000,43951A13,3C0D7406,40C074AE,00000000
12,9000.0,44,00000000,00000000,439577D1,3C11F562,40B93EB9,00000000
12,9000.0,45,00000000,00000000,4395CE53,3C163582,40B29729,00000000
12,9000.0,46,00000000,00000000,43961CD0,3C1A2310,40AC8D94,00000000
12,9000.0,47,00000000,00000000,439661F6,3C1DA440,40A73BD4,00000000
12,9000.0,48,00000000,00000000,43969B3B,3C208BE3,40A2D418,00000000
12,9000.0,49,00000000,00000000,4396C000,3C22498F,40A00000,00000000
13,9000.0,1,00000000,00000000,434F8000,3801D07A,4298FD93,41000000
13,9000.0,2,00000000,00000000,434F8000,37B764CD,428E4225,41000000
13,9000.0,3,00000000,00000000,4351B99E,37BF7C1F,4285F234,41000000
13,9000.0,4,00000000,00000000,4359474E,384CB486,427DF285,41000000
13,9000.0,5,00000000,00000000,435FCE96,38BB51CC,4271E511,41000000
13,9000.0,6,00000000,00000000,43659199,3919F5F7,426741F9,41000000
13,9000.0,7,00000000,00000000,436ABB9F,396A14F1,425DB950,41000000
13,9000.0,8,00000000,00000000,436F6AA1,39A7C0B4,425513C3,41000000
13,9000.0,9,00000000,00000000,4373B44E,39E5A234,424D2949,41000000
13,9000.0,10,00000000,00000000,4377A8DD,3A1E95CF,4245DBF1,41000000
13,9000.0,11,00000000,00000000,437B54D0,3A67CE36,423F14A6,41000000
13,9000.0,12,00000000,00000000,437EC1F7,3AA18ADE,4238C14C,41000000
13,9000.0,13,00000000,00000000,4380FC16,3AD8DF43,4232D361,41000000
13,9000.0,14,00000000,00000000,43827EEA,3B0D392F,422D3F14,41000000
13,9000.0,15,00000000,00000000,4383EC1E,3B335CA8,4227FAA7,41000000
13,9000.0,16,00000000,00000000,438545E3,3B5F0813,4222FDF4,41000000
13,9000.0,17,00000000,00000000,43868E17,3B882F6D,421E4222,41000000
13,9000.0,18,00000000,00000000,4387C64F,3BA3BCEE,4219C153,41000000
13,9000.0,19,00000000,00000000,4388EFE6,3BC23427,42157687,41000000
13,9000.0,20,00000000,00000000,438A0C09,3BE3985E,42115D67,41000000
13,9000.0,21,00000000,00000000,438B1BBE,3C03F462,420D7230,41000000
13,9000.0,22,00000000,00000000,438C1FE6,3C17900E,4209B199,41000000
13,9000.0,23,00000000,00000000,438D194B,3C2C9B10,420618C2,41000000
13,9000.0,24,00000000,00000000,438E089D,3C430F65,4202A520,41000000
13,9000.0,25,00000000,00000000,438EEE6D,3C576777,41FEA927,41000000
13,9000.0,26,00000000,00000000,438FCB28,3C5E429F,41F84B25,41000000
13,9000.0,27,00000000,00000000,43909F45,3C6437FA,41F22CC8,41000000
13,9000.0,28,00000000,00000000,43916B2D,3C6940F0,41EC4B02,41000000
13,9000.0,29,00000000,00000000,43922F3F,3C6D5938,41E6A31A,41000000
13,9000.0,30,00000000,00000000,4392EBCD,3C707E71,41E132B6,41000000
13,9000.0,31,00000000,00000000,4393A120,3C72B03F,41DBF7B4,41000000
13,9000.0,32,00000000,00000000,43944F77,3C73F033,41D6F043,41000000
13,9000.0,33,00000000,00000000,4394F70A,3C744203,41D21ACD,41000000
13,9000.0,34,00000000,00000000,43959806,3C73AB02,41CD75FB,41000000
13,9000.0,35,00000000,00000000,43963293,3C7232CC,41C900B1,41000000
13,9000.0,36,00000000,00000000,4396C6CE,3C6FE29D,41C4BA0D,41000000
13,9000.0,37,00000000,00000000,439754CE,3C6CC5EE,41C0A16E,41000000
13,9000.0,38,00000000,00000000,4397DCA1,3C68EA4B,41BCB670,41000000
13,9000.0,39,00000000,00000000,43985E48,3C645F1F,41B8F8FE,41000000
13,9000.0,40,00000000,00000000,4398D9CA,3C69B8FA,41B568F1,41000000
13,9000.0,41,00000000,00000000,43944AC7,3C03DF77,41B2268F,41000000
13,9000.0,42,00000000,00000000,4394B59E,3C08BEA3,41AF119B,41000000
13,9000.0,43,00000000,00000000,43951A13,3C0D7406,41AC2BC1,41000000
13,9000.0,44,00000000,00000000,439577D1,3C11F562,41A97785,41000000
13,9000.0,45,00000000,00000000,4395CE53,3C163582,41A6F8AF,41000000
13,9000.0,46,00000000,00000000,43961CD0,3C1A2310,41A4B517,41000000
13,9000.0,47,00000000,00000000,439661F6,3C1DA440,41A2B66F,41000000
13,9000.0,48,00000000,00000000,43969B3B,3C208BE3,41A10F89,41000000
13,9000.0,49,00000000,00000000,4396C000,3C22498F,41A00000,41000000
14,9000.0,1,00000000,00000000,434D8000,37A900D7,42299A62,00000000
14,9000.0,2,00000000,00000000,434D8000,376EC282,421B6E77,00000000
14,9000.0,3,00000000,00000000,43506910,3789AD9E,42106B00,00000000
14,9000.0,4,00000000,00000000,4357EA9C,38145E2F,42072E04,00000000
14,9000.0,5,00000000,00000000,435E6766,3888A1E5,41FE63F2,00000000
14,9000.0,6,00000000,00000000,43642120,38E1C57D,41F04C02,00000000
14,9000.0,7,00000000,00000000,436942CF,392C619E,41E3AA51,00000000
14,9000.0,8,00000000,00000000,436DEA3C,3977FE4C,41D83593,00000000
14,9000.0,9,00000000,00000000,43722CF3,39AA490A,41CDB8BE,00000000
14,9000.0,10,00000000,00000000,43761B12,39F345D3,41C40C22,00000000
14,9000.0,11,00000000,00000000,4379C104,3A36546E,41BB1133,00000000
14,9000.0,12,00000000,00000000,437D2886,3A817005,41B2AFF0,00000000
14,9000.0,13,00000000,00000000,43802CB5,3AB0455A,41AAD523,00000000
14,9000.0,14,00000000,00000000,4381AD04,3AE83405,41A37124,00000000
14,9000.0,15,00000000,00000000,438317D2,3B14D77E,419C770C,00000000
14,9000.0,16,00000000,00000000,43846F4D,3B3A8922,4195DC10,00000000
14,9000.0,17,00000000,00000000,4385B54F,3B6552CF,418F971B,00000000
14,9000.0,18,00000000,00000000,4386EB6A,3B8AA744,4189A06C,00000000
14,9000.0,19,00000000,00000000,438812F9,3BA546C9,4183F15E,00000000
14,9000.0,20,00000000,00000000,43892D25,3BC28C23,417D0869,00000000
14,9000.0,21,00000000,00000000,438A3AF3,3BE277D3,4172A7E5,00000000
14,9000.0,22,00000000,00000000,438B3D44,3C028327,4168B87B,00000000
14,9000.0,23,00000000,00000000,438C34DE,3C15183F,415F328D,00000000
14,9000.0,24,00000000,00000000,438D2271,3C28F620,41560F5D,00000000
14,9000.0,25,00000000,00000000,438E068B,3C391EC8,414D496A,00000000
14,9000.0,26,00000000,00000000,438EE19E,3C3E48BB,4144DC66,00000000
14,9000.0,27,00000000,00000000,438FB41F,3C42927E,413CC3BF,00000000
14,9000.0,28,00000000,00000000,43907E78,3C45F6A1,4134FB67,00000000
14,9000.0,29,00000000,00000000,43914106,3C4871AA,412D7FC3,00000000
14,9000.0,30,00000000,00000000,4391FC1C,3C4A023B,41264DAE,00000000
14,9000.0,31,00000000,00000000,4392B003,3C4AA8D8,411F6257,00000000
14,9000.0,32,00000000,00000000,43935CFA,3C4A67E9,4118BB52,00000000
14,9000.0,33,00000000,00000000,43940337,3C4943AB,41125684,00000000
14,9000.0,34,00000000,00000000,4394A2E8,3C474241,410C3223,00000000
14,9000.0,35,00000000,00000000,43953C35,3C446BF2,41064CB7,00000000
14,9000.0,36,00000000,00000000,4395CF3C,3C40CAAB,4100A511,00000000
14,9000.0,37,00000000,00000000,43965C13,3C3C6A5E,40F674B4,00000000
14,9000.0,38,00000000,00000000,4396E2C7,3C375914,40EC1819,00000000
14,9000.0,39,00000000,00000000,4397635B,3C31A6EF,40E23410,00000000
14,9000.0,40,00000000,00000000,4393DA49,3BDE1497,40D90E14,00000000
14,9000.0,41,00000000,00000000,43944B35,3BE6D36B,40D05E62,00000000
14,9000.0,42,00000000,00000000,4394B5FA,3BEF5845,40C827D2,00000000
14,9000.0,43,00000000,00000000,43951A5F,3BF7941E,40C06ED2,00000000
14,9000.0,44,00000000,00000000,4395780D,3BFF74C5,40B93A18,00000000
14,9000.0,45,00000000,00000000,4395CE80,3C0371A4,40B293B4,00000000
14,9000.0,46,00000000,00000000,43961CEE,3C06E09C,40AC8B37,00000000
14,9000.0,47,00000000,00000000,43966208,3C09F0E5,40A73A73,00000000
14,9000.0,48,00000000,00000000,43969B42,3C0C7ADE,40A2D38D,00000000
14,9000.0,49,00000000,00000000,4396C000,3C0E005C,40A00000,00000000
15,9000.0,1,00000000,00000000,43758000,39A5A227,4235A49C,00000000
15,9000.0,2,00000000,00000000,43758000,39694F6E,4224B5FB,00000000
15,9000.0,3,00000000,00000000,43758000,39345DED,4217BC71,00000000
15,9000.0,4,00000000,00000000,43788492,39420EB0,420D1A1F,00000000
15,9000.0,5,00000000,00000000,437C7BE3,39695006,42040966,00000000
15,9000.0,6,00000000,00000000,437FF16E,398822F7,41F8429B,00000000
15,9000.0,7,00000000,00000000,4381817A,399B6174,41EA3BA6,00000000
15,9000.0,8,00000000,00000000,4382E26D,39AE5503,41DDA0AC,00000000
15,9000.0,9,00000000,00000000,438422E2,39C0F4D7,41D22EC9,00000000
15,9000.0,10,00000000,00000000,43854845,39D3E1AB,41C7B466,00000000
15,9000.0,11,00000000,00000000,438656BB,39FCE83A,41BE0B98,00000000
15,9000.0,12,00000000,00000000,43875181,3A13A500,41B516D0,00000000
15,9000.0,13,00000000,00000000,43883B29,3A2964DC,41ACBE88,00000000
15,9000.0,14,00000000,00000000,438915C8,3A3F993A,41A4EFB2,00000000
15,9000.0,15,00000000,00000000,4389E314,3A562B19,419D9AB3,00000000
15,9000.0,16,00000000,00000000,438AA479,3A6D0656,4196B28A,00000000
15,9000.0,17,00000000,00000000,438B5B27,3A820C6F,41902C54,00000000
15,9000.0,18,00000000,00000000,438C0821,3A8DA96E,4189FED3,00000000
15,9000.0,19,00000000,00000000,438CAC44,3A995300,41842222,00000000
15,9000.0,20,00000000,00000000,438D4850,3AA502E0,417D1EE3,00000000
15,9000.0,21,00000000,00000000,438DDCE8,3AB0B312,417281BE,00000000
15,9000.0,22,00000000,00000000,438E6A9C,3ABC5E4B,41686293,00000000
15,9000.0,23,00000000,00000000,438EF1EA,3AC7FFA6,415EB868,00000000
15,9000.0,24,00000000,00000000,438F7341,3AD392A5,41557B55,00000000
15,9000.0,25,00000000,00000000,438FEF03,3AE4E05A,414CA458,00000000
15,9000.0,26,00000000,00000000,43906588,3AFF80D4,41442D2C,00000000
15,9000.0,27,00000000,00000000,4390D71B,3B0D1946,413C1062,00000000
15,9000.0,28,00000000,00000000,43914400,3B1A7317,4134492A,00000000
15,9000.0,29,00000000,00000000,4391AC73,3B27C690,412CD334,00000000
15,9000.0,30,00000000,00000000,439210AA,3B350C9C,4125AABE,00000000
15,9000.0,31,00000000,00000000,439270D2,3B423E36,411ECC6D,00000000
15,9000.0,32,00000000,00000000,4392CD16,3B4F54C0,41183550,00000000
15,9000.0,33,00000000,00000000,43932598,3B5C4951,4111E2D7,00000000
15,9000.0,34,00000000,00000000,43937A79,3B691569,410BD2D1,00000000
15,9000.0,35,00000000,00000000,4393CBD1,3B75B1F4,41060362,00000000
15,9000.0,36,00000000,00000000,439419B6,3B810C07,41007304,00000000
15,9000.0,37,00000000,00000000,43946438,3B872024,40F64117,00000000
15,9000.0,38,00000000,00000000,4394AB64,3B8D1194,40EC1651,00000000
15,9000.0,39,00000000,00000000,4394EF3E,3B92DC06,40E264E4,00000000
15,9000.0,40,00000000,00000000,43952FC5,3B95D134,40D92CEF,00000000
15,9000.0,41,00000000,00000000,43956CF3,3B97C23F,40D06F8A,00000000
15,9000.0,42,00000000,00000000,4395A6B7,3B999994,40C82F08,00000000
15,9000.0,43,00000000,00000000,4395DCF5,3B9B556B,40C06F57,00000000
15,9000.0,44,00000000,00000000,43960F81,3B9CF351,40B936AF,00000000
15,9000.0,45,00000000,00000000,43963E1A,3B9E701A,40B28EA1,00000000
15,9000.0,46,00000000,00000000,43966854,3B9FC697,40AC8641,00000000
15,9000.0,47,00000000,00000000,43968D80,3BA0EED3,40A736D8,00000000
15,9000.0,48,00000000,00000000,4396AC43,3BA1D8BE,40A2D1ED,00000000
15,9000.0,49,00000000,00000000,4396C000,3BA2498F,40A00000,00000000
16,9000.0,1,00000000,00000000,4386C000,3CF3FB6D,423FEEE3,00000000
16,9000.0,2,00000000,00000000,4386C000,3CA866BC,422D1DB0,00000000
16,9000.0,3,00000000,00000000,4386C000,3C80CBBE,421EBCF6,00000000
16,9000.0,4,00000000,00000000,4386DC94,3C547A91,42131B64,00000000
16,9000.0,5,00000000,00000000,438817C4,3C57D332,420941E2,00000000
16,9000.0,6,00000000,00000000,4389291A,3C5ABB39,4200B72E,00000000
16,9000.0,7,00000000,00000000,438A1A5C,3C5D43BD,41F25A45,00000000
16,9000.0,8,00000000,00000000,438AF233,3C5F7BA8,41E4DCD1,00000000
16,9000.0,9,00000000,00000000,438BB563,3C616FE6,41D8A9D1,00000000
16,9000.0,10,00000000,00000000,438C6770,3C632AC1,41CD88FA,00000000
16,9000.0,11,00000000,00000000,438D0B12,3C6B3B62,41C34EDE,00000000
16,9000.0,12,00000000,00000000,438DA266,3C79E292,41B9D9A5,00000000
16,9000.0,13,00000000,00000000,438E2F0F,3C83CDA7,41B10F17,00000000
16,9000.0,14,00000000,00000000,438EB260,3C8A3FA9,41A8DA04,00000000
16,9000.0,15,00000000,00000000,438F2D6E,3C905203,41A1291A,00000000
16,9000.0,16,00000000,00000000,438FA121,3C960DF7,4199EDF6,00000000
16,9000.0,17,00000000,00000000,43900E37,3C9B7B1A,41931C8E,00000000
16,9000.0,18,00000000,00000000,43907555,3CA0A047,418CAAB2,00000000
16,9000.0,19,00000000,00000000,4390D705,3CA5833A,41868FAD,00000000
16,9000.0,20,00000000,00000000,439133C0,3CAA2923,4180C406,00000000
16,9000.0,21,00000000,00000000,43918BEC,3CAE9658,4176828A,00000000
16,9000.0,22,00000000,00000000,4391DFE3,3CB2CEC5,416C0394,00000000
16,9000.0,23,00000000,00000000,43922FF5,3CB6D604,41620154,00000000
16,9000.0,24,00000000,00000000,43927C67,3CBAAF2B,41587325,00000000
16,9000.0,25,00000000,00000000,4392C574,3CBE1D1C,414F5176,00000000
16,9000.0,26,00000000,00000000,43930B50,3CBE7042,41469604,00000000
16,9000.0,27,00000000,00000000,43934E2A,3CBEBCC4,413E3AC8,00000000
16,9000.0,28,00000000,00000000,43938E2D,3CBF0329,41363A6F,00000000
16,9000.0,29,00000000,00000000,4393CB7E,3CBF43C9,412E9036,00000000
16,9000.0,30,00000000,00000000,43940640,3CBF7F3A,412737F0,00000000
16,9000.0,31,00000000,00000000,43943E91,3CBFB5D5,41202DE2,00000000
16,9000.0,32,00000000,00000000,4394748A,3CBFE7CF,41196EC7,00000000
16,9000.0,33,00000000,00000000,4394A842,3CC01573,4112F7C4,00000000
16,9000.0,34,00000000,00000000,4394D9CD,3CC03F08,410CC661,00000000
16,9000.0,35,00000000,00000000,4395093C,3CC064C6,4106D882,00000000
16,9000.0,36,00000000,00000000,4395369D,3CC086D8,41012C68,00000000
16,9000.0,37,00000000,00000000,439561FA,3CC0A553,40F7816A,00000000
16,9000.0,38,00000000,00000000,43958B5D,3CC0C07C,40ED28CD,00000000
16,9000.0,39,00000000,00000000,4395B2C9,3CC0D83F,40E34DD2,00000000
16,9000.0,40,00000000,00000000,4395D83F,3CC0EC9F,40D9F02E,00000000
16,9000.0,41,00000000,00000000,4395FBBD,3CC0FDB1,40D110AA,00000000
16,9000.0,42,00000000,00000000,43961D3B,3CC10B62,40C8B15E,00000000
16,9000.0,43,00000000,00000000,43963CA8,3CC11554,40C0D606,00000000
16,9000.0,44,00000000,00000000,439659ED,3CC11B41,40B984B2,00000000
16,9000.0,45,00000000,00000000,439674E5,3CC11CAD,40B2C6D5,00000000
16,9000.0,46,00000000,00000000,43968D52,3CC11858,40ACAB74,00000000
16,9000.0,47,00000000,00000000,4396A2D0,3CC10C57,40A74BE9,00000000
16,9000.0,48,00000000,00000000,4396B498,3CC0F3D4,40A2DA0D,00000000
16,9000.0,49,00000000,00000000,4396C000,3CC0B759,40A00000,00000000
17,9000.0,1,00000000,00000000,43508000,37A9DA03,4219AA76,00000000
17,9000.0,2,00000000,00000000,43508000,376FF454,420B4996,00000000
17,9000.0,3,00000000,00000000,43508000,3739CC53,420044EB,00000000
17,9000.0,4,00000000,00000000,43508000,3717CBB2,41EEB269,00000000
17,9000.0,5,00000000,00000000,43508000,37007733,41DFBA08,00000000
17,9000.0,6,00000000,00000000,43508000,36DEEF99,41D2D8BD,00000000
17,9000.0,7,00000000,00000000,43508000,36C6E38F,41C78E97,00000000
17,9000.0,8,00000000,00000000,43508000,36D7530B,41BD84CC,00000000
17,9000.0,9,00000000,00000000,4351B970,3704E29F,41B4702D,00000000
17,9000.0,10,00000000,00000000,435498A8,3746F7F0,41AC155F,00000000
17,9000.0,11,00000000,00000000,4357417A,378DB744,41A458CC,00000000
17,9000.0,12,00000000,00000000,4359BB58,37C20771,419D24D3,00000000
17,9000.0,13,00000000,00000000,435C0C33,380099DE,41966826,00000000
17,9000.0,14,00000000,00000000,435E38E1,3825F34B,419014B8,00000000
17,9000.0,15,00000000,00000000,4360455A,38515693,418A1EFA,00000000
17,9000.0,16,00000000,00000000,436234F1,38817E5E,41847D44,00000000
17,9000.0,17,00000000,00000000,43640A6E,389D884C,417E4EF2,00000000
17,9000.0,18,00000000,00000000,4365C834,38BCD875,41742D5F,00000000
17,9000.0,19,00000000,00000000,43677049,38DF77AB,416A89FC,00000000
17,9000.0,20,00000000,00000000,4369046F,3902B488,41615A92,00000000
17,9000.0,21,00000000,00000000,436A862D,39175521,41589642,00000000
17,9000.0,22,00000000,00000000,436BF6D6,392D99AC,41503550,00000000
17,9000.0,23,00000000,00000000,436D5796,39457BD4,414830F6,00000000
17,9000.0,24,00000000,00000000,436EA972,395EF2A5,41408338,00000000
17,9000.0,25,00000000,00000000,436FED54,3979F324,413926D4,00000000
17,9000.0,26,00000000,00000000,43712408,398B37EB,4132171A,00000000
17,9000.0,27,00000000,00000000,43724E44,399A2C8F,412B4FEA,00000000
17,9000.0,28,00000000,00000000,43736CA9,39A9CEA9,4124CD9C,00000000
17,9000.0,29,00000000,00000000,43747FC8,39BA1477,411E8CE9,00000000
17,9000.0,30,00000000,00000000,4375881D,39CAF2DF,41188AFA,00000000
17,9000.0,31,00000000,00000000,43768619,39DC5E01,4112C53F,00000000
17,9000.0,32,00000000,00000000,43777A1D,39EE48C7,410D3984,00000000
17,9000.0,33,00000000,00000000,4378647E,3A005288,4107E5DC,00000000
17,9000.0,34,00000000,00000000,43794584,3A09B1BB,4102C8A3,00000000
17,9000.0,35,00000000,00000000,437A1D6B,3A1339AA,40FBC0F8,00000000
17,9000.0,36,00000000,00000000,437AEC63,3A1CE158,40F25894,00000000
17,9000.0,37,00000000,00000000,437BB291,3A269F0A,40E9567C,00000000
17,9000.0,38,00000000,00000000,437C700C,3A306815,40E0B9A0,00000000
17,9000.0,39,00000000,00000000,437D24DD,3A386436,40D8819D,00000000
17,9000.0,40,3066DE30,330B21FA,437DD034,3A40138F,40D0AEC0,00000000
17,9000.0,41,00000000,00000000,437E7489,3A47A2FA,40C94236,00000000
17,9000.0,42,00000000,00000000,437F0ED8,3A4EFACF,40C23E3E,00000000
17,9000.0,43,00000000,00000000,437F9FDB,3A561256,40BBA675,00000000
17,9000.0,44,00000000,00000000,4380138B,3A5CDA06,40B5806A,00000000
17,9000.0,45,00000000,00000000,438051EA,3A633E8B,40AFD483,00000000
17,9000.0,46,00000000,00000000,43808A7B,3A6925FD,40AAAFD9,00000000
17,9000.0,47,00000000,00000000,4380BC4B,3A6E69DA,40A62842,00000000
17,9000.0,48,00000000,00000000,4380E588,3A72C6DE,40A26843,00000000
17,9000.0,49,00000000,00000000,43810001,3A7565D3,40A00000,00000000
18,9000.0,1,00000000,00000000,43560000,3882951B,421F2ADC,00000000
18,9000.0,2,00000000,00000000,43560000,383877E9,421068D1,00000000
18,9000.0,3,00000000,00000000,43560000,380ED4C3,420519B4,00000000
18,9000.0,4,00000000,00000000,43560000,37E96140,41F7E372,00000000
18,9000.0,5,00000000,00000000,43560000,37C5822C,41E885EF,00000000
18,9000.0,6,00000000,3951B717,43560000,37AB5FC8,41DB4DA2,00000000
18,9000.0,7,00000000,3951B717,43560000,37977D5A,41CFB739,00000000
18,9000.0,8,00000000,3951B717,4356FCF6,37A0E5DF,41C55D71,00000000
18,9000.0,9,00000000,3951B717,435A8955,38029D76,41BBE71D,00000000
18,9000.0,10,00000000,3951B717,435DCE25,384643F4,41B32F9D,00000000
18,9000.0,11,00000000,3951B717,4360D5F0,388EE221,41AB1AD5,00000000
18,9000.0,12,00000000,3951B717,4363A8FE,38C5A1DE,41A392B0,00000000
18,9000.0,13,00000000,3951B717,43664DEE,39042A81,419C8586,00000000
18,9000.0,14,00000000,3951B717,4368CA24,392BE7DD,4195E4F5,00000000
18,9000.0,15,00000000,3951B717,436B2210,395A62EA,418FA52A,00000000
18,9000.0,16,00000000,3951B717,436D5968,3987F2F2,4189BC42,00000000
18,9000.0,17,3951B717,00000000,436F7348,39A65578,418421EB,00000000
18,9000.0,18,3951B717,00000000,4371725A,39C86EEC,417D9E1D,00000000
18,9000.0,19,3951B717,00000000,437358E5,39EE4DE6,41737B39,00000000
18,9000.0,20,3951B717,00000000,437528E0,3A0BFD02,4169D0A8,00000000
18,9000.0,21,3951B717,00000000,4376E401,3A22BA39,41609551,00000000
18,9000.0,22,3951B717,00000000,43788BC4,3A3B5BE0,4157C140,00000000
18,9000.0,23,3951B717,00000000,437A2179,3A559BEC,414F4D7D,00000000
18,9000.0,24,3951B717,00000000,437BA645,3A6EB17E,414733E5,00000000
18,9000.0,25,3951B717,00000000,437D1B2D,3A848AE0,413F6F0E,00000000
18,9000.0,26,3951B717,00000000,437E8118,3A925D1C,4137FA2A,00000000
18,9000.0,27,3951B717,00000000,437FD8D1,3AA0C753,4130D0F8,00000000
18,9000.0,28,3951B717,00000000,43809187,3AAFC0B0,4129EFB6,00000000
18,9000.0,29,3951B717,00000000,43813037,3ABF3F7B,41235306,00000000
18,9000.0,30,3951B717,00000000,4381C8C0,3ACF3955,411CF7FD,00000000
18,9000.0,31,3951B717,00000000,43825B60,3ADFA2EB,4116DBFB,00000000
18,9000.0,32,3951B717,00000000,4382E84E,3AF0703D,4110FCBD,00000000
18,9000.0,33,3951B717,00000000,43836FB9,3B00CA24,410B584B,00000000
18,9000.0,34,3951BD38,333132D0,4383F147,3B0986F4,4105ECF8,00000000
18,9000.0,35,3951B717,00000000,43846EB7,3B1252AF,4100B964,00000000
18,9000.0,36,3951B717,00000000,4384E66B,3B1B3B2B,40F778DC,00000000
18,9000.0,37,3951B717,00000000,43855914,3B242FE8,40EDEA94,00000000
18,9000.0,38,3951B717,00000000,4385C6BE,3B2D27A3,40E4C6E8,00000000
18,9000.0,39,3951B717,00000000,43862F6C,3B359B4A,40DC0D8B,00000000
18,9000.0,40,3951B717,00000000,4386931A,3B3D6217,40D3BEE8,00000000
18,9000.0,41,3951B717,00000000,4386F1B8,3B45021E,40CBDC57,00000000
18,9000.0,42,3951B717,00000000,43874B26,3B4C6FD2,40C46853,00000000
18,9000.0,43,00000000,00000000,43879F37,3B539E16,40BD66C9,00000000
18,9000.0,44,00000000,00000000,4387EDA1,3B5A7CAF,40B6DDB6,00000000
