case,dx,k,pmfu,pmfd,puen,pven,puu,pvu,pud,pvd,pmfude_rate
13,27000.0,20,00000000,00000000,42115D67,41000000,42157687,41000000,42157687,41000000,00000000
13,27000.0,21,00000000,00000000,420D7230,41000000,42115D67,41000000,42115D67,41000000,00000000
13,27000.0,22,00000000,00000000,4209B199,41000000,420D7230,41000000,420D7230,41000000,00000000
13,27000.0,23,00000000,00000000,420618C2,41000000,4209B199,41000000,4209B199,41000000,00000000
13,27000.0,24,00000000,00000000,4202A520,41000000,420618C2,41000000,420618C2,41000000,00000000
13,27000.0,25,00000000,00000000,41FEA927,41000000,4202A520,41000000,4202A520,41000000,00000000
13,27000.0,26,00000000,00000000,41F84B25,41000000,41FEA927,41000000,41FEA927,41000000,00000000
13,27000.0,27,00000000,00000000,41F22CC8,41000000,41F84B25,41000000,41F84B25,41000000,00000000
13,27000.0,28,00000000,00000000,41EC4B02,41000000,41F22CC8,41000000,41F22CC8,41000000,00000000
13,27000.0,29,00000000,00000000,41E6A31A,41000000,41EC4B02,41000000,41EC4B02,41000000,00000000
13,27000.0,30,00000000,00000000,41E132B6,41000000,41E6A31A,41000000,41E6A31A,41000000,00000000
13,27000.0,31,00000000,00000000,41DBF7B4,41000000,41E132B6,41000000,41E132B6,41000000,00000000
13,27000.0,32,00000000,00000000,41D6F043,41000000,41DBF7B4,41000000,41DBF7B4,41000000,00000000
13,27000.0,33,00000000,00000000,41D21ACD,41000000,41D6F043,41000000,41D6F043,41000000,00000000
13,27000.0,34,00000000,00000000,41CD75FB,41000000,41D21ACD,41000000,41D21ACD,41000000,00000000
13,27000.0,35,00000000,00000000,41C900B1,41000000,41CD75FB,41000000,41CD75FB,41000000,00000000
13,27000.0,36,00000000,00000000,41C4BA0D,41000000,41C900B1,41000000,41C900B1,41000000,00000000
13,27000.0,37,00000000,00000000,41C0A16E,41000000,41C4BA0D,41000000,41C4BA0D,41000000,00000000
13,27000.0,38,00000000,00000000,41BCB670,41000000,41C0A16E,41000000,41C0A16E,41000000,00000000
13,27000.0,39,00000000,00000000,41B8F8FE,41000000,41BCB670,41000000,41BCB670,41000000,00000000
13,27000.0,40,00000000,00000000,41B568F1,41000000,41B8F8FE,41000000,41B8F8FE,41000000,00000000
13,27000.0,41,00000000,00000000,41B2268F,41000000,41B568F1,41000000,41B568F1,41000000,00000000
13,27000.0,42,00000000,00000000,41AF119B,41000000,41B2268F,41000000,41B2268F,41000000,00000000
13,27000.0,43,00000000,00000000,41AC2BC1,41000000,41AF119B,41000000,41AF119B,41000000,00000000
13,27000.0,44,00000000,00000000,41A97785,41000000,41AC2BC1,41000000,41AC2BC1,41000000,00000000
13,27000.0,45,00000000,00000000,41A6F8AF,41000000,41A97785,41000000,41A97785,41000000,00000000
13,27000.0,46,00000000,00000000,41A4B517,41000000,41A6F8AF,41000000,41A6F8AF,41000000,00000000
13,27000.0,47,00000000,00000000,41A2B66F,41000000,41A4B517,41000000,41A4B517,41000000,00000000
13,27000.0,48,00000000,00000000,41A10F89,41000000,41A2B66F,41000000,41A2B66F,41000000,00000000
13,27000.0,49,00000000,00000000,41A00000,41000000,41A10F89,41000000,41A10F89,41000000,00000000
14,27000.0,1,00000000,00000000,42299A62,00000000,42299A62,00000000,42299A62,00000000,00000000
14,27000.0,2,00000000,00000000,421B6E77,00000000,42299A62,00000000,42299A62,00000000,00000000
14,27000.0,3,00000000,00000000,42106B00,00000000,421B6E77,00000000,421B6E77,00000000,00000000
14,27000.0,4,00000000,00000000,42072E04,00000000,42106B00,00000000,42106B00,00000000,00000000
14,27000.0,5,00000000,00000000,41FE63F2,00000000,42072E04,00000000,42072E04,00000000,00000000
14,27000.0,6,00000000,00000000,41F04C02,00000000,41FE63F2,00000000,41FE63F2,00000000,00000000
14,27000.0,7,00000000,00000000,41E3AA51,00000000,41F04C02,00000000,41F04C02,00000000,00000000
14,27000.0,8,00000000,00000000,41D83593,00000000,41E3AA51,00000000,41E3AA51,00000000,00000000
14,27000.0,9,00000000,00000000,41CDB8BE,00000000,41D83593,00000000,41D83593,00000000,00000000
14,27000.0,10,00000000,00000000,41C40C22,00000000,41CDB8BE,00000000,41CDB8BE,00000000,00000000
14,27000.0,11,00000000,00000000,41BB1133,00000000,41C40C22,00000000,41C40C22,00000000,00000000
14,27000.0,12,00000000,00000000,41B2AFF0,00000000,41BB1133,00000000,41BB1133,00000000,00000000
14,27000.0,13,00000000,00000000,41AAD523,00000000,41B2AFF0,00000000,41B2AFF0,00000000,00000000
14,27000.0,14,00000000,00000000,41A37124,00000000,41AAD523,00000000,41AAD523,00000000,00000000
14,27000.0,15,00000000,00000000,419C770C,00000000,41A37124,00000000,41A37124,00000000,00000000
14,27000.0,16,00000000,00000000,4195DC10,00000000,419C770C,00000000,419C770C,00000000,00000000
14,27000.0,17,00000000,00000000,418F971B,00000000,4195DC10,00000000,4195DC10,00000000,00000000
14,27000.0,18,00000000,00000000,4189A06C,00000000,418F971B,00000000,418F971B,00000000,00000000
14,27000.0,19,00000000,00000000,4183F15E,00000000,4189A06C,00000000,4189A06C,00000000,00000000
14,27000.0,20,00000000,00000000,417D0869,00000000,4183F15E,00000000,4183F15E,00000000,00000000
14,27000.0,21,00000000,00000000,4172A7E5,00000000,417D0869,00000000,417D0869,00000000,00000000
14,27000.0,22,00000000,00000000,4168B87B,00000000,4172A7E5,00000000,4172A7E5,00000000,00000000
14,27000.0,23,00000000,00000000,415F328D,00000000,4168B87B,00000000,4168B87B,00000000,00000000
14,27000.0,24,00000000,00000000,41560F5D,00000000,415F328D,00000000,415F328D,00000000,00000000
14,27000.0,25,00000000,00000000,414D496A,00000000,41560F5D,00000000,41560F5D,00000000,00000000
14,27000.0,26,00000000,00000000,4144DC66,00000000,414D496A,00000000,414D496A,00000000,00000000
14,27000.0,27,00000000,00000000,413CC3BF,00000000,4144DC66,00000000,4144DC66,00000000,00000000
14,27000.0,28,00000000,00000000,4134FB67,00000000,413CC3BF,00000000,413CC3BF,00000000,00000000
14,27000.0,29,00000000,00000000,412D7FC3,00000000,4134FB67,00000000,4134FB67,00000000,00000000
14,27000.0,30,00000000,00000000,41264DAE,00000000,412D7FC3,00000000,412D7FC3,00000000,00000000
14,27000.0,31,00000000,00000000,411F6257,00000000,41264DAE,00000000,41264DAE,00000000,00000000
14,27000.0,32,00000000,00000000,4118BB52,00000000,411F6257,00000000,411F6257,00000000,00000000
14,27000.0,33,00000000,00000000,41125684,00000000,4118BB52,00000000,4118BB52,00000000,00000000
14,27000.0,34,00000000,00000000,410C3223,00000000,41125684,00000000,41125684,00000000,00000000
14,27000.0,35,00000000,00000000,41064CB7,00000000,410C3223,00000000,410C3223,00000000,00000000
14,27000.0,36,00000000,00000000,4100A511,00000000,41064CB7,00000000,41064CB7,00000000,00000000
14,27000.0,37,00000000,00000000,40F674B4,00000000,4100A511,00000000,4100A511,00000000,00000000
14,27000.0,38,00000000,00000000,40EC1819,00000000,40F674B4,00000000,40F674B4,00000000,00000000
14,27000.0,39,00000000,00000000,40E23410,00000000,40EC1819,00000000,40EC1819,00000000,00000000
14,27000.0,40,00000000,00000000,40D90E14,00000000,40E23410,00000000,40E23410,00000000,00000000
14,27000.0,41,00000000,00000000,40D05E62,00000000,40D90E14,00000000,40D90E14,00000000,00000000
14,27000.0,42,00000000,00000000,40C827D2,00000000,40D05E62,00000000,40D05E62,00000000,00000000
14,27000.0,43,00000000,00000000,40C06ED2,00000000,40C827D2,00000000,40C827D2,00000000,00000000
14,27000.0,44,00000000,00000000,40B93A18,00000000,40C06ED2,00000000,40C06ED2,00000000,00000000
14,27000.0,45,00000000,00000000,40B293B4,00000000,40B93A18,00000000,40B93A18,00000000,00000000
14,27000.0,46,00000000,00000000,40AC8B37,00000000,40B293B4,00000000,40B293B4,00000000,00000000
14,27000.0,47,00000000,00000000,40A73A73,00000000,40AC8B37,00000000,40AC8B37,00000000,00000000
14,27000.0,48,00000000,00000000,40A2D38D,00000000,40A73A73,00000000,40A73A73,00000000,00000000
14,27000.0,49,00000000,00000000,40A00000,00000000,40A2D38D,00000000,40A2D38D,00000000,00000000
15,27000.0,1,00000000,00000000,4235A49C,00000000,4235A49C,00000000,4235A49C,00000000,00000000
15,27000.0,2,00000000,00000000,4224B5FB,00000000,4235A49C,00000000,4235A49C,00000000,00000000
15,27000.0,3,00000000,00000000,4217BC71,00000000,4224B5FB,00000000,4224B5FB,00000000,00000000
15,27000.0,4,00000000,00000000,420D1A1F,00000000,4217BC71,00000000,4217BC71,00000000,00000000
15,27000.0,5,00000000,00000000,42040966,00000000,420D1A1F,00000000,420D1A1F,00000000,00000000
15,27000.0,6,00000000,00000000,41F8429B,00000000,42040966,00000000,42040966,00000000,00000000
15,27000.0,7,00000000,00000000,41EA3BA6,00000000,41F8429B,00000000,41F8429B,00000000,00000000
15,27000.0,8,00000000,00000000,41DDA0AC,00000000,41EA3BA6,00000000,41EA3BA6,00000000,00000000
15,27000.0,9,00000000,00000000,41D22EC9,00000000,41DDA0AC,00000000,41DDA0AC,00000000,00000000
15,27000.0,10,00000000,00000000,41C7B466,00000000,41D22EC9,00000000,41D22EC9,00000000,00000000
15,27000.0,11,00000000,00000000,41BE0B98,00000000,41C7B466,00000000,41C7B466,00000000,00000000
15,27000.0,12,00000000,00000000,41B516D0,00000000,41BE0B98,00000000,41BE0B98,00000000,00000000
15,27000.0,13,00000000,00000000,41ACBE88,00000000,41B516D0,00000000,41B516D0,00000000,00000000
15,27000.0,14,00000000,00000000,41A4EFB2,00000000,41ACBE88,00000000,41ACBE88,00000000,00000000
15,27000.0,15,00000000,00000000,419D9AB3,00000000,41A4EFB2,00000000,41A4EFB2,00000000,00000000
15,27000.0,16,00000000,00000000,4196B28A,00000000,419D9AB3,00000000,419D9AB3,00000000,00000000
15,27000.0,17,00000000,00000000,41902C54,00000000,4196B28A,00000000,4196B28A,00000000,00000000
15,27000.0,18,00000000,00000000,4189FED3,00000000,41902C54,00000000,41902C54,00000000,00000000
15,27000.0,19,00000000,00000000,41842222,00000000,4189FED3,00000000,4189FED3,00000000,00000000
15,27000.0,20,00000000,00000000,417D1EE3,00000000,41842222,00000000,41842222,00000000,00000000
15,27000.0,21,00000000,00000000,417281BE,00000000,417D1EE3,00000000,417D1EE3,00000000,00000000
15,27000.0,22,00000000,00000000,41686293,00000000,417281BE,00000000,417281BE,00000000,00000000
15,27000.0,23,00000000,00000000,415EB868,00000000,41686293,00000000,41686293,00000000,00000000
15,27000.0,24,00000000,00000000,41557B55,00000000,415EB868,00000000,415EB868,00000000,00000000
15,27000.0,25,00000000,00000000,414CA458,00000000,41557B55,00000000,41557B55,00000000,00000000
15,27000.0,26,00000000,00000000,41442D2C,00000000,414CA458,00000000,414CA458,00000000,00000000
15,27000.0,27,00000000,00000000,413C1062,00000000,41442D2C,00000000,41442D2C,00000000,00000000
15,27000.0,28,00000000,00000000,4134492A,00000000,413C1062,00000000,413C1062,00000000,00000000
15,27000.0,29,00000000,00000000,412CD334,00000000,4134492A,00000000,4134492A,00000000,00000000
15,27000.0,30,00000000,00000000,4125AABE,00000000,412CD334,00000000,412CD334,00000000,00000000
15,27000.0,31,00000000,00000000,411ECC6D,00000000,4125AABE,00000000,4125AABE,00000000,00000000
15,27000.0,32,00000000,00000000,41183550,00000000,411ECC6D,00000000,411ECC6D,00000000,00000000
15,27000.0,33,00000000,00000000,4111E2D7,00000000,41183550,00000000,41183550,00000000,00000000
15,27000.0,34,00000000,00000000,410BD2D1,00000000,4111E2D7,00000000,4111E2D7,00000000,00000000
15,27000.0,35,00000000,00000000,41060362,00000000,410BD2D1,00000000,410BD2D1,00000000,00000000
15,27000.0,36,00000000,00000000,41007304,00000000,41060362,00000000,41060362,00000000,00000000
15,27000.0,37,00000000,00000000,40F64117,00000000,41007304,00000000,41007304,00000000,00000000
15,27000.0,38,00000000,00000000,40EC1651,00000000,40F64117,00000000,40F64117,00000000,00000000
15,27000.0,39,00000000,00000000,40E264E4,00000000,40EC1651,00000000,40EC1651,00000000,00000000
15,27000.0,40,00000000,00000000,40D92CEF,00000000,40E264E4,00000000,40E264E4,00000000,00000000
15,27000.0,41,00000000,00000000,40D06F8A,00000000,40D92CEF,00000000,40D92CEF,00000000,00000000
15,27000.0,42,00000000,00000000,40C82F08,00000000,40D06F8A,00000000,40D06F8A,00000000,00000000
15,27000.0,43,00000000,00000000,40C06F57,00000000,40C82F08,00000000,40C82F08,00000000,00000000
15,27000.0,44,00000000,00000000,40B936AF,00000000,40C06F57,00000000,40C06F57,00000000,00000000
15,27000.0,45,00000000,00000000,40B28EA1,00000000,40B936AF,00000000,40B936AF,00000000,00000000
15,27000.0,46,00000000,00000000,40AC8641,00000000,40B28EA1,00000000,40B28EA1,00000000,00000000
15,27000.0,47,00000000,00000000,40A736D8,00000000,40AC8641,00000000,40AC8641,00000000,00000000
15,27000.0,48,00000000,00000000,40A2D1ED,00000000,40A736D8,00000000,40A736D8,00000000,00000000
15,27000.0,49,00000000,00000000,40A00000,00000000,40A2D1ED,00000000,40A2D1ED,00000000,00000000
16,27000.0,1,00000000,00000000,423FEEE3,00000000,423FEEE3,00000000,423FEEE3,00000000,00000000
16,27000.0,2,00000000,00000000,422D1DB0,00000000,423FEEE3,00000000,423FEEE3,00000000,00000000
16,27000.0,3,00000000,00000000,421EBCF6,00000000,422D1DB0,00000000,422D1DB0,00000000,00000000
16,27000.0,4,00000000,00000000,42131B64,00000000,421EBCF6,00000000,421EBCF6,00000000,00000000
16,27000.0,5,00000000,00000000,420941E2,00000000,42131B64,00000000,42131B64,00000000,00000000
16,27000.0,6,00000000,00000000,4200B72E,00000000,420941E2,00000000,420941E2,00000000,00000000
16,27000.0,7,00000000,00000000,41F25A45,00000000,4200B72E,00000000,4200B72E,00000000,00000000
16,27000.0,8,00000000,00000000,41E4DCD1,00000000,41F25A45,00000000,41F25A45,00000000,00000000
16,27000.0,9,00000000,00000000,41D8A9D1,00000000,41E4DCD1,00000000,41E4DCD1,00000000,00000000
16,27000.0,10,00000000,00000000,41CD88FA,00000000,41D8A9D1,00000000,41D8A9D1,00000000,00000000
16,27000.0,11,00000000,00000000,41C34EDE,00000000,41CD88FA,00000000,41CD88FA,00000000,00000000
16,27000.0,12,00000000,00000000,41B9D9A5,00000000,41C34EDE,00000000,41C34EDE,00000000,00000000
16,27000.0,13,00000000,00000000,41B10F17,00000000,41B9D9A5,00000000,41B9D9A5,00000000,00000000
16,27000.0,14,00000000,00000000,41A8DA04,00000000,41B10F17,00000000,41B10F17,00000000,00000000
16,27000.0,15,00000000,00000000,41A1291A,00000000,41A8DA04,00000000,41A8DA04,00000000,00000000
16,27000.0,16,00000000,00000000,4199EDF6,00000000,41A1291A,00000000,41A1291A,00000000,00000000
16,27000.0,17,00000000,00000000,41931C8E,00000000,4199EDF6,00000000,4199EDF6,00000000,00000000
16,27000.0,18,00000000,00000000,418CAAB2,00000000,41931C8E,00000000,41931C8E,00000000,00000000
16,27000.0,19,00000000,00000000,41868FAD,00000000,418CAAB2,00000000,418CAAB2,00000000,00000000
16,27000.0,20,00000000,00000000,4180C406,00000000,41868FAD,00000000,41868FAD,00000000,00000000
16,27000.0,21,00000000,00000000,4176828A,00000000,4180C406,00000000,4180C406,00000000,00000000
16,27000.0,22,00000000,00000000,416C0394,00000000,4176828A,00000000,4176828A,00000000,00000000
16,27000.0,23,00000000,00000000,41620154,00000000,416C0394,00000000,416C0394,00000000,00000000
16,27000.0,24,00000000,00000000,41587325,00000000,41620154,00000000,41620154,00000000,00000000
16,27000.0,25,00000000,00000000,414F5176,00000000,41587325,00000000,41587325,00000000,00000000
16,27000.0,26,00000000,00000000,41469604,00000000,414F5176,00000000,414F5176,00000000,00000000
16,27000.0,27,00000000,00000000,413E3AC8,00000000,41469604,00000000,41469604,00000000,00000000
16,27000.0,28,00000000,00000000,41363A6F,00000000,413E3AC8,00000000,413E3AC8,00000000,00000000
16,27000.0,29,00000000,00000000,412E9036,00000000,41363A6F,00000000,41363A6F,00000000,00000000
16,27000.0,30,00000000,00000000,412737F0,00000000,412E9036,00000000,412E9036,00000000,00000000
16,27000.0,31,00000000,00000000,41202DE2,00000000,412737F0,00000000,412737F0,00000000,00000000
16,27000.0,32,00000000,00000000,41196EC7,00000000,41202DE2,00000000,41202DE2,00000000,00000000
16,27000.0,33,00000000,00000000,4112F7C4,00000000,41196EC7,00000000,41196EC7,00000000,00000000
16,27000.0,34,00000000,00000000,410CC661,00000000,4112F7C4,00000000,4112F7C4,00000000,00000000
16,27000.0,35,00000000,00000000,4106D882,00000000,410CC661,00000000,410CC661,00000000,00000000
16,27000.0,36,00000000,00000000,41012C68,00000000,4106D882,00000000,4106D882,00000000,00000000
16,27000.0,37,00000000,00000000,40F7816A,00000000,41012C68,00000000,41012C68,00000000,00000000
16,27000.0,38,00000000,00000000,40ED28CD,00000000,40F7816A,00000000,40F7816A,00000000,00000000
16,27000.0,39,00000000,00000000,40E34DD2,00000000,40ED28CD,00000000,40ED28CD,00000000,00000000
16,27000.0,40,00000000,00000000,40D9F02E,00000000,40E34DD2,00000000,40E34DD2,00000000,00000000
16,27000.0,41,00000000,00000000,40D110AA,00000000,40D9F02E,00000000,40D9F02E,00000000,00000000
16,27000.0,42,00000000,00000000,40C8B15E,00000000,40D110AA,00000000,40D110AA,00000000,00000000
16,27000.0,43,00000000,00000000,40C0D606,00000000,40C8B15E,00000000,40C8B15E,00000000,00000000
16,27000.0,44,00000000,00000000,40B984B2,00000000,40C0D606,00000000,40C0D606,00000000,00000000
16,27000.0,45,00000000,00000000,40B2C6D5,00000000,40B984B2,00000000,40B984B2,00000000,00000000
16,27000.0,46,00000000,00000000,40ACAB74,00000000,40B2C6D5,00000000,40B2C6D5,00000000,00000000
16,27000.0,47,00000000,00000000,40A74BE9,00000000,40ACAB74,00000000,40ACAB74,00000000,00000000
16,27000.0,48,00000000,00000000,40A2DA0D,00000000,40A74BE9,00000000,40A74BE9,00000000,00000000
16,27000.0,49,00000000,00000000,40A00000,00000000,40A2DA0D,00000000,40A2DA0D,00000000,00000000
17,27000.0,1,00000000,00000000,4219AA76,00000000,4219AA76,00000000,4219AA76,00000000,00000000
17,27000.0,2,00000000,00000000,420B4996,00000000,4219AA76,00000000,4219AA76,00000000,00000000
17,27000.0,3,00000000,00000000,420044EB,00000000,420B4996,00000000,420B4996,00000000,00000000
17,27000.0,4,00000000,00000000,41EEB269,00000000,420044EB,00000000,420044EB,00000000,00000000
17,27000.0,5,00000000,00000000,41DFBA08,00000000,41EEB269,00000000,41EEB269,00000000,00000000
17,27000.0,6,00000000,00000000,41D2D8BD,00000000,41DFBA08,00000000,41DFBA08,00000000,00000000
17,27000.0,7,00000000,00000000,41C78E97,00000000,41D2D8BD,00000000,41D2D8BD,00000000,00000000
17,27000.0,8,00000000,00000000,41BD84CC,00000000,41C78E97,00000000,41C78E97,00000000,00000000
17,27000.0,9,00000000,00000000,41B4702D,00000000,41BD84CC,00000000,41BD84CC,00000000,00000000
17,27000.0,10,00000000,00000000,41AC155F,00000000,41B4702D,00000000,41B4702D,00000000,00000000
17,27000.0,11,00000000,00000000,41A458CC,00000000,41AC155F,00000000,41AC155F,00000000,00000000
17,27000.0,12,00000000,00000000,419D24D3,00000000,41A458CC,00000000,41A458CC,00000000,00000000
17,27000.0,13,00000000,00000000,41966826,00000000,419D24D3,00000000,419D24D3,00000000,00000000
17,27000.0,14,00000000,00000000,419014B8,00000000,41966826,00000000,41966826,00000000,00000000
17,27000.0,15,00000000,00000000,418A1EFA,00000000,419014B8,00000000,419014B8,00000000,00000000
17,27000.0,16,00000000,00000000,41847D44,00000000,418A1EFA,00000000,418A1EFA,00000000,00000000
17,27000.0,17,00000000,00000000,417E4EF2,00000000,41847D44,00000000,41847D44,00000000,00000000
17,27000.0,18,00000000,00000000,41742D5F,00000000,417E4EF2,00000000,417E4EF2,00000000,00000000
17,27000.0,19,00000000,00000000,416A89FC,00000000,41742D5F,00000000,41742D5F,00000000,00000000
17,27000.0,20,00000000,00000000,41615A92,00000000,416A89FC,00000000,416A89FC,00000000,00000000
17,27000.0,21,00000000,00000000,41589642,00000000,41615A92,00000000,41615A92,00000000,00000000
17,27000.0,22,00000000,00000000,41503550,00000000,41589642,00000000,41589642,00000000,00000000
17,27000.0,23,00000000,00000000,414830F6,00000000,41503550,00000000,41503550,00000000,00000000
17,27000.0,24,00000000,00000000,41408338,00000000,414830F6,00000000,414830F6,00000000,00000000
17,27000.0,25,00000000,00000000,413926D4,00000000,41408338,00000000,41408338,00000000,00000000
17,27000.0,26,00000000,00000000,4132171A,00000000,413926D4,00000000,413926D4,00000000,00000000
17,27000.0,27,00000000,00000000,412B4FEA,00000000,4132171A,00000000,4132171A,00000000,00000000
17,27000.0,28,00000000,00000000,4124CD9C,00000000,412B4FEA,00000000,412B4FEA,00000000,00000000
17,27000.0,29,00000000,00000000,411E8CE9,00000000,4124CD9C,00000000,4124CD9C,00000000,00000000
17,27000.0,30,00000000,00000000,41188AFA,00000000,411E8CE9,00000000,411E8CE9,00000000,00000000
