case,dx,k,t3d,qv3d,qc3d,qi3d,u3d,v3d,pcps,p8w,dz8w,rho3d,pi3d,w,qvften,thften,rthcuten,rqvcuten,rqccuten,rqicuten,rucuten,rvcuten
14,15000.0,26,438D2271,3C28F620,00000000,00000000,41560F5D,00000000,476F3E84,47735AB4,438EC5CC,3F405623,3F5E89FA,3D341E62,327DA199,3777AFCF,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,27,438C34DE,3C15183F,00000000,00000000,415F328D,00000000,4766F7E1,476B2254,4394CCB8,3F3B0C9A,3F5C4FD2,3D3D347B,32777FCC,3771B2CD,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,28,438B3D44,3C028327,00000000,00000000,4168B87B,00000000,475E9510,4762CD6E,439B3CC9,3F35A271,3F59FEFF,3D460AAC,32711BB9,376B7513,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,29,438A3AF3,3BE277D3,00000000,00000000,4172A7E5,00000000,475616BC,475A5CB1,43A2240A,3F30175C,3F579615,3D4E8A2C,326A70DF,3764F23A,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,30,43892D25,3BC28C23,00000000,00000000,417D0869,00000000,474D7D88,4751D0C6,43A9934D,3F2A6B00,3F551379,3D569892,32637A1D,375E2540,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,31,438812F9,3BA546C9,00000000,00000000,4183F15E,00000000,4744CA0D,47492A4A,43B19E5F,3F249CED,3F527553,3D5E1733,325C319C,37570872,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,32,4386EB6A,3B8AA744,00000000,00000000,4189A06C,00000000,473BFCDA,474069D0,43BA5CED,3F1EACA0,3F4FB98D,3D64E278,325490AD,374F9548,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,33,4385B54F,3B6552CE,00000000,00000000,418F971B,00000000,47331678,47378FE4,43C3EAF1,3F189972,3F4CDDBC,3D6AD0E3,324C8F98,3747C43A,00000000,2C888889,00000000,00000000,00000000,00000000
14,15000.0,34,43846F4D,3B3A8922,00000000,00000000,4195DC10,00000000,472A1768,472E9D0C,43CE6B4B,3F1262A5,3F49DF18,3D6FB208,32442574,373F8C93,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,35,438317D2,3B14D77E,00000000,00000000,419C770C,00000000,47210026,472591C4,43DA0760,3F0C074E,3F46BA63,3D734D45,323B47DA,3736E42B,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,36,4381AD04,3AE83405,00000000,00000000,41A37124,00000000,4717D12A,471C6E89,43E6F4DB,3F05865B,3F436BD0,3D75602A,3231EA99,372DBF19,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,37,43802CB5,3AB04559,00000000,00000000,41AAD523,00000000,470E8AE0,471333CA,43F57590,3EFDBCE5,3F3FEEDC,3D759C8D,3227FF34,37240F38,00000000,2C088889,00000000,00000000,00000000,00000000
14,15000.0,38,437D2886,3A817005,00000000,00000000,41B2AFF0,00000000,47052DB5,4709E1F6,4402EFB4,3EF01C0C,3F3C3E26,3D73A63D,321D745A,3719C3A0,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,39,4379C104,3A36546F,00000000,00000000,41BB1133,00000000,46F7741C,47007974,440C50E5,3EE2264A,3F385329,3D6F1016,32123509,370EC7CB,00000000,AB888889,00000000,00000000,00000000,00000000
14,15000.0,40,43761B12,39F345D3,00000000,00000000,41C40C22,00000000,46E46098,46EDF550,441728F9,3ED3D6E2,3F3425E1,3D67587E,32062774,37030287,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,41,43722CF3,39AA490B,00000000,00000000,41CDB8BE,00000000,46D1219A,46DACBE0,4423DE83,3EC526DF,3F2FAC53,3D5BE51D,31F256D2,36ECA8C9,00000000,AB088889,00000000,00000000,00000000,00000000
14,15000.0,42,436DEA3C,3977FE4C,00000000,00000000,41D83593,00000000,46BDB7DA,46C77754,44330026,3EB6103E,3F2AD9C8,3D4BFD9B,31D62FC8,36D12AA9,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,43,436942CF,392C619E,00000000,00000000,41E3AA51,00000000,46AA2402,46B3F860,44455E62,3EA68A73,3F259DB1,3D36C5C2,31B76F40,36B322A4,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,44,43642120,38E1C57D,00000000,00000000,41F04C02,00000000,469666B6,46A04FA4,445C3610,3E968929,3F1FE1DD,3D1B371F,319586E3,369205B9,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,45,435E6766,3888A1E6,00000000,00000000,41FE63F2,00000000,46828094,468C7DC8,44798458,3E85FC2F,3F198776,3CF037AC,315F63C8,365A2771,00000000,AA088889,00000000,00000000,00000000,00000000
14,15000.0,46,4357EA9C,38145E2F,00000000,00000000,42072E04,00000000,465CE468,467106C0,449058DC,3E699B0D,3F1261A1,3C981ECC,3109A80A,36066E1A,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,47,43506910,3789AD9E,00000000,00000000,42106B00,00000000,46347860,4648C210,44AC161C,3E45BBB9,3F0A2AFD,3BACA09D,3019D8DA,35163DC4,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,48,434D8000,376EC281,00000000,00000000,421B6E77,00000000,460BBE28,46202EB0,44DD6E29,3E1B4759,3F006E70,00000000,00000000,00000000,00000000,28888889,00000000,00000000,00000000,00000000
14,15000.0,49,434D8000,37A900D7,00000000,00000000,42299A62,00000000,45C56DA0,45EE9B40,451F14B6,3DDB6063,3EE89483,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,1,4396C000,3BA2498F,00000000,00000000,40A00000,00000000,47C4C68E,47C54400,4230404B,3F9495DD,3F8045F2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,2,4396AC43,3BA1D8BF,00000000,00000000,40A2D1ED,00000000,47C386CA,47C4491D,428951B7,3F93B810,3F800A41,00000000,00000000,00000000,00000000,AD088889,00000000,00000000,00000000,00000000
15,15000.0,3,43968D80,3BA0EED3,00000000,00000000,40A736D8,00000000,47C1DB71,47C2C476,42A5F187,3F9293C4,3F7F741B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,4,43966854,3B9FC697,00000000,00000000,40AC8641,00000000,47BFEC14,47C0F26C,42BC85CE,3F9141DF,3F7EB8F0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,5,43963E1A,3B9E7019,00000000,00000000,40B28EA1,00000000,47BDC730,47BEE5BD,42D003A6,3F8FCBB9,3F7DE7F5,00000000,00000000,00000000,00000000,2D088889,00000000,00000000,00000000,00000000
15,15000.0,6,43960F81,3B9CF351,00000000,00000000,40B936AF,00000000,47BB7530,47BCA8A3,42E1AA7B,3F8E36C1,3F7D03E5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,7,4395DCF5,3B9B556A,00000000,00000000,40C06F57,00000000,47B8FBC1,47BA41BE,42F22663,3F8C869D,3F7C0E76,00000000,00000000,00000000,00000000,2D088889,00000000,00000000,00000000,00000000
15,15000.0,8,4395A6B7,3B999994,00000000,00000000,40C82F08,00000000,47B65F04,47B7B5C4,4300EFF6,3F8ABDF3,3F7B08CB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,9,43956CF3,3B97C23F,00000000,00000000,40D06F8A,00000000,47B3A227,47B50844,43088F49,3F88DEC7,3F79F3A9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,10,43952FC5,3B95D134,00000000,00000000,40D92CEF,00000000,47B0C7B3,47B23C0A,43100A51,3F86EAB1,3F78CF9A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,11,4394EF3E,3B92DC06,00000000,00000000,40E264E4,00000000,47ADD1BE,47AF535C,4317744C,3F84E392,3F779CF6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,12,4394AB64,3B8D1195,00000000,00000000,40EC1651,00000000,47AAC205,47AC501F,431EDC54,3F82CB90,3F765BF3,00000000,00000000,00000000,00000000,AD088889,00000000,00000000,00000000,00000000
15,15000.0,13,43946438,3B872024,00000000,00000000,40F64117,00000000,47A79A06,47A933EB,43265128,3F80A1DB,3F750CA9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,14,439419B6,3B810C07,00000000,00000000,41007304,00000000,47A45B0A,47A60021,432DDF8D,3F7CCE60,3F73AF19,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,15,4393CBD1,3B75B1F4,00000000,00000000,41060362,00000000,47A10632,47A2B5F3,4335923D,3F783863,3F72432C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,16,43937A79,3B69156A,00000000,00000000,410BD2D1,00000000,479D9C7B,479F5670,433D74C6,3F7382D4,3F70C8B8,00000000,00000000,00000000,00000000,AC888889,00000000,00000000,00000000,00000000
15,15000.0,17,43932598,3B5C4952,00000000,00000000,4111E2D7,00000000,479A1ECA,479BE286,43459132,3F6EAEAA,3F6F3F82,00000000,00000000,00000000,00000000,AC888889,00000000,00000000,00000000,00000000
15,15000.0,18,4392CD16,3B4F54C0,00000000,00000000,41183550,00000000,47968DEA,47985B0D,434DF258,3F69BCAB,3F6DA73B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,19,439270D2,3B423E36,00000000,00000000,411ECC6D,00000000,4792EA95,4794C0C7,4356A387,3F64AD91,3F6BFF85,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,20,439210AA,3B350C9B,00000000,00000000,4125AABE,00000000,478F3572,47911463,435FB043,3F5F81F3,3F6A47ED,00000000,00000000,00000000,00000000,2C888889,00000000,00000000,00000000,00000000
15,15000.0,21,4391AC73,3B27C68F,00000000,00000000,412CD334,00000000,478B6F1C,478D5682,4369263C,3F5A3A5C,3F687FEE,00000000,00000000,00000000,00000000,2C888889,00000000,00000000,00000000,00000000
15,15000.0,22,43914400,3B1A7317,00000000,00000000,4134492A,00000000,4787981E,478987B5,437311BC,3F54D731,3F66A6F0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,23,4390D71B,3B0D1946,00000000,00000000,413C1062,00000000,4783B0FB,4785A886,437D8396,3F4F58D6,3F64BC45,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,24,43906588,3AFF80D3,00000000,00000000,41442D2C,00000000,477F7458,4781B970,43844607,3F49BF97,3F62BF27,00000000,00000000,00000000,00000000,2C088889,00000000,00000000,00000000,00000000
15,15000.0,25,438FEF03,3AE4E05A,00000000,00000000,414CA458,00000000,47776842,477B75D0,438A1F3B,3F440BB3,3F60AEB7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,26,438F7341,3AD392A5,00000000,00000000,41557B55,00000000,476F3E84,47735AB4,43905A3F,3F3E3B3E,3F5E89FA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,27,438EF1EA,3AC7FFA6,00000000,00000000,415EB868,00000000,4766F7E1,476B2254,439702DE,3F384F58,3F5C4FD2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,28,438E6A9C,3ABC5E4B,00000000,00000000,41686293,00000000,475E9510,4762CD6E,439E2704,3F32496A,3F59FEFF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,29,438DDCE8,3AB0B313,00000000,00000000,417281BE,00000000,475616BC,475A5CB1,43A5D761,3F2C2978,3F579615,00000000,00000000,00000000,00000000,AC088889,00000000,00000000,00000000,00000000
15,15000.0,30,438D4850,3AA502E1,00000000,00000000,417D1EE3,00000000,474D7D88,4751D0C6,43AE2806,3F25EF73,3F551379,00000000,00000000,00000000,00000000,AC088889,00000000,00000000,00000000,00000000
15,15000.0,31,438CAC44,3A995300,00000000,00000000,41842222,00000000,4744CA0D,47492A4A,43B730B7,3F1F9B3A,3F527553,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,32,438C0821,3A8DA96E,00000000,00000000,4189FED3,00000000,473BFCDA,474069D0,43C10E08,3F192C9A,3F4FB98D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,33,438B5B27,3A820C6F,00000000,00000000,41902C54,00000000,47331678,47378FE4,43CBE1F9,3F12A34D,3F4CDDBC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,34,438AA479,3A6D0656,00000000,00000000,4196B28A,00000000,472A1768,472E9D0C,43D7D70C,3F0BFEF7,3F49DF18,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,35,4389E314,3A562B18,00000000,00000000,419D9AB3,00000000,47210026,472591C4,43E52036,3F053F26,3F46BA63,00000000,00000000,00000000,00000000,2B888889,00000000,00000000,00000000,00000000
15,15000.0,36,438915C8,3A3F993A,00000000,00000000,41A4EFB2,00000000,4717D12A,471C6E89,43F3FF8F,3EFCC697,3F436BD0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,37,43883B29,3A2964DC,00000000,00000000,41ACBE88,00000000,470E8AE0,471333CA,44026373,3EEED569,3F3FEEDC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,38,43875181,3A13A500,00000000,00000000,41B516D0,00000000,47052DB5,4709E1F6,440BF0B7,3EE0A91A,3F3C3E26,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,39,438656BB,39FCE83B,00000000,00000000,41BE0B98,00000000,46F7741C,47007974,4416ED95,3ED23F9F,3F385329,00000000,00000000,00000000,00000000,AB088889,00000000,00000000,00000000,00000000
15,15000.0,40,43854845,39D3E1AB,00000000,00000000,41C7B466,00000000,46E46098,46EDF550,4423B856,3EC3967D,3F3425E1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,41,438422E2,39C0F4D7,00000000,00000000,41D22EC9,00000000,46D1219A,46DACBE0,4432D36C,3EB4A993,3F2FAC53,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,42,4382E26D,39AE5502,00000000,00000000,41DDA0AC,00000000,46BDB7DA,46C77754,4444F58B,3EA5768B,3F2AD9C8,00000000,00000000,00000000,00000000,2B088889,00000000,00000000,00000000,00000000
15,15000.0,43,4381817A,399B6174,00000000,00000000,41EA3BA6,00000000,46AA2402,46B3F860,445B2CB0,3E95F8B5,3F259DB1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,44,437FF16E,398822F7,00000000,00000000,41F8429B,00000000,469666B6,46A04FA4,44771512,3E862A19,3F1FE1DD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,45,437C7BE3,39695007,00000000,00000000,42040966,00000000,46828094,468C7DC8,448DA544,3E6C05C7,3F198776,00000000,00000000,00000000,00000000,AA888889,00000000,00000000,00000000,00000000
15,15000.0,46,43788492,39420EB0,00000000,00000000,420D1A1F,00000000,465CE468,467106C0,44A62845,3E4AF128,3F1261A1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,47,43758000,39345DED,00000000,00000000,4217BC71,00000000,46347860,4648C210,44CABB11,3E27D826,3F0A2AFD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,48,43758000,39694F6D,00000000,00000000,4224B5FB,00000000,460BBE28,46202EB0,45044845,3E01F656,3F006E70,00000000,00000000,00000000,00000000,2A888889,00000000,00000000,00000000,00000000
15,15000.0,49,43758000,39A5A227,00000000,00000000,4235A49C,00000000,45C56DA0,45EE9B40,453E1468,3DB79991,3EE89483,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,1,4396C000,3CC0B759,00000000,00000000,40A00000,00000000,47C4C68E,47C54400,42323C43,3F92EE66,3F8045F2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,2,4396B498,3CC0F3D4,00000000,00000000,40A2DA0D,00000000,47C386CA,47C4491D,428AE610,3F920A09,3F800A41,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,3,4396A2D0,3CC10C56,00000000,00000000,40A74BE9,00000000,47C1DB71,47C2C476,42A7E9AA,3F90DBAF,3F7F741B,00000000,00000000,00000000,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,4,43968D52,3CC11857,00000000,00000000,40ACAB74,00000000,47BFEC14,47C0F26C,42BED7A5,3F8F7DE0,3F7EB8F0,00000000,00000000,00000000,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,5,439674E5,3CC11CAE,00000000,00000000,40B2C6D5,00000000,47BDC730,47BEE5BD,42D2AD48,3F8DFA7C,3F7DE7F5,00000000,00000000,00000000,00000000,AE088889,00000000,00000000,00000000,00000000
16,15000.0,6,439659ED,3CC11B42,00000000,00000000,40B984B2,00000000,47BB7530,47BCA8A3,42E4AD80,3F8C5743,3F7D03E5,00000000,00000000,00000000,00000000,AE088889,00000000,00000000,00000000,00000000
16,15000.0,7,43963CA8,3CC11553,00000000,00000000,40C0D606,00000000,47B8FBC1,47BA41BE,42F5866C,3F8A9815,3F7C0E76,00000000,00000000,00000000,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,8,43961D3B,3CC10B62,00000000,00000000,40C8B15E,00000000,47B65F04,47B7B5C4,4302D104,3F88BFC0,3F7B08CB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,9,4395FBBD,3CC0FDB1,00000000,00000000,40D110AA,00000000,47B3A227,47B50844,430AA473,3F86D06E,3F79F3A9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,10,4395D83F,3CC0EC9F,00000000,00000000,40D9F02E,00000000,47B0C7B3,47B23C0A,43125728,3F84CBD1,3F78CF9A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,11,4395B2C9,3CC0D83F,00000000,00000000,40E34DD2,00000000,47ADD1BE,47AF535C,4319FD85,3F82B350,3F779CF6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,12,43958B5D,3CC0C07C,00000000,00000000,40ED28CD,00000000,47AAC205,47AC501F,4321A88C,3F808814,3F765BF3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,13,439561FA,3CC0A552,00000000,00000000,40F7816A,00000000,47A79A06,47A933EB,432965AB,3F7C9631,3F750CA9,00000000,00000000,00000000,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,14,4395369D,3CC086D8,00000000,00000000,41012C68,00000000,47A45B0A,47A60021,43314230,3F77FA5F,3F73AF19,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,15,4395093C,3CC064C5,00000000,00000000,4106D882,00000000,47A10632,47A2B5F3,4339495F,3F733E31,3F72432C,00000000,00000000,00000000,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,16,4394D9CD,3CC03F08,00000000,00000000,410CC661,00000000,479D9C7B,479F5670,4341876E,3F6E62E4,3F70C8B8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,17,4394A842,3CC01573,00000000,00000000,4112F7C4,00000000,479A1ECA,479BE286,434A0718,3F696995,3F6F3F82,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,18,4394748A,3CBFE7CF,00000000,00000000,41196EC7,00000000,47968DEA,47985B0D,4352D3FC,3F64533F,3F6DA73B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,19,43943E91,3CBFB5D4,00000000,00000000,41202DE2,00000000,4792EA95,4794C0C7,435BFA46,3F5F20C4,3F6BFF85,00000000,00000000,00000000,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,20,43940640,3CBF7F3B,00000000,00000000,412737F0,00000000,478F3572,47911463,4365867F,3F59D2E4,3F6A47ED,00000000,00000000,00000000,00000000,AE088889,00000000,00000000,00000000,00000000
16,15000.0,21,4393CB7E,3CBF43CA,00000000,00000000,412E9036,00000000,478B6F1C,478D5682,436F8788,3F546A4F,3F687FEE,00000000,00000000,00000000,00000000,AE088889,00000000,00000000,00000000,00000000
16,15000.0,22,43938E2D,3CBF0329,00000000,00000000,41363A6F,00000000,4787981E,478987B5,437A0AE7,3F4EE79F,3F66A6F0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,23,43934E2A,3CBEBCC4,00000000,00000000,413E3AC8,00000000,4783B0FB,4785A886,43829180,3F494B62,3F64BC45,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,24,43930B50,3CBE7042,00000000,00000000,41469604,00000000,477F7458,4781B970,438870E2,3F439615,3F62BF27,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,25,4392C574,3CBE1D1B,00000000,00000000,414F5176,00000000,47776842,477B75D0,438EAE51,3F3DC81C,3F60AEB7,00000000,00000000,00000000,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,26,43927C67,3CBAAF2B,00000000,00000000,41587325,00000000,476F3E84,47735AB4,43954DA0,3F37EC70,3F5E89FA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,27,43922FF5,3CB6D604,00000000,00000000,41620154,00000000,4766F7E1,476B2254,439C631A,3F31F962,3F5C4FD2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,28,4391DFE3,3CB2CEC5,00000000,00000000,416C0394,00000000,475E9510,4762CD6E,43A3FFC4,3F2BEE44,3F59FEFF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,29,43918BEC,3CAE9657,00000000,00000000,4176828A,00000000,475616BC,475A5CB1,43AC360E,3F25CB42,3F579615,00000000,00000000,00000000,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,30,439133C0,3CAA2923,00000000,00000000,4180C406,00000000,474D7D88,4751D0C6,43B51C23,3F1F907D,3F551379,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,31,4390D705,3CA5833A,00000000,00000000,41868FAD,00000000,4744CA0D,47492A4A,43BECC4D,3F193E08,3F527553,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,32,43907555,3CA0A046,00000000,00000000,418CAAB2,00000000,473BFCDA,474069D0,43C96640,3F12D3E6,3F4FB98D,00000000,00000000,00000000,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,33,43900E37,3C9B7B1A,00000000,00000000,41931C8E,00000000,47331678,47378FE4,43D50FCD,3F0C520D,3F4CDDBC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,34,438FA121,3C960DF7,00000000,00000000,4199EDF6,00000000,472A1768,472E9D0C,43E1F841,3F05B862,3F49DF18,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,35,438F2D6E,3C905203,00000000,00000000,41A1291A,00000000,47210026,472591C4,43F0588D,3EFE0D7A,3F46BA63,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,36,438EB260,3C8A3FA9,00000000,00000000,41A8DA04,00000000,4717D12A,471C6E89,44003D43,3EF079BF,3F436BD0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,37,438E2F0F,3C83CDA8,00000000,00000000,41B10F17,00000000,470E8AE0,471333CA,44095CF7,3EE2B4EC,3F3FEEDC,00000000,00000000,00000000,00000000,AE088889,00000000,00000000,00000000,00000000
16,15000.0,38,438DA266,3C79E292,00000000,00000000,41B9D9A5,00000000,47052DB5,4709E1F6,4413C798,3ED4BE2B,3F3C3E26,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,39,438D0B12,3C6B3B63,00000000,00000000,41C34EDE,00000000,46F7741C,47007974,441FCBFD,3EC69465,3F385329,00000000,00000000,00000000,00000000,AD888889,00000000,00000000,00000000,00000000
16,15000.0,40,438C6770,3C632AC1,00000000,00000000,41CD88FA,00000000,46E46098,46EDF550,442DE121,3EB828FE,3F3425E1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
