case,dx,k,ptu,pqu,plu,pmfu,pmfus,pmfuq,pmful,plude,pdmfup,plglac,pmfude_rate,ptenh_out,pqenh_out,klab
1,9000.0,6,435C9A1E,38C8348C,3AE3202B,3C63B05E,4597ED13,35B21086,37CA0200,2E1A8EF1,371A1252,00000000,328551B5,435B516A,38363CF2,2
1,9000.0,7,43649C24,396BC1E0,3B14644D,3C63B060,4597C417,3651AF57,3803FB2D,2F225001,372F3DBE,00000000,3362A648,43622031,38EDC5E4,2
1,9000.0,8,436B7F03,39E86DA5,3B3754DE,3C63B066,45977EE3,36CEB961,38230E94,300BAB10,373FCAB1,00000000,34253E0B,4366A25C,392A5350,2
1,9000.0,9,4371667C,3A47ABCF,3B586128,3C63B07A,45971A12,373196FE,38407350,30CD0BE2,374B8574,00000000,34D4F8B5,436AC257,39686766,2
1,9000.0,10,43767552,3A9A1357,3B767946,3C63B0B5,45969722,37890980,385B37AB,316B7A23,37532EE7,366748A4,355C209A,436E8FA8,39987F8A,2
1,9000.0,11,437AD210,3ADA1418,3B88ECF4,3C63B113,4595FC97,37C1F6A9,387391A5,31F04CA1,3754C1D8,392A0DCC,35CE919D,4372168E,39D2B3F2,2
1,9000.0,12,437E8C0E,3B10EEBC,3B94E6AC,3C63B182,4595492F,3800E82F,38846FCA,3260DC24,37446661,39BAAF92,363701DA,437560CC,3A0F8044,2
1,9000.0,13,4380DE78,3B377A8B,3B9D45DA,3C63B1DC,459481C9,38233123,388BE235,32C4F3D4,37308F22,3A00C0FA,369B6C8E,43787648,3A3DF624,2
1,9000.0,14,438242CE,3B5F6986,3BA2336C,3C63B1CD,4593AF8F,3846B5BD,38904440,3324D6AE,371A7BF2,3A186F3D,3700C7B8,437B5D0B,3A75904C,2
1,9000.0,15,43837F84,3B83ECB2,3BA3D70A,3C63B0BC,4592D8F5,386AABEB,3891B8CA,33856287,370DB397,3A28A4FA,375069F3,437E18BC,3A9BD159,2
1,9000.0,16,43849DD0,3B9817A7,3BA3D70A,3C63ADC2,4592021D,38874434,3891B6E2,33D170CB,370AC6C0,3A353668,37A3A01F,4380586F,3AC1C7FE,2
1,9000.0,17,4385A45F,3BAC03F5,3BA3D70A,3C63A776,45912D2B,3898F808,3891B2DB,341EC3B4,3706770C,3A3FA5E8,37F811C9,438194AA,3AECD722,2
1,9000.0,18,43869834,3BBF940E,3BA3D70A,3C639BB8,45905AD6,38AA54D1,3891AB57,3467AD02,37019DDA,3A4837CC,3834FF2A,4382C28B,3B0E94D6,2
1,9000.0,19,43877C68,3BD2CD7D,3BA3D70A,3C63877E,458F89F4,38BB5BC8,38919E65,34A25F49,3703D03D,3A461B18,387DB4E2,4383E34E,3B2971DE,2
1,9000.0,20,43884A11,3BE6CB07,3BA3D70A,3C63669C,458EB03A,38CD0289,38918959,34DA597D,370306D0,39983DD7,38AA95EA,4384F7F8,3B470FF4,2
1,9000.0,21,43891B93,3BFB3F6E,3BA3D70A,3C6333A0,458DDFE4,38DEFBE9,389168B8,350541C9,36843A9B,00000000,38DBD917,43860164,3B677702,2
1,9000.0,22,4389EEF1,3C07EA8E,3B9B2B7C,3C62E7D6,458D11DE,38F0F04F,388988E9,3518E3BE,3638C015,00000000,3907A024,43870053,3B855477,2
1,9000.0,23,438AB712,3C12344D,3B904B1C,3C627B95,458C3510,390158C0,387F4FEE,35286C00,3632381C,00000000,392110ED,4387F570,3B985105,2
1,9000.0,24,438B74C8,3C1C73DF,3B85D87D,3C61E5E2,458B43E5,390A0E55,386C36ED,3534AB78,362BE3E4,00000000,393AC082,4388E07C,3BACA22B,2
1,9000.0,25,438C291E,3C26A83B,3B77A99B,3C611C8E,458A3871,39128C73,3859C7B1,35438BEA,3625A1ED,00000000,395AFB2E,4389C065,3BC27CAB,2
1,9000.0,26,438CD549,3C30D89B,3B649A8F,3C601AB4,45891055,391ACFFA,38481F16,35544BFC,361F6764,00000000,3981082F,438A97AB,3BD7C3EA,2
1,9000.0,27,438D7A5C,3C3B0DB9,3B529952,3C5EDAAF,4587C8B9,3922D5B0,383754DC,35631DFB,36193948,00000000,39961E9A,438B66C5,3BECA3BE,2
1,9000.0,28,438E1908,3C454AC3,3B41A6FC,3C5D53D3,45865CB5,392A9224,38276C90,356F932F,36130E6A,00000000,39AC85D5,438C2E17,3C012B6C,2
1,9000.0,29,438EB1DD,3C4F920C,3B31BF82,3C5B7D9B,4584C772,3931F7C8,3818660A,35794CC3,360CE04E,00000000,39C3F13A,438CEDFC,3C0C67EE,2
1,9000.0,30,438F454D,3C59E489,3B22DB24,3C595001,45830469,3938F6D0,380A3EA7,357FFC00,3606AA2B,00000000,39DC0159,438DA6C1,3C18008F,2
1,9000.0,31,438FD3AC,3C644185,3B14EECC,3C56C3DD,45810F92,393F7D68,37F9E322,3581B3DC,36006B00,00000000,39F449F9,438E58AB,3C23ED6A,2
1,9000.0,32,43905D34,3C6EA6AD,3B07EBA1,3C53D33C,457DCB2E,3945784C,37E0EEBA,3581B3C4,35F44568,00000000,3A062754,438F03F8,3C30267C,2
1,9000.0,33,4390E20B,3C790F71,3AF7816B,3C5079CC,45790830,394AD30B,37C98EE8,357FE528,35E7A981,00000000,3A11C4A8,438FA8DD,3C3CA2D9,2
1,9000.0,34,4391623E,3C81BA9A,3AE0B405,3C4CB538,4573D3B2,394F7910,37B3AE84,3578DDA1,35DB0E84,00000000,3A1CB693,43904787,3C495930,2
1,9000.0,35,4391DDC9,3C86E757,3ACB44AC,3C48857A,456E2DEA,39535625,379F37A2,356E5F14,35CE867B,00000000,3A26B5DB,4390E01B,3C563F5F,2
1,9000.0,36,43925491,3C8C07FE,3AB70570,3C43ED22,456819FD,39565799,378C12AD,3560867C,35C22995,00000000,3A2F7CA8,439172BC,3C634A93,2
1,9000.0,37,4392C66E,3C91154B,3AA3C4C0,3C3EF186,45619E44,39586D5D,37744D11,354F82F2,35B61316,00000000,3A36C837,4391FF7C,3C706F3E,2
1,9000.0,38,43933322,3C96065B,3A915155,3C399AE2,455AC460,39598AB8,3752B763,353B94E7,35AA5C9A,00000000,3A3C5D2D,4392866D,3C7DA0AF,2
1,9000.0,39,43939A60,3C9AD0D1,3A7EEFD0,3C33F455,45539935,3959A789,37333500,352509CC,359EFADF,00000000,3A400617,43930794,3C8568A8,2
1,9000.0,40,4393FBCA,3C9F68A7,3A5C0616,3C2E0BD6,454C2CE6,3958C101,3715964F,350F1855,3593E4B5,00000000,3A449E6A,439382F0,3C8BF911,2
1,9000.0,41,439457CD,3CA3D1B7,3A3A4FBA,3C27F38F,4544956F,3956F354,36F47688,34F0CBA1,358A2074,00000000,3A48200F,4393F870,3C91E7A0,2
1,9000.0,42,4394AE66,3CA807CA,3A1A033C,3C21BE8A,453CE919,395453ED,36C29D54,34C1BC7A,3582BBE1,00000000,3A490AF8,439467F8,3C977D49,2
1,9000.0,43,4394FF2F,3CABFF7E,39F6B230,3C1B814E,45353F51,3950F523,3695DA7E,349380E0,357C3F03,00000000,3A471AB7,4394D15B,3C9CEBA9,2
1,9000.0,44,439549B4,3CAFAC8A,39BDA758,3C15528D,452DB1EE,394CF025,365D3F1D,344F9FA6,3572658C,00000000,3A4204F4,43953459,3CA2291B,2
1,9000.0,45,43958D7B,3CB30260,3988F9A2,3C0F4B59,45265D83,39486607,36195784,33AB7962,34E400DC,00000000,3A396AA7,4395908F,3CA72989,2
1,9000.0,46,4395CA00,3CB5F4D2,38ECC000,3C0987C2,451F6224,39438105,357E6099,00000000,00000000,00000000,00000000,4395E569,3CABDDD9,2
1,9000.0,47,43961CDA,3CB6E18D,322BCC77,3C0987C2,451F3C3E,39447F60,2EB8970D,00000000,00000000,00000000,00000000,43963206,3CB031B6,2
1,9000.0,48,43967AD7,3CB9DE12,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43969592,3CB32FE1,1
1,9000.0,49,4396DBED,3CBE633B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4396A428,3CB8697E,1
2,9000.0,1,43468000,36F520CD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43468000,36F520CD,0
2,9000.0,2,432C228A,339C118B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43526078,385C7CEA,0
2,9000.0,3,43443F56,36A5EFEE,3A419797,3ECA253E,480AA9EA,36030776,3998DDC7,38600FAB,394E95DF,00000000,3D3452AF,4349080C,36E35909,2
2,9000.0,4,43514FAA,37F36366,3A9F0C0A,3EE0AF94,481A189C,37559DE7,3A0B979E,389DB029,3995102F,00000000,3D2C761A,434F3A84,3762D2AD,2
2,9000.0,5,435C1CB8,38DB2BB9,3AEA121F,3EF63E57,4828C7AB,3852D163,3A61266A,38CD691C,39C615CE,00000000,3D270168,435850B1,384E563A,2
2,9000.0,6,43652714,398F760A,3B1D6F6E,3F058F41,4836D7CB,3915B135,3AA445FB,38FA90B7,39F58AED,00000000,3D22EE89,435DDC66,38A9D85F,2
2,9000.0,7,436CB6C3,3A15699D,3B44D867,3F0FBE24,48445211,39A7C9F0,3ADD0E2C,39111F6F,3A0FD76B,00000000,3D1FB9B8,4362D7D2,3901093A,2
2,9000.0,8,437304F5,3A834B80,3B689877,3F19B9AB,48513BA3,3A1DAEB2,3B0BABD1,3921F49C,3A21834D,00000000,3D1D181A,43675CD9,3938523A,2
2,9000.0,9,43784B3E,3ACB216D,3B83F606,3F238AF0,485D9EF5,3A81C487,3B289A88,39306F5E,3A30263B,386B6D09,3D1ADC92,436B7F71,397AD47A,2
2,9000.0,10,437CBE37,3B0EC3A5,3B91D4D6,3F2D3817,48698978,3AC132FC,3B455991,39311794,3A31BE9F,399E132C,3D112E15,436F4F31,39A43180,2
2,9000.0,11,43803A1D,3B3BD7BD,3B9C22C0,3F36498C,487453A9,3B05C158,3B5E5B20,392A7218,3A277706,39FE0077,3D06A17A,4372D86B,39E217B0,2
2,9000.0,12,4381CE5D,3B6AD728,3BA20D0D,3F3EB0BF,487DFC76,3B2EEDD3,3B716B23,3920A19F,3A181C4D,3A1D73B1,3CFAFC89,437624F3,3A1A9460,2
2,9000.0,13,43832ED8,3B8D3046,3BA3D70A,3F468322,4883598F,3B5AF751,3B7E187D,391668E7,3A11FFA6,3A315EFD,3CEB03EA,43793CBC,3A4D4C3F,2
2,9000.0,14,438468D5,3BA4C818,3BA3D70A,3F4DD13D,48874E04,3B847AEA,3B83B91D,390DC6C9,3A142D8D,3A401E44,3CDD869A,437C2513,3A853669,2
2,9000.0,15,4385857A,3BBBEC69,3BA3D70A,3F54ABD1,488AEC0A,3B9C1DE7,3B881C0B,39068A1D,3A148F82,3A4BE76C,3CD237CE,437EE330,3AA9641D,2
2,9000.0,16,43868B56,3BD27430,3BA3D70A,3F5B1F9C,488E401E,3BB42361,3B8C3D30,390039D9,3A143C37,3A552402,3CC85A63,4380BEFF,3AD3018C,2
2,9000.0,17,43877E46,3BE86411,3BA3D70A,3F613182,48914FDB,3BCC6CE4,3B901FAF,38F4F0F9,3A1C6233,3A511497,3CBF5C43,4381FC9B,3B0123DE,2
2,9000.0,18,438855E1,3BFF1111,3BA3D70A,3F66DFB6,48941215,3BE6083A,3B93C260,38EA05C9,3A1F94C1,398129FC,3CB6D485,43832BE4,3B1BB403,2
2,9000.0,19,438933C5,3C0AEEBE,3BA3D70A,3F6C2338,48969FBB,3C002734,3B9720C7,38DF4E87,3A206D8C,00000000,3CAE755A,43844E0C,3B3945C8,2
2,9000.0,20,438A0F4E,3C164A12,3BA3D70A,3F70F160,4898EB25,3C0D7325,3B9A3414,38D48529,3A1F0BEF,00000000,3CA60808,43856416,3B59E7BA,2
2,9000.0,21,438ADDBB,3C218403,3BA3D70A,3F753DE1,489AE306,3C1ABA61,3B9CF467,38C97845,3A1C4E84,00000000,3C9D65F6,43866EDC,3B7DA229,2
2,9000.0,22,438BA039,3C2C946B,3BA3D70A,3F78FD31,489C8158,3C27DA77,3B9F5A5D,38BE06B4,3A18E273,00000000,3C94753D,43876F21,3B923B5C,2
2,9000.0,23,438C5815,3C377B94,3BA3D70A,3F7C26B7,489DC247,3C34B965,3BA16075,38B22B5B,3A14D5FC,00000000,3C8B31DF,4388656D,3BA72BAD,2
2,9000.0,24,438D0662,3C4239E2,3BA3D70A,3F7EB1B7,489EA1DD,3C413C43,3BA30119,38A6A592,3A10328E,00000000,3C82315A,4389504C,3BBDB098,2
2,9000.0,25,438DAC0C,3C4CD06A,3BA3D70A,3F804C55,489F1E1B,3C4D4A8E,3BA438BE,389377A6,39648E3B,00000000,3C75D536,438A311D,3BD5D78A,2
2,9000.0,26,438E4A09,3C57454C,3B9990FB,3F80EB32,489F3566,3C58D0D9,3B9AAB27,388236EA,39340186,00000000,3C69F70F,438B094B,3BED5601,2
2,9000.0,27,438EE13F,3C61A10F,3B8E7A69,3F812F59,489EE1C6,3C63B7C7,3B8FCC12,38650161,392E639F,00000000,3C5E345B,438BD945,3C01F5AA,2
2,9000.0,28,438F7247,3C6BE6B4,3B83EAE9,3F81128D,489E1CEC,3C6DE0B2,3B8505DD,384873FC,39287B41,00000000,3C528747,438CA172,3C0DAE42,2
2,9000.0,29,438FFD9D,3C761832,3B73BF9D,3F808F5A,489CE179,3C772BCE,3B74D098,382E9461,392247A3,00000000,3C46EDCD,438D6227,3C19CD54,2
2,9000.0,30,439083A4,3C801B1F,3B60AA42,3F7F42E5,489B2B69,3C7F78FB,3B60044D,38173329,391BC8F7,00000000,3C3B6733,438E1BB9,3C264BA8,2
2,9000.0,31,439104AA,3C852009,3B4E8B7F,3F7C8C0A,4898F87A,3C83545C,3B4BC24D,3802256C,39150479,00000000,3C2FF7E8,438ECE68,3C332097,2
2,9000.0,32,439180E6,3C8A19C2,3B3D566A,3F78F819,4896487F,3C864ECA,3B382335,37DE830C,390E00C7,00000000,3C24A507,438F7A76,3C4043C4,2
2,9000.0,33,4391F87E,3C8F0644,3B2CFCE4,3F748921,48931DA7,3C889E96,3B253DB3,37BCC148,3906C89A,00000000,3C1976F5,43902013,3C4DAB61,2
2,9000.0,34,43926B87,3C93E2AB,3B1D6F3E,3F6F45B1,488F7CB6,3C8A38E0,3B1325B7,379EBB21,38FED2A1,00000000,3C0E7770,4390BF71,3C5B4DA2,2
2,9000.0,35,4392DA05,3C98AB20,3B0E9CE5,3F693908,488B6D18,3C8B15C3,3B01EC92,378429CD,38EFE58C,00000000,3C03B1DD,439158B5,3C691FB8,2
2,9000.0,36,439343EE,3C9D5AE4,3B007493,3F627312,4886F8D9,3C8B30F8,3AE3414E,3759923E,38E0EBC2,00000000,3BF264EF,4391EBFC,3C77162E,2
2,9000.0,37,4393A92F,3CA1EC60,3AE5C89E,3F5B0839,48822C86,3C8A8A6A,3AC49A01,3730AF08,38D203F0,00000000,3BDE09CC,43927960,3C829266,2
2,9000.0,38,439409A5,3CA65915,3ACBB551,3F531103,487A2DDB,3C89267A,3AA7F3FB,370D2D48,38C3426C,00000000,3BCA6A1E,439300EC,3C899F06,2
2,9000.0,39,43946525,3CAA99BA,3AB28D04,3F4AA97B,486F918A,3C870E3E,3A8D597A,36DD2377,38B494E9,00000000,3BB799FB,439382AC,3C90A9DF,2
2,9000.0,40,4394BB7C,3CAEA66F,3A9A2B5E,3F41F080,4864A87E,3C844F8D,3A69970F,36A9C603,38A5AE80,00000000,3BA668A6,4393FE98,3C97AAE8,2
2,9000.0,41,43950CD0,3CB27EED,3A82968D,3F38F191,4859808C,3C80F3A9,3A3CAEDE,367CC322,38962783,00000000,3B96312E,439474A4,3C9E12A8,2
2,9000.0,42,43955910,3CB61F14,3A576A20,3F2FC6D7,484E384C,3C7A1967,3A13E8DD,36333091,38848648,00000000,3B869AE9,4394E4B2,3CA41B0B,2
2,9000.0,43,43959FFB,3CB97F17,3A2A6596,3F26971B,4842FCA1,3C716BCD,39DDC4E6,35E90DBA,3859B890,00000000,3B6F68EB,43954E96,3CA9F918,2
2,9000.0,44,4395E14D,3CBC974A,39F9340D,3F1D8A89,4837FBC7,3C681DAE,39995BC7,3575F2DE,380EACAF,00000000,3B530164,4395B20D,3CAFA214,2
2,9000.0,45,43961CBA,3CBF6062,39953280,3F14CA7B,482D6510,3C5E762D,392D6E67,33ACBBC8,00000000,00000000,3B43BE73,43960EB6,3CB50949,2
2,9000.0,46,43964E28,3CC17CB2,37E1E800,3F158E39,482DEB1B,3C621224,3783F989,00000000,00000000,00000000,00000000,439663FC,3CBA1E60,2
2,9000.0,47,4396B150,3CC2DB43,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4396B0FB,3CBECB55,1
2,9000.0,48,43971C61,3CC33D97,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43971561,3CC215AE,1
2,9000.0,49,43972408,3CC7B8C5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43972408,3CC7B8C5,1
3,9000.0,1,43468000,36F520CD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43468000,36F520CD,0
3,9000.0,2,432C3572,339E8FCF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43526077,385C7D10,0
3,9000.0,3,43445A51,36A8D0F7,3A428106,3ECA125F,480AA78A,36054100,399987C4,3860F984,394F7384,00000000,3D34416B,434907F0,36E35496,2
3,9000.0,4,43516A62,37F70AB0,3A9FC154,3EE09A8C,481A15D3,3758BE7E,3A0C299B,389E4364,3995A2C1,00000000,3D2C6573,434F3A4A,3762CBD2,2
3,9000.0,5,435C36BE,38DE0E21,3AEB035C,3EF6273A,4828C443,3855839A,3A61F93D,38CE0BFE,39C6BFEF,00000000,3D26F163,43585074,384E4FFD,2
3,9000.0,6,43653FCD,39911C33,3B1DFB6C,3F0582B2,4836D36F,39175B77,3AA4C88D,38FB315B,39F63A32,00000000,3D22DECF,435DDC27,38A9D359,2
3,9000.0,7,436CCDA3,3A16E5D6,3B4569A8,3F0FB099,48444C5F,39A964F5,3ADD9C67,39116843,3A102973,00000000,3D1FAA42,4362D794,390105A1,2
3,9000.0,8,437319BA,3A846AAE,3B6923C2,3F19AB29,48513458,3A1EF895,3B0BF23F,392234B1,3A21CBD2,00000000,3D1D08E7,43675C9A,39384D61,2
3,9000.0,9,43785E04,3ACC9C47,3B843707,3F237B7B,485D9604,3A82AA33,3B28DD9F,3930A668,3A3064B6,3877D9F5,3D1ACD9D,436B7F32,397ACE50,2
3,9000.0,10,437CCEE6,3B0FAADB,3B921070,3F2D27B3,48697EB3,3AC2597B,3B459785,39310A18,3A31A993,39A02DE1,3D10FCD9,436F4EEF,39A42D62,2
3,9000.0,11,43804183,3B3CE25B,3B9C4BDE,3F363616,48744430,3B0670D5,3B5E7DEB,392A1810,3A27434B,39FF8F4B,3D0648CE,4372D828,39E262F9,2
3,9000.0,12,4381D50C,3B6BFDBD,3BA2223D,3F3E97C1,487DE539,3B2FB237,3B716B0B,392005B6,3A17CBBC,3A1E0094,3CFA08EC,437624B3,3A1B0772,2
3,9000.0,13,43833500,3B8DCE8D,3BA3D70A,3F46628E,488348D6,3B5BC8B2,3B7DEECA,3915A976,3A121DF5,3A31D24D,3CE9D8C8,43793C78,3A4E2B3A,2
3,9000.0,14,43846E97,3BA56F0D,3BA3D70A,3F4DA762,48873733,3B84E618,3B839E53,390CEA26,3A143CBB,3A4084D6,3CDC2DDC,437C24CF,3A85ED42,2
3,9000.0,15,43858AF2,3BBC9A40,3BA3D70A,3F547757,488ACE61,3B9C87A9,3B87FA75,3905963A,3A1490B1,3A4C44F0,3CD0BABB,437EE2EE,3AAA7524,2
3,9000.0,16,43869094,3BD3275A,3BA3D70A,3F5ADF88,488E1B15,3BB487E2,3B8C142E,38FE6680,3A14385B,3A557512,3CC6C014,4380BEDF,3AD4817A,2
3,9000.0,17,4387834F,3BE91C45,3BA3D70A,3F60E52C,4891231B,3BCCC96B,3B8FEED4,38F2C5FE,3A1CA375,3A50F76C,3CBDAAAF,4381FC7B,3B0225E9,2
3,9000.0,18,43885A5C,3BFFD8CF,3BA3D70A,3F6686CE,4893DD30,3BE66383,3B938979,38E7C28B,3A1F8BB3,397017F3,3CB50FFD,43832BC4,3B1D0381,2
3,9000.0,19,438938DB,3C0B5526,3BA3D70A,3F6BBDC9,489663CC,3C004E75,3B96DFDD,38DCF7F4,3A206945,00000000,3CACA1B7,43844DEC,3B3AEE23,2
3,9000.0,20,438A1431,3C16B318,3BA3D70A,3F707FDA,4898A7C5,3C0D932A,3B99EB6D,38D21F41,3A1EFAD5,00000000,3CA4286B,438563F7,3B5BF518,2
3,9000.0,21,438AE263,3C21EE30,3BA3D70A,3F74C122,489A98C3,3C1AD130,3B9CA490,38C706AA,3A1C3D73,00000000,3C9B7D35,43866EBE,3B801064,2
3,9000.0,22,438BA4A5,3C2CFEBB,3BA3D70A,3F78768E,489C3114,3C27E6E3,3B9F0432,38BB8C37,3A18D79A,00000000,3C92858B,43876F05,3B93B96A,2
3,9000.0,23,438C5C40,3C37E4FA,3BA3D70A,3F7B97FD,489D6D25,3C34BAAF,3BA1051D,38AFAB29,3A14D6FF,00000000,3C893DB8,43886554,3BA8EEB6,2
3,9000.0,24,438D0A48,3C42A12A,3BA3D70A,3F7E1D4A,489E4958,3C41322C,3BA2A21B,38A423D7,3A103FCD,00000000,3C803C00,43895035,3BBFBE8E,2
3,9000.0,25,438DAFA4,3C4D33CA,3BA3D70A,3F8000CE,489EC417,3C4D3514,3BA3D812,3891AB66,397358C8,00000000,3C722873,438A3109,3BD8368C,2
3,9000.0,26,438E4D50,3C57A394,3B99FF03,3F80A030,489EDC1A,3C58B171,3B9ABFBC,3880C169,3933B068,00000000,3C66B908,438B0939,3BEFDD07,2
3,9000.0,27,438EE433,3C61F93D,3B8EDC8D,3F80E6A8,489E8B61,3C639071,3B8FDDFD,3862AA4D,392E1C2E,00000000,3C5B5F6E,438BD937,3C03360E,2
3,9000.0,28,438F74E6,3C6C37DA,3B844149,3F80CDD1,489DCB64,3C6DB3AD,3B8515F2,38469999,39283F38,00000000,3C50158D,438CA163,3C0EE833,2
3,9000.0,29,438FFFE7,3C76619A,3B7454F5,3F805003,489C967F,3C76FB9D,3B74EDB0,382D220C,392217C3,00000000,3C44D8F8,438D621D,3C1AFDF0,2
3,9000.0,30,4390859C,3C803BA7,3B6128C6,3F7ED15D,489AE860,3C7F481E,3B601E99,38161660,391BA545,00000000,3C39A85F,438E1BB1,3C276FA5,2
3,9000.0,31,43910651,3C853C37,3B4EF3E9,3F7C296A,4898BE61,3C833CD4,3B4BD994,38014EC0,3914ECA2,00000000,3C2E8826,438ECE62,3C3434E0,2
3,9000.0,32,4391823F,3C8A3169,3B3DAA7E,3F78A56F,489617EA,3C86392B,3B3837BB,37DD460D,390DF3DD,00000000,3C237CDD,438F7A6F,3C41451B,2
3,9000.0,33,4391F98E,3C8F196C,3B2D3E14,3F7446BE,4892F6BB,3C888BC6,3B254F0B,37BBDD54,3906C4EE,00000000,3C188EB8,4390200F,3C4E96FB,2
3,9000.0,34,43926C53,3C93F172,3B1D9FA5,3F6F1322,488F5F23,3C8A2978,3B1333D3,379E1C77,38FED99B,00000000,3C0DC788,4390BF6D,3C5C209D,2
3,9000.0,35,4392DA95,3C98B5D5,3B0EBE98,3F69151B,488B5821,3C8B0A16,3B01F73D,3783BF97,38EFF50F,00000000,3C033269,439158B2,3C69D751,2
3,9000.0,36,4393444C,3C9D61FF,3B0089BD,3F625BEA,4886EB5E,3C8B2905,3AE34F7F,37590CA9,38E0FE19,00000000,3BF1B7DC,4391EBFA,3C77AFCD,2
3,9000.0,37,4393A963,3CA1F070,3AE5DFAC,3F5AFB69,48822515,3C8A85C9,3AC4A239,37306353,38D213FD,00000000,3BDDA012,4392795F,3C82CF13,2
3,9000.0,38,439409BB,3CA65AD5,3ACBBF0C,3F530BA8,487A27A8,3C892471,3AA7F7BE,370D0A54,38C34BBD,00000000,3BCA3603,439300EC,3C89CA6C,2
3,9000.0,39,43946529,3CAA9A16,3AB28EC5,3F4AA86E,486F9053,3C870DD4,3A8D5A22,36DD1630,38B49718,00000000,3BB78EF5,439382AC,3C90C31D,2
3,9000.0,40,4394BB7C,3CAEA66F,3A9A2B5E,3F41F080,4864A87E,3C844F8D,3A69970F,36A9C603,38A5AE80,00000000,3BA668A6,4393FE98,3C97B11E,2
3,9000.0,41,43950CD0,3CB27EED,3A82968D,3F38F191,4859808C,3C80F3A9,3A3CAEDE,367CC322,38962783,00000000,3B96312E,439474A4,3C9E12A8,2
3,9000.0,42,43955910,3CB61F14,3A576A20,3F2FC6D7,484E384C,3C7A1967,3A13E8DD,36333091,38848648,00000000,3B869AE9,4394E4B2,3CA41B0B,2
3,9000.0,43,43959FFB,3CB97F17,3A2A6596,3F26971B,4842FCA1,3C716BCD,39DDC4E6,35E90DBA,3859B890,00000000,3B6F68EB,43954E96,3CA9F918,2
3,9000.0,44,4395E14D,3CBC974A,39F9340D,3F1D8A89,4837FBC7,3C681DAE,39995BC7,3575F2DE,380EACAF,00000000,3B530164,4395B20D,3CAFA214,2
3,9000.0,45,43961CBA,3CBF6062,39953280,3F14CA7B,482D6510,3C5E762D,392D6E67,33ACBBC8,00000000,00000000,3B43BE73,43960EB6,3CB50949,2
3,9000.0,46,43964E28,3CC17CB2,37E1E800,3F158E39,482DEB1B,3C621224,3783F989,00000000,00000000,00000000,00000000,439663FC,3CBA1E60,2
3,9000.0,47,4396B150,3CC2DB43,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4396B0FB,3CBECB55,1
3,9000.0,48,43971C61,3CC33D97,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43971561,3CC215AE,1
3,9000.0,49,43972408,3CC7B8C5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43972408,3CC7B8C5,1
4,9000.0,1,4346CCCC,37003AF3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4346CCCC,37003AF3,0
4,9000.0,2,432D78B2,33CF7524,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4352B078,38664751,0
4,9000.0,3,43468645,36EF9CD1,3A565AFB,3EB71093,47FCDDF8,362B589D,399948EA,385FF0CC,394EAE91,00000000,3D23ABE9,43494766,36EB4DE3,2
4,9000.0,4,43539379,38279254,3AAF223A,3ECB8610,480C86F6,378538CA,3A0B3BDB,389C2634,39940994,00000000,3D1C903E,435246B7,37E7C503,2
4,9000.0,5,435E5281,391135A3,3AFF529D,3EDF1818,4819EBA8,387D16C7,3A5E80FE,38C8F513,39C2A621,00000000,3D17A1AC,43588527,3853D412,2
4,9000.0,6,43674063,39B781B2,3B29A371,3EF20C4C,4826B81D,392D816B,3AA064A7,38F2020B,39EE57AE,00000000,3D13F2E1,435E11F9,38AE2CEA,2
4,9000.0,7,436EA758,3A38E1BD,3B516070,3F02454F,4832F43E,39BC2960,3AD51751,390A8CCA,3A09F530,00000000,3D110D05,43630E5A,3904328F,2
4,9000.0,8,4374C75F,3A9DB209,3B7486CE,3F0B560E,483EA736,3A2BA95B,3B051765,391950A1,3A196213,00000000,3D0EAC33,4367943C,393CABF5,2
4,9000.0,9,4379E360,3AED773C,3B898C3F,3F14409C,4849DF54,3A8984DD,3B1F4F97,3925DC6A,3A26028F,3911AEC5,3D0CA7DF,436BB799,398045E0,2
4,9000.0,10,437E278D,3B23A04B,3B96EFF7,3F1D0A8E,4854A438,3AC8C01A,3B392EC7,39246816,3A20CA93,39CB5B72,3D03D08E,436F880F,39A7D067,2
4,9000.0,11,4380DAF2,3B53BF41,3B9FA613,3F25465B,485E62EF,3B08B476,3B4E23D5,391C1DD1,3A15292A,3A0FCC8B,3CF3EE97,437311FE,39E727D2,2
