case,dx,k,puen,pven,pten,pqen,pqte,pverv,puu,pvu,pmfus,pmfuq,pmful,plude
4,1500.0,46,40ACB9BB,00000000,4396C0F8,3CC332A9,B37E7EDC,BD0295AA,40B2D7FE,00000000,00000000,00000000,00000000,00000000
4,1500.0,47,40A75573,00000000,4397070F,3CC79134,B37FDA38,BCA74D72,40ACB9BB,00000000,00000000,00000000,00000000,00000000
4,1500.0,48,40A2DE29,00000000,4397411E,3CCB2FE4,B3807CF8,BC2B5A6E,40A75573,00000000,00000000,00000000,00000000,00000000
4,1500.0,49,40A00000,00000000,43976666,3CCD5B59,B380D959,BB41B38B,40A2DE29,00000000,00000000,00000000,00000000,00000000
5,1500.0,1,42267973,00000000,43470000,3704242C,00000000,80000000,42267973,00000000,00000000,00000000,00000000,00000000
5,1500.0,2,4218C04E,00000000,43470000,36BAAFDB,00000000,80000000,42267973,00000000,00000000,00000000,00000000,00000000
5,1500.0,3,420DF9F4,00000000,434BE4EA,37138CD2,30815B3F,BC0C30F3,4218C04E,00000000,00000000,00000000,00000000,00000000
5,1500.0,4,4204F03E,00000000,43533CCE,37A39E75,3121B8E8,BD0EF791,420DF9F4,00000000,00000000,00000000,00000000,00000000
5,1500.0,5,41FA410F,00000000,43599592,381A2153,317598A9,BD90147C,4204F03E,00000000,00000000,00000000,00000000,00000000
5,1500.0,6,41EC7768,00000000,435F2F7E,3881BAA8,319FCF2B,BDD94F23,41FA410F,00000000,00000000,00000000,00000000,00000000
5,1500.0,7,41E01BEE,00000000,436434A8,38C93716,31C0FB0D,BE103CA5,41EC7768,00000000,00000000,00000000,00000000,00000000
5,1500.0,8,41D4E6EA,00000000,4368C231,3912AE0B,31DF1084,BE31E9EE,41E01BEE,00000000,00000000,00000000,00000000,00000000
5,1500.0,9,41CAA47B,00000000,436CED2E,394BC75D,31FA9AC9,BE512172,41D4E6EA,00000000,00000000,00000000,00000000,00000000
5,1500.0,10,41C12DCF,00000000,4370C564,3999F098,320A010C,BE6D8BDE,41CAA47B,00000000,00000000,00000000,00000000,00000000
5,1500.0,11,41B86510,00000000,437456F2,39E50192,3215CB45,BE837CDD,41C12DCF,00000000,00000000,00000000,00000000,00000000
5,1500.0,12,41B032C9,00000000,4377AB5E,3A21F067,3220CB86,BE8EABA0,41B86510,00000000,00000000,00000000,00000000,00000000
5,1500.0,13,41A88431,00000000,437ACA4C,3A5C1F64,322B1B0C,BE9851DD,41B032C9,00000000,00000000,00000000,00000000,00000000
5,1500.0,14,41A149FA,00000000,437DB9F2,3A90E33B,3234CE5B,BEA07615,41A88431,00000000,00000000,00000000,00000000,00000000
5,1500.0,15,419A778A,00000000,43803FB8,3AB9BFB3,323DF663,BEA72396,41A149FA,00000000,00000000,00000000,00000000,00000000
5,1500.0,16,41940254,00000000,43818F87,3AE8E2F9,3246A14B,BEAC690A,419A778A,00000000,00000000,00000000,00000000,00000000
5,1500.0,17,418DE175,00000000,4382CE34,3B0F3E3D,324EDAFF,BEB0575A,41940254,00000000,00000000,00000000,00000000,00000000
5,1500.0,18,41880D5C,00000000,4383FD49,3B2D570E,3256ADA7,BEB300E0,418DE175,00000000,00000000,00000000,00000000,00000000
5,1500.0,19,41827F8B,00000000,43851E18,3B4EC669,325E21FB,BEB478DD,41880D5C,00000000,00000000,00000000,00000000,00000000
5,1500.0,20,417A64CA,00000000,438631C4,3B739098,32653F84,BEB4D2F3,41827F8B,00000000,00000000,00000000,00000000,00000000
5,1500.0,21,41704216,00000000,4387394A,3B8DDA07,326C0CCA,BEB422EB,417A64CA,00000000,00000000,00000000,00000000,00000000
5,1500.0,22,41668E77,00000000,43883588,3BA394FD,32728F84,BEB27C60,41704216,00000000,00000000,00000000,00000000,00000000
5,1500.0,23,415D4278,00000000,43892740,3BBAF324,3278CCB5,BEAFF2A4,41668E77,00000000,00000000,00000000,00000000,00000000
5,1500.0,24,41545783,00000000,438A0F1D,3BD3EC03,327EC8C6,BEAC9898,415D4278,00000000,00000000,00000000,00000000,00000000
5,1500.0,25,414BC7E6,00000000,438AEDB3,3BEC38BE,328243C5,BEA8827A,41545783,00000000,00000000,00000000,00000000,00000000
5,1500.0,26,41438E96,00000000,438BC385,3C01AAF7,32850633,BEA3C26B,414BC7E6,00000000,00000000,00000000,00000000,00000000
5,1500.0,27,413BA70A,00000000,438C9109,3C0DA7FF,3287AD30,BE9E67DD,41438E96,00000000,00000000,00000000,00000000,00000000
5,1500.0,28,41340D41,00000000,438D56A7,3C1A0BEB,328A3A16,BE98835A,413BA70A,00000000,00000000,00000000,00000000,00000000
5,1500.0,29,412CBDA9,00000000,438E14BD,3C26CEDF,328CAE16,BE9224BE,41340D41,00000000,00000000,00000000,00000000,00000000
5,1500.0,30,4125B528,00000000,438ECB9A,3C33E820,328F0A3C,BE8B5B53,412CBDA9,00000000,00000000,00000000,00000000,00000000
5,1500.0,31,411EF0F8,00000000,438F7B87,3C414ECB,32914F76,BE8435C5,4125B528,00000000,00000000,00000000,00000000,00000000
5,1500.0,32,41186EB8,00000000,439024C1,3C4EF929,32937E90,BE798459,411EF0F8,00000000,00000000,00000000,00000000,00000000
5,1500.0,33,41122C55,00000000,4390C77F,3C5CDD31,3295983C,BE6A1C44,41186EB8,00000000,00000000,00000000,00000000,00000000
5,1500.0,34,410C2814,00000000,439163EE,3C6AF00A,32979D0E,BE5A4D7B,41122C55,00000000,00000000,00000000,00000000,00000000
5,1500.0,35,41066088,00000000,4391FA32,3C79260B,32998D82,BE4A316B,410C2814,00000000,00000000,00000000,00000000,00000000
5,1500.0,36,4100D490,00000000,43928A69,3C83B97E,329B69F9,BE39E0AF,41066088,00000000,00000000,00000000,00000000,00000000
5,1500.0,37,40F706C2,00000000,439314A8,3C8AE4CD,329D32B6,BE29736C,4100D490,00000000,00000000,00000000,00000000,00000000
5,1500.0,38,40ECD90D,00000000,439398FA,3C920DB6,329EE7E0,BE190167,40F706C2,00000000,00000000,00000000,00000000,00000000
5,1500.0,39,40E31FDF,00000000,43941762,3C992C74,32A0897D,BE08A24B,40ECD90D,00000000,00000000,00000000,00000000,00000000
5,1500.0,40,40D9DBFA,00000000,43948FD4,3C9FBD60,32A2176E,BDF0DE63,40E31FDF,00000000,00000000,00000000,00000000,00000000
5,1500.0,41,40D10F1E,00000000,4395023B,3CA5F128,32A39165,BDD0FF7D,40D9DBFA,00000000,00000000,00000000,00000000,00000000
5,1500.0,42,40C8BC48,00000000,43956E70,3CABFAB3,32A4F6E4,BDB1D9F1,40D10F1E,00000000,00000000,00000000,00000000,00000000
5,1500.0,43,40C0E811,00000000,4395D437,3CB1CF62,32A64724,BD93A4E2,40C8BC48,00000000,00000000,00000000,00000000,00000000
5,1500.0,44,40B99961,00000000,43963336,3CB76272,32A780FE,BD6D3B88,40C0E811,00000000,00000000,00000000,00000000,00000000
5,1500.0,45,40B2DA88,00000000,43968AE7,3CBCA3EB,32A8A2B5,BD361901,40B99961,00000000,00000000,00000000,00000000,00000000
5,1500.0,46,40ACBB70,00000000,4396DA7B,3CC17E69,32A9A99F,BD029582,40B2DA88,00000000,00000000,00000000,00000000,00000000
5,1500.0,47,40A7566F,00000000,4397209C,3CC5D27B,32AA9151,BCA74D54,40ACBB70,00000000,00000000,00000000,00000000,00000000
5,1500.0,48,40A2DE8B,00000000,43975AB3,3CC96872,32AB513A,BC2B5A5F,40A7566F,00000000,00000000,00000000,00000000,00000000
5,1500.0,49,40A00000,00000000,43978000,3CCB8E9B,32ABCC77,BB41B38A,40A2DE8B,00000000,00000000,00000000,00000000,00000000
6,1500.0,1,42294F08,00000000,435D4000,391DF558,00000000,80000000,42294F08,00000000,00000000,00000000,00000000,00000000
6,1500.0,2,421A0CD8,00000000,435D4000,38DF1EBD,00000000,80000000,42294F08,00000000,00000000,00000000,00000000,00000000
6,1500.0,3,420E5B90,00000000,435D4000,38ACBFE7,00000000,80000000,421A0CD8,00000000,00000000,00000000,00000000,00000000
6,1500.0,4,4204E41D,00000000,435D4000,388D20CF,00000000,80000000,420E5B90,00000000,00000000,00000000,00000000,00000000
6,1500.0,5,41F9E55F,00000000,435D4000,386EDE00,00000000,80000000,4204E41D,00000000,00000000,00000000,00000000,00000000
6,1500.0,6,41EC2179,00000000,435ED267,3878D23C,2FD4B6D1,BBB05469,41F9E55F,00000000,00000000,00000000,00000000,00000000
6,1500.0,7,41DFCB2A,00000000,4363D578,38C13206,30DEBD3A,BCFAF817,41EC2179,00000000,00000000,00000000,00000000,00000000
6,1500.0,8,41D49AD5,00000000,4368611A,390CFA2E,313C4226,BD92CE7F,41DFCB2A,00000000,00000000,00000000,00000000,00000000
6,1500.0,9,41CA5CB1,00000000,436C8A58,3944079E,318152AE,BDE795A8,41D49AD5,00000000,00000000,00000000,00000000,00000000
6,1500.0,10,41C0E9FA,00000000,437060F2,39953003,31A1C951,BE1D36F0,41CA5CB1,00000000,00000000,00000000,00000000,00000000
6,1500.0,11,41B824EA,00000000,4373F101,39DE5F2F,31BFEB4A,BE44B338,41C0E9FA,00000000,00000000,00000000,00000000,00000000
6,1500.0,12,41AFF614,00000000,43774408,3A1D7D6E,31DC0918,BE698DFC,41B824EA,00000000,00000000,00000000,00000000,00000000
6,1500.0,13,41A84AB7,00000000,437A61A6,3A565814,31F66329,BE85A637,41AFF614,00000000,00000000,00000000,00000000,00000000
6,1500.0,14,41A1138C,00000000,437D500F,3A8D3BAE,320796FC,BE94CF45,41A84AB7,00000000,00000000,00000000,00000000,00000000
6,1500.0,15,419A43FF,00000000,43800A30,3AB53A40,32134A64,BEA22ADA,41A1138C,00000000,00000000,00000000,00000000,00000000
6,1500.0,16,4193D184,00000000,43815971,3AE365C8,321E5DE3,BEADAE9E,419A43FF,00000000,00000000,00000000,00000000,00000000
6,1500.0,17,418DB342,00000000,43829797,3B0BF6F2,3228E0B4,BEB75A27,4193D184,00000000,00000000,00000000,00000000,00000000
6,1500.0,18,4187E1A5,00000000,4383C62A,3B297A4A,3232DFD7,BEBF34BE,418DB342,00000000,00000000,00000000,00000000,00000000
6,1500.0,19,41825636,00000000,4384E67D,3B4A47CE,323C6668,BEC54B79,4187E1A5,00000000,00000000,00000000,00000000,00000000
6,1500.0,20,417A16B0,00000000,4385F9B2,3B6E6405,32457E0C,BEC9AFC3,41825636,00000000,00000000,00000000,00000000,00000000
6,1500.0,21,416FF85D,00000000,438700C7,3B8AE700,324E2F20,BECC7632,417A16B0,00000000,00000000,00000000,00000000,00000000
6,1500.0,22,416648F3,00000000,4387FC97,3BA03F7A,325680EB,BECDB59F,416FF85D,00000000,00000000,00000000,00000000,00000000
6,1500.0,23,415D0101,00000000,4388EDE6,3BB735D1,325E79D7,BECD8663,416648F3,00000000,00000000,00000000,00000000,00000000
6,1500.0,24,415419F5,00000000,4389D55D,3BCFC1A4,32661F87,BECC01D0,415D0101,00000000,00000000,00000000,00000000,00000000
6,1500.0,25,414B8E1E,00000000,438AB391,3BE78111,326D76DE,BEC943F7,415419F5,00000000,00000000,00000000,00000000,00000000
6,1500.0,26,41435873,00000000,438B8904,3BFE2D5E,32748430,BEC566FC,414B8E1E,00000000,00000000,00000000,00000000,00000000
6,1500.0,27,413B746D,00000000,438C562D,3C0AD963,327B4B60,BEC082A9,41435873,00000000,00000000,00000000,00000000,00000000
6,1500.0,28,4133DE0C,00000000,438D1B73,3C17012F,3280E7EF,BEBAB059,413B746D,00000000,00000000,00000000,00000000,00000000
6,1500.0,29,412C91C0,00000000,438DD933,3C238647,32840A5C,BEB408C9,4133DE0C,00000000,00000000,00000000,00000000,00000000
6,1500.0,30,41258C6F,00000000,438E8FBD,3C306031,32870E4D,BEACA426,412C91C0,00000000,00000000,00000000,00000000,00000000
6,1500.0,31,411ECB54,00000000,438F3F59,3C3D8614,3289F4F2,BEA499DA,41258C6F,00000000,00000000,00000000,00000000,00000000
6,1500.0,32,41184C10,00000000,438FE846,3C4AEE9F,328CBF51,BE9C0082,411ECB54,00000000,00000000,00000000,00000000,00000000
6,1500.0,33,41120C90,00000000,43908AB9,3C588FC5,328F6E4B,BE92EE01,41184C10,00000000,00000000,00000000,00000000,00000000
6,1500.0,34,410C0B1A,00000000,439126DF,3C665EDF,329202A0,BE897770,41120C90,00000000,00000000,00000000,00000000,00000000
6,1500.0,35,41064642,00000000,4391BCDD,3C745093,32947CED,BE7F6261,410C0B1A,00000000,00000000,00000000,00000000,00000000
6,1500.0,36,4100BCE4,00000000,43924CD1,3C812C73,3296DDAE,BE6B5DD0,41064642,00000000,00000000,00000000,00000000,00000000
6,1500.0,37,40F6DC71,00000000,4392D6CE,3C883547,3299253A,BE57075E,4100BCE4,00000000,00000000,00000000,00000000,00000000
6,1500.0,38,40ECB394,00000000,43935AE2,3C8F3BE1,329B53C2,BE42843B,40F6DC71,00000000,00000000,00000000,00000000,00000000
6,1500.0,39,40E2FF0C,00000000,4393D90C,3C963854,329D694E,BE2DF8E7,40ECB394,00000000,00000000,00000000,00000000,00000000
6,1500.0,40,40D9BF9C,00000000,43945145,3C9CA8F0,329F65B6,BE198B18,40E2FF0C,00000000,00000000,00000000,00000000,00000000
6,1500.0,41,40D0F702,00000000,4394C375,3CA2C125,32A14898,BE055E27,40D9BF9C,00000000,00000000,00000000,00000000,00000000
6,1500.0,42,40C8A838,00000000,43952F75,3CA8AFE1,32A31151,BDE32D5A,40D0F702,00000000,00000000,00000000,00000000,00000000
6,1500.0,43,40C0D7D2,00000000,4395950A,3CAE6AB5,32A4BEE6,BDBCB7C7,40C8A838,00000000,00000000,00000000,00000000,00000000
6,1500.0,44,40B98CB7,00000000,4395F3DB,3CB3E52E,32A64FDC,BD97B108,40C0D7D2,00000000,00000000,00000000,00000000,00000000
6,1500.0,45,40B2D12F,00000000,43964B61,3CB90F7B,32A7C1FB,BD68F5C8,40B98CB7,00000000,00000000,00000000,00000000,00000000
6,1500.0,46,40ACB51E,00000000,43969ACD,3CBDD48F,32A911DD,BD2719A4,40B2D12F,00000000,00000000,00000000,00000000,00000000
6,1500.0,47,40A752C9,00000000,4396E0CC,3CC215AE,32AA39DC,BCD61E9A,40ACB51E,00000000,00000000,00000000,00000000,00000000
6,1500.0,48,40A2DD1E,00000000,43971AC5,3CC59BD5,32AB2F07,BC5B5294,40A752C9,00000000,00000000,00000000,00000000,00000000
6,1500.0,49,40A00000,00000000,43974000,3CC7B8C5,32ABCC77,BB77EF88,40A2DD1E,00000000,00000000,00000000,00000000,00000000
7,1500.0,1,422644E4,00000000,4346999A,36F8DA87,00000000,80000000,422644E4,00000000,00000000,00000000,00000000,00000000
7,1500.0,2,421892CE,00000000,4346999A,36AFC9C6,00000000,80000000,422644E4,00000000,00000000,00000000,00000000,00000000
7,1500.0,3,420DD012,00000000,434BA08C,370E0FD0,3084DEB7,BC1028C5,421892CE,00000000,00000000,00000000,00000000,00000000
7,1500.0,4,4204C963,00000000,4352F5FA,379DCEEA,31235A17,BD113FCE,420DD012,00000000,00000000,00000000,00000000,00000000
7,1500.0,5,41F9F897,00000000,43594C9C,3814DCAA,31771DB4,BD914DBD,4204C963,00000000,00000000,00000000,00000000,00000000
7,1500.0,6,41EC3391,00000000,435EE4A7,387ADFEC,31A08546,BDDA90E2,41F9F897,00000000,00000000,00000000,00000000,00000000
7,1500.0,7,41DFDC3D,00000000,4363E822,38C2BE9E,31C1A608,BE10DD01,41EC3391,00000000,00000000,00000000,00000000,00000000
7,1500.0,8,41D4AAFD,00000000,43687423,390E1446,31DFB15E,BE32864D,41DFDC3D,00000000,00000000,00000000,00000000,00000000
7,1500.0,9,41CA6C03,00000000,436C9DB9,3945871A,31FB3260,BE51B756,41D4AAFD,00000000,00000000,00000000,00000000,00000000
7,1500.0,10,41C0F886,00000000,437074A4,39967B27,320A4892,BE6E198B,41CA6C03,00000000,00000000,00000000,00000000,00000000
7,1500.0,11,41B832BC,00000000,437404FE,39E0C3F9,32160ED1,BE83BF0C,41C0F886,00000000,00000000,00000000,00000000,00000000
7,1500.0,12,41B00338,00000000,4377584C,3A1F6B90,32210B5F,BE8EE8D3,41B832BC,00000000,00000000,00000000,00000000,00000000
7,1500.0,13,41A85736,00000000,437A762C,3A59359A,322B576A,BE9889F1,41B00338,00000000,00000000,00000000,00000000,00000000
7,1500.0,14,41A11F70,00000000,437D64D4,3A8F3E17,32350774,BEA0A908,41A85736,00000000,00000000,00000000,00000000,00000000
7,1500.0,15,419A4F4E,00000000,438014B1,3AB7EE11,323E2C63,BEA7517E,41A11F70,00000000,00000000,00000000,00000000,00000000
7,1500.0,16,4193DC45,00000000,4381640F,3AE6EA34,3246D460,BEAC9213,419A4F4E,00000000,00000000,00000000,00000000,00000000
7,1500.0,17,418DBD79,00000000,4382A250,3B0E318D,324F0B4A,BEB07BBC,4193DC45,00000000,00000000,00000000,00000000,00000000
7,1500.0,18,4187EB58,00000000,4383D0FF,3B2C3E14,3256DB4E,BEB320DB,418DBD79,00000000,00000000,00000000,00000000,00000000
7,1500.0,19,41825F68,00000000,4384F16C,3B4DA592,325E4D1D,BEB494B5,4187EB58,00000000,00000000,00000000,00000000,00000000
7,1500.0,20,417A281B,00000000,438604BA,3B726CCE,3265683C,BEB4EAF5,41825F68,00000000,00000000,00000000,00000000,00000000
7,1500.0,21,417008D5,00000000,43870BE7,3B8D496C,326C3337,BEB4375F,417A281B,00000000,00000000,00000000,00000000,00000000
7,1500.0,22,4166587E,00000000,438807D0,3BA30897,3272B3BD,BEB28D8F,417008D5,00000000,00000000,00000000,00000000,00000000
7,1500.0,23,415D0FA4,00000000,4388F936,3BBA6DE8,3278EED1,BEB000D8,4166587E,00000000,00000000,00000000,00000000,00000000
7,1500.0,24,415427B4,00000000,4389E0C5,3BD37126,327EE8DC,BEACA417,415D0FA4,00000000,00000000,00000000,00000000,00000000
7,1500.0,25,414B9AFE,00000000,438ABF0F,3BEB83FD,328252D7,BEA88BBE,415427B4,00000000,00000000,00000000,00000000,00000000
7,1500.0,26,4143647A,00000000,438B9499,3C012631,32851453,BEA3C9CD,414B9AFE,00000000,00000000,00000000,00000000,00000000
7,1500.0,27,413B7FA2,00000000,438C61D6,3C0CF42F,3287BA69,BE9E6DA3,4143647A,00000000,00000000,00000000,00000000,00000000
7,1500.0,28,4133E878,00000000,438D2731,3C1924BA,328A466D,BE9887C0,413B7FA2,00000000,00000000,00000000,00000000,00000000
7,1500.0,29,412C9B69,00000000,438DE504,3C25AFC1,328CB994,BE922803,4133E878,00000000,00000000,00000000,00000000,00000000
7,1500.0,30,4125955C,00000000,438E9BA2,3C328D08,328F14E7,BE8B5DA7,412C9B69,00000000,00000000,00000000,00000000,00000000
7,1500.0,31,411ED38E,00000000,438F4B51,3C3FB38F,32915954,BE84375B,4125955C,00000000,00000000,00000000,00000000,00000000
7,1500.0,32,4118539A,00000000,438FF44F,3C4D19EF,329387A9,BE79865B,411ED38E,00000000,00000000,00000000,00000000,00000000
7,1500.0,33,41121374,00000000,439096D3,3C5AB65C,3295A095,BE6A1D66,4118539A,00000000,00000000,00000000,00000000,00000000
7,1500.0,34,410C115D,00000000,4391330A,3C687E48,3297A4AD,BE5A4DFE,41121374,00000000,00000000,00000000,00000000,00000000
7,1500.0,35,41064BEA,00000000,4391C917,3C766632,3299946D,BE4A3184,410C115D,00000000,00000000,00000000,00000000,00000000
7,1500.0,36,4100C1FA,00000000,4392591A,3C823140,329B7035,BE39E089,41064BEA,00000000,00000000,00000000,00000000,00000000
7,1500.0,37,40F6E584,00000000,4392E325,3C8932F5,329D3849,BE297331,4100C1FA,00000000,00000000,00000000,00000000,00000000
7,1500.0,38,40ECBB9B,00000000,43936746,3C903169,329EECD0,BE19012E,40F6E584,00000000,00000000,00000000,00000000,00000000
7,1500.0,39,40E30616,00000000,4393E57E,3C9724EC,32A08DD1,BE08A22E,40ECBB9B,00000000,00000000,00000000,00000000,00000000
7,1500.0,40,40D9C5B2,00000000,43945DC3,3C9D98F6,32A21B2A,BDF0DE26,40E30616,00000000,00000000,00000000,00000000,00000000
7,1500.0,41,40D0FC30,00000000,4394CFFF,3CA3B9EB,32A39492,BDD0FF2E,40D9C5B2,00000000,00000000,00000000,00000000,00000000
7,1500.0,42,40C8AC88,00000000,43953C0A,3CA9B118,32A4F988,BDB1D9A4,40D0FC30,00000000,00000000,00000000,00000000,00000000
7,1500.0,43,40C0DB52,00000000,4395A1AA,3CAF7420,32A64948,BD93A49D,40C8AC88,00000000,00000000,00000000,00000000,00000000
7,1500.0,44,40B98F72,00000000,43960084,3CB4F655,32A782A9,BD6D3B20,40C0DB52,00000000,00000000,00000000,00000000,00000000
7,1500.0,45,40B2D334,00000000,43965813,3CBA27F3,32A8A3F0,BD3618BB,40B98F72,00000000,00000000,00000000,00000000,00000000
7,1500.0,46,40ACB67B,00000000,4396A789,3CBEF3F0,32A9AA74,BD02955C,40B2D334,00000000,00000000,00000000,00000000,00000000
7,1500.0,47,40A75393,00000000,4396ED8F,3CC33B0B,32AA91CC,BCA74D34,40ACB67B,00000000,00000000,00000000,00000000,00000000
7,1500.0,48,40A2DD6D,00000000,4397278E,3CC6C62B,32AB516B,BC2B5A57,40A75393,00000000,00000000,00000000,00000000,00000000
7,1500.0,49,40A00000,00000000,43974CCD,3CC8E610,32ABCC77,BB41B38A,40A2DD6D,00000000,00000000,00000000,00000000,00000000
8,1500.0,1,42288934,00000000,434B8000,377F123A,00000000,80000000,42288934,00000000,00000000,00000000,00000000,00000000
8,1500.0,2,421A809A,00000000,434B8000,37342DAC,00000000,80000000,42288934,00000000,00000000,00000000,00000000,00000000
8,1500.0,3,420F8EBE,00000000,434F1C06,3766CF03,303ECCEF,BACBE8F3,421A809A,00000000,00000000,00000000,00000000,00000000
8,1500.0,4,42066088,00000000,43569192,37FABD96,31124674,BBF1D985,420F8EBE,00000000,00000000,00000000,00000000,00000000
8,1500.0,5,41FCE284,00000000,435D03FA,38686206,31677910,BC84334E,42066088,00000000,00000000,00000000,00000000,00000000
8,1500.0,6,41EEE121,00000000,4362B48A,38C0FF3F,319954F8,BCCD0664,41FCE284,00000000,00000000,00000000,00000000,00000000
8,1500.0,7,41E253AD,00000000,4367CE02,39140037,31BB0707,BD0A0E3D,41EEE121,00000000,00000000,00000000,00000000,00000000
8,1500.0,8,41D6F14C,00000000,436C6DF9,3955B58A,31D9963F,BD2BCE77,41E253AD,00000000,00000000,00000000,00000000,00000000
8,1500.0,9,41CC854D,00000000,4370A9D8,3993368C,31F59017,BD4B2C11,41D6F14C,00000000,00000000,00000000,00000000,00000000
8,1500.0,10,41C2E842,00000000,437491A5,39D12883,3207AF34,BD67C889,41CC854D,00000000,00000000,00000000,00000000,00000000
8,1500.0,11,41B9FBDA,00000000,437831B0,3A162A16,3213A949,BD80B71A,41C2E842,00000000,00000000,00000000,00000000,00000000
8,1500.0,12,41B1A840,00000000,437B93A6,3A4EA708,321ED646,BD8C02A8,41B9FBDA,00000000,00000000,00000000,00000000,00000000
8,1500.0,13,41A9DA60,00000000,437EBF49,3A8968E3,32294FC6,BD95C50D,41B1A840,00000000,00000000,00000000,00000000,00000000
8,1500.0,14,41A282AE,00000000,4380DD74,3AB1A798,32332AA7,BD9E03AA,41A9DA60,00000000,00000000,00000000,00000000,00000000
8,1500.0,15,419B945D,00000000,438245DD,3AE05205,323C781B,BDA4C90D,41A282AE,00000000,00000000,00000000,00000000,00000000
8,1500.0,16,419504B4,00000000,43839B0C,3B0ACD98,32454681,BDAA2362,419B945D,00000000,00000000,00000000,00000000,00000000
8,1500.0,17,418ECAB0,00000000,4384DED4,3B28D395,324DA1F4,BDAE234A,419504B4,00000000,00000000,00000000,00000000,00000000
8,1500.0,18,4188DEA0,00000000,438612C8,3B4A46D3,325594C9,BDB0DAFE,418ECAB0,00000000,00000000,00000000,00000000,00000000
8,1500.0,19,418339EC,00000000,4387383C,3B6F2C36,325D27D5,BDB25DB7,4188DEA0,00000000,00000000,00000000,00000000,00000000
8,1500.0,20,417BADC0,00000000,4388505A,3B8BC1A8,326462C0,BDB2BF35,418339EC,00000000,00000000,00000000,00000000,00000000
8,1500.0,21,41716116,00000000,43895C24,3BA1A30F,326B4C30,BDB2135F,417BADC0,00000000,00000000,00000000,00000000,00000000
8,1500.0,22,41678535,00000000,438A5C79,3BB93488,3271E9F0,BDB06E08,41716116,00000000,00000000,00000000,00000000,00000000
8,1500.0,23,415E1289,00000000,438B521E,3BD26DF7,32784114,BDADE2BB,41678535,00000000,00000000,00000000,00000000,00000000
8,1500.0,24,41550265,00000000,438C3DC2,3BED4525,327E5619,BDAA849E,415E1289,00000000,00000000,00000000,00000000,00000000
8,1500.0,25,414C4F06,00000000,438D1FF9,3C0367CC,3282166F,BDA668B2,41550265,00000000,00000000,00000000,00000000,00000000
8,1500.0,26,4143F35E,00000000,438DF948,3C0EB844,3284E461,BDA1A237,414C4F06,00000000,00000000,00000000,00000000,00000000
8,1500.0,27,413BEAD6,00000000,438ECA26,3C1A5505,32879670,BD9C3FC0,4143F35E,00000000,00000000,00000000,00000000,00000000
8,1500.0,28,4134315E,00000000,438F92FC,3C26368E,328A2DF7,BD965210,413BEAD6,00000000,00000000,00000000,00000000,00000000
8,1500.0,29,412CC358,00000000,43905429,3C32555F,328CAC2E,BD8FE940,4134315E,00000000,00000000,00000000,00000000,00000000
8,1500.0,30,41259D9C,00000000,43910DFE,3C3EA975,328F1223,BD8914D2,412CC358,00000000,00000000,00000000,00000000,00000000
8,1500.0,31,411EBD5C,00000000,4391C0C5,3C4B2AD0,329160C7,BD81E3A3,41259D9C,00000000,00000000,00000000,00000000,00000000
8,1500.0,32,4118202A,00000000,43926CBC,3C57D0E7,329398EB,BD74C7FA,411EBD5C,00000000,00000000,00000000,00000000,00000000
