case,dx,k,ptenh,pqenh,pqsenh,ptu,pqu,ptd,pqd,puu,pvu,pud,pvd,plu,klab
10,27000.0,40,4395358D,3C9D66C4,3CB9040C,4395358D,3C9D66C4,4395358D,3C9D66C4,40E395E8,00000000,40E395E8,00000000,00000000,0
10,27000.0,41,4395ACC0,3CA4765C,3CC06C0C,4395ACC0,3CA4765C,4395ACC0,3CA4765C,40DA41C7,00000000,40DA41C7,00000000,00000000,0
10,27000.0,42,43961DE6,3CAAADFF,3CC7AAC7,43961DE6,3CAAADFF,43961DE6,3CAAADFF,40D1657C,00000000,40D1657C,00000000,00000000,0
10,27000.0,43,439688D5,3CB0B9C0,3CCEB574,439688D5,3CB0B9C0,439688D5,3CB0B9C0,40C90408,00000000,40C90408,00000000,00000000,0
10,27000.0,44,4396ED47,3CB68E92,3CD57F6F,4396ED47,3CB68E92,4396ED47,3CB68E92,40C1220D,00000000,40C1220D,00000000,00000000,0
10,27000.0,45,43974ADC,3CBC1F6F,3CDBF9B2,43974ADC,3CBC1F6F,43974ADC,3CBC1F6F,40B9C682,00000000,40B9C682,00000000,00000000,0
10,27000.0,46,4397A0FE,3CC15B85,3CE210F7,4397A0FE,3CC15B85,4397A0FE,3CC15B85,40B2FBC8,00000000,40B2FBC8,00000000,00000000,0
10,27000.0,47,4397EEC8,3CC62C4B,3CE7AB5E,4397EEC8,3CC62C4B,4397EEC8,3CC62C4B,40ACD1E7,00000000,40ACD1E7,00000000,00000000,0
10,27000.0,48,439854FF,3CC98ED0,3CEBC10B,439854FF,3CC98ED0,439854FF,3CC98ED0,40A76362,00000000,40A76362,00000000,00000000,0
10,27000.0,49,439863C9,3CCF5BEC,3CEFF5D9,439863C9,3CCF5BEC,439863C9,3CCF5BEC,40A2E39C,00000000,40A2E39C,00000000,00000000,0
11,27000.0,1,43518000,37919F22,00000000,43518000,37919F22,43518000,37919F22,422B6F9B,00000000,422B6F9B,00000000,00000000,0
11,27000.0,2,435D9DD7,395EF9EB,39862B3C,435D9DD7,395EF9EB,435D9DD7,395EF9EB,422B6F9B,00000000,422B6F9B,00000000,00000000,0
11,27000.0,3,435A18B4,38BDBA33,38FDD073,435A18B4,38BDBA33,435A18B4,38BDBA33,421CFD14,00000000,421CFD14,00000000,00000000,0
11,27000.0,4,4359EF62,388620BE,38C6446A,4359EF62,388620BE,4359EF62,388620BE,4211D2F6,00000000,4211D2F6,00000000,00000000,0
11,27000.0,5,43605CA1,38E01479,393B5326,43605CA1,38E01479,43605CA1,38E01479,42087592,00000000,42087592,00000000,00000000,0
11,27000.0,6,4366107D,392A0010,399FBE9E,4366107D,392A0010,4366107D,392A0010,42005D86,00000000,42005D86,00000000,00000000,0
11,27000.0,7,436B2E9C,396FCD7A,39FBEA42,436B2E9C,396FCD7A,436B2E9C,396FCD7A,41F271B8,00000000,41F271B8,00000000,00000000,0
11,27000.0,8,436FD30A,399FF435,3A3AF29B,436FD30A,399FF435,436FD30A,399FF435,41E5A3CC,00000000,41E5A3CC,00000000,00000000,0
11,27000.0,9,4374136B,39CC6508,3A84460F,4374136B,39CC6508,4374136B,39CC6508,41DA06FB,00000000,41DA06FB,00000000,00000000,0
11,27000.0,10,43780079,39FC9AE8,3AB42AF8,43780079,39FC9AE8,43780079,39FC9AE8,41CF6585,00000000,41CF6585,00000000,00000000,0
11,27000.0,11,437BA67A,3A1AFBA8,3AEE0F18,437BA67A,3A1AFBA8,437BA67A,3A1AFBA8,41C59738,00000000,41C59738,00000000,00000000,0
11,27000.0,12,437F0D00,3A455A5C,3B1A1E24,437F0D00,3A455A5C,437F0D00,3A455A5C,41BC7D26,00000000,41BC7D26,00000000,00000000,0
11,27000.0,13,438120F0,3A75F013,3B440399,438120F0,3A75F013,438120F0,3A75F013,41B3FF06,00000000,41B3FF06,00000000,00000000,0
11,27000.0,14,4382A5C0,3A969A66,3B74A64E,4382A5C0,3A969A66,4382A5C0,3A969A66,41AC095F,00000000,41AC095F,00000000,00000000,0
11,27000.0,15,43841746,3AB5DD79,3B95C598,43841746,3AB5DD79,43841746,3AB5DD79,41A48C5B,00000000,41A48C5B,00000000,00000000,0
11,27000.0,16,43857750,3AD90544,3BB3E5FF,43857750,3AD90544,43857750,3AD90544,419D7AEA,00000000,419D7AEA,00000000,00000000,0
11,27000.0,17,4386C763,3B002344,3BD40CDE,4386C763,3B002344,4386C763,3B002344,4196CA20,00000000,4196CA20,00000000,00000000,0
11,27000.0,18,438808CC,3B15E12A,3BF560C1,438808CC,3B15E12A,438808CC,3B15E12A,419070CC,00000000,419070CC,00000000,00000000,0
11,27000.0,19,438939FB,3B2DA988,3C0B6C15,438939FB,3B2DA988,438939FB,3B2DA988,418A6717,00000000,418A6717,00000000,00000000,0
11,27000.0,20,438A5B59,3B4842C2,3C1CC924,438A5B59,3B4842C2,438A5B59,3B4842C2,4184A648,00000000,4184A648,00000000,00000000,0
11,27000.0,21,438B704B,3B653B04,3C2F06C3,438B704B,3B653B04,438B704B,3B653B04,417E5121,00000000,417E5121,00000000,00000000,0
11,27000.0,22,438C79A9,3B824844,3C4218C3,438C79A9,3B824844,438C79A9,3B824844,4173D1C9,00000000,4173D1C9,00000000,00000000,0
11,27000.0,23,438D7830,3B931EAD,3C55F27B,438D7830,3B931EAD,438D7830,3B931EAD,4169C5BA,00000000,4169C5BA,00000000,00000000,0
11,27000.0,24,438E6C87,3BA51BBC,3C6A86D3,438E6C87,3BA51BBC,438E6C87,3BA51BBC,4160253B,00000000,4160253B,00000000,00000000,0
11,27000.0,25,438F5745,3BB83916,3C7FC87E,438F5745,3BB83916,438F5745,3BB83916,4156E97B,00000000,4156E97B,00000000,00000000,0
11,27000.0,26,439038EC,3BCB512F,3C8AD49C,439038EC,3BCB512F,439038EC,3BCB512F,414E0C88,00000000,414E0C88,00000000,00000000,0
11,27000.0,27,439111EF,3BDB3964,3C960D33,439111EF,3BDB3964,439111EF,3BDB3964,41458938,00000000,41458938,00000000,00000000,0
11,27000.0,28,4391E2B9,3BEB87D4,3CA186D0,4391E2B9,3BEB87D4,4391E2B9,3BEB87D4,413D5ADC,00000000,413D5ADC,00000000,00000000,0
11,27000.0,29,4392ABA5,3BFC3287,3CAD39D6,4392ABA5,3BFC3287,4392ABA5,3BFC3287,41357D4A,00000000,41357D4A,00000000,00000000,0
11,27000.0,30,43936D0C,3C0697DB,3CB91EFF,43936D0C,3C0697DB,43936D0C,3C0697DB,412DECD2,00000000,412DECD2,00000000,00000000,0
11,27000.0,31,43942733,3C0F3A24,3CC52E2A,43942733,3C0F3A24,43942733,3C0F3A24,4126A638,00000000,4126A638,00000000,00000000,0
11,27000.0,32,4394DA60,3C17FAEB,3CD15FBD,4394DA60,3C17FAEB,4394DA60,3C17FAEB,411FA69E,00000000,411FA69E,00000000,00000000,0
11,27000.0,33,439586C8,3C20D41E,3CDDAB42,439586C8,3C20D41E,439586C8,3C20D41E,4118EB88,00000000,4118EB88,00000000,00000000,0
11,27000.0,34,43962C9F,3C29BFFC,3CEA0879,43962C9F,3C29BFFC,43962C9F,3C29BFFC,411272D0,00000000,411272D0,00000000,00000000,0
11,27000.0,35,4396CC0F,3C32B823,3CF66E7E,4396CC0F,3C32B823,4396CC0F,3C32B823,410C3AA6,00000000,410C3AA6,00000000,00000000,0
11,27000.0,36,43976536,3C3BB5BF,3D016A15,43976536,3C3BB5BF,43976536,3C3BB5BF,4106418D,00000000,4106418D,00000000,00000000,0
11,27000.0,37,4397F830,3C44B1C6,3D0797EB,4397F830,3C44B1C6,4397F830,3C44B1C6,41008654,00000000,41008654,00000000,00000000,0
11,27000.0,38,43928676,3C6ED058,3C89EF0E,43928676,3C6ED058,43928676,3C6ED058,40F67BFC,00000000,40F67BFC,00000000,00000000,0
11,27000.0,39,43930795,3C812607,3C9035DB,43930795,3C812607,43930795,3C812607,40EC5EB7,00000000,40EC5EB7,00000000,00000000,0
11,27000.0,40,439382F0,3C8B004C,3C966AE5,439382F0,3C8B004C,439382F0,3C8B004C,40E2B4BA,00000000,40E2B4BA,00000000,00000000,0
11,27000.0,41,4393F870,3C91E7A0,3C9C8691,4393F870,3C91E7A0,4393F870,3C91E7A0,40D97F3F,00000000,40D97F3F,00000000,00000000,0
11,27000.0,42,439467F8,3C977D49,3CA280C9,439467F8,3C977D49,439467F8,3C977D49,40D0C030,00000000,40D0C030,00000000,00000000,0
11,27000.0,43,4394D15B,3C9CEBA9,3CA8506F,4394D15B,3C9CEBA9,4394D15B,3C9CEBA9,40C87A81,00000000,40C87A81,00000000,00000000,0
11,27000.0,44,43953459,3CA2291B,3CADEB3A,43953459,3CA2291B,43953459,3CA2291B,40C0B2BE,00000000,40C0B2BE,00000000,00000000,0
11,27000.0,45,4395908F,3CA72989,3CB3446B,4395908F,3CA72989,4395908F,3CA72989,40B96FC3,00000000,40B96FC3,00000000,00000000,0
11,27000.0,46,4395E569,3CABDDD9,3CB84BEC,4395E569,3CABDDD9,4395E569,3CABDDD9,40B2BBCA,00000000,40B2BBCA,00000000,00000000,0
11,27000.0,47,43963206,3CB031B6,3CBCEC2C,43963206,3CB031B6,43963206,3CB031B6,40ACA69F,00000000,40ACA69F,00000000,00000000,0
11,27000.0,48,43969592,3CB32FE1,3CC02E29,43969592,3CB32FE1,43969592,3CB32FE1,40A74A69,00000000,40A74A69,00000000,00000000,0
11,27000.0,49,4396A428,3CB8697E,3CC3AA28,4396A428,3CB8697E,4396A428,3CB8697E,40A2D9D6,00000000,40A2D9D6,00000000,00000000,0
12,27000.0,1,434E8000,37C21422,00000000,434E8000,37C21422,434E8000,37C21422,422A1F5C,00000000,422A1F5C,00000000,00000000,0
12,27000.0,2,435A9B91,392543E0,39362EEF,435A9B91,392543E0,435A9B91,392543E0,422A1F5C,00000000,422A1F5C,00000000,00000000,0
12,27000.0,3,43570ACA,389121A2,38A908B2,43570ACA,389121A2,43570ACA,389121A2,421BE1C9,00000000,421BE1C9,00000000,00000000,0
12,27000.0,4,4357B4A6,386F55F4,38937821,4357B4A6,386F55F4,4357B4A6,386F55F4,4210D55C,00000000,4210D55C,00000000,00000000,0
12,27000.0,5,435E152A,38D36C29,390CE28C,435E152A,38D36C29,435E152A,38D36C29,420790DA,00000000,420790DA,00000000,00000000,0
12,27000.0,6,4363BE80,3928A812,3972973E,4363BE80,3928A812,4363BE80,3928A812,41FF1C9C,00000000,41FF1C9C,00000000,00000000,0
12,27000.0,7,4368D36A,397922B6,39C0D929,4368D36A,397922B6,4368D36A,397922B6,41F0F92F,00000000,41F0F92F,00000000,00000000,0
12,27000.0,8,436D6F43,39AD7A56,3A101B47,436D6F43,39AD7A56,436D6F43,39AD7A56,41E44D30,00000000,41E44D30,00000000,00000000,0
12,27000.0,9,4371A725,39E6C631,3A4D1A23,4371A725,39E6C631,4371A725,39E6C631,41D8CF15,00000000,41D8CF15,00000000,00000000,0
12,27000.0,10,43758B8F,3A141112,3A8C59D2,43758B8F,3A141112,43758B8F,3A141112,41CE49AD,00000000,41CE49AD,00000000,00000000,0
12,27000.0,11,43792956,3A4187B7,3ABA0BC1,43792956,3A4187B7,43792956,3A4187B7,41C49525,00000000,41C49525,00000000,00000000,0
12,27000.0,12,437C88EF,3A859EF6,3AF097E3,437C88EF,3A859EF6,437C88EF,3A859EF6,41BB92D1,00000000,41BB92D1,00000000,00000000,0
12,27000.0,13,437FB2CF,3AB3351D,3B18FB1B,437FB2CF,3AB3351D,437FB2CF,3AB3351D,41B32A9F,00000000,41B32A9F,00000000,00000000,0
12,27000.0,14,43815880,3AE98E11,3B3F5FBC,43815880,3AE98E11,43815880,3AE98E11,41AB4945,00000000,41AB4945,00000000,00000000,0
12,27000.0,15,4382C452,3B14A0D4,3B6B5830,4382C452,3B14A0D4,4382C452,3B14A0D4,41A3DF0E,00000000,41A3DF0E,00000000,00000000,0
12,27000.0,16,43841ECE,3B396B7E,3B8E3AC2,43841ECE,3B396B7E,43841ECE,3B396B7E,419CDF08,00000000,419CDF08,00000000,00000000,0
12,27000.0,17,43856988,3B63601C,3BA8FDC7,43856988,3B63601C,43856988,3B63601C,41963E5D,00000000,41963E5D,00000000,00000000,0
12,27000.0,18,4386A5CA,3B8954B8,3BC570A4,4386A5CA,3B8954B8,4386A5CA,3B8954B8,418FF3F0,00000000,418FF3F0,00000000,00000000,0
12,27000.0,19,4387D4BD,3BA3B204,3BE2EBC4,4387D4BD,3BA3B204,4387D4BD,3BA3B204,4189F7F8,00000000,4189F7F8,00000000,00000000,0
12,27000.0,20,4388F5FB,3BC0BAF7,3C0049FB,4388F5FB,3BC0BAF7,4388F5FB,3BC0BAF7,418443CC,00000000,418443CC,00000000,00000000,0
12,27000.0,21,438A0813,3BE0D286,3C0F7B39,438A0813,3BE0D286,438A0813,3BE0D286,417DA352,00000000,417DA352,00000000,00000000,0
12,27000.0,22,438B0ED0,3C01DF70,3C1F669A,438B0ED0,3C01DF70,438B0ED0,3C01DF70,4173391A,00000000,4173391A,00000000,00000000,0
12,27000.0,23,438C0AF2,3C14BC9C,3C3002DA,438C0AF2,3C14BC9C,438C0AF2,3C14BC9C,41694035,00000000,41694035,00000000,00000000,0
12,27000.0,24,438CFD1F,3C28FB1F,3C41459F,438CFD1F,3C28FB1F,438CFD1F,3C28FB1F,415FB0FA,00000000,415FB0FA,00000000,00000000,0
12,27000.0,25,438DE5EA,3C3E937B,3C532479,438DE5EA,3C3E937B,438DE5EA,3C3E937B,415684AA,00000000,415684AA,00000000,00000000,0
12,27000.0,26,438EC5CB,3C51155C,3C65931D,438EC5CB,3C51155C,438EC5CB,3C51155C,414DB5B4,00000000,414DB5B4,00000000,00000000,0
12,27000.0,27,438F9D16,3C57426F,3C7881F1,438F9D16,3C57426F,438F9D16,3C57426F,41453FEC,00000000,41453FEC,00000000,00000000,0
12,27000.0,28,43906C37,3C5C9067,3C85F28C,43906C37,3C5C9067,43906C37,3C5C9067,413D1EBC,00000000,413D1EBC,00000000,00000000,0
12,27000.0,29,4391338D,3C60F9BC,3C8FD7BB,4391338D,3C60F9BC,4391338D,3C60F9BC,41354E16,00000000,41354E16,00000000,00000000,0
12,27000.0,30,4391F363,3C647AD3,3C99E9D2,4391F363,3C647AD3,4391F363,3C647AD3,412DCA5C,00000000,412DCA5C,00000000,00000000,0
12,27000.0,31,4392AC06,3C6711F4,3CA421EB,4392AC06,3C6711F4,4392AC06,3C6711F4,41269068,00000000,41269068,00000000,00000000,0
12,27000.0,32,43935DB2,3C68BF2C,3CAE78EA,43935DB2,3C68BF2C,43935DB2,3C68BF2C,411F9D6A,00000000,411F9D6A,00000000,00000000,0
12,27000.0,33,439408A0,3C69848E,3CB8E7A5,439408A0,3C69848E,439408A0,3C69848E,4118EEF4,00000000,4118EEF4,00000000,00000000,0
12,27000.0,34,4394ACFF,3C6965C7,3CC36689,4394ACFF,3C6965C7,4394ACFF,3C6965C7,411282EB,00000000,411282EB,00000000,00000000,0
12,27000.0,35,43954AF7,3C686822,3CCDEDC0,43954AF7,3C686822,43954AF7,3C686822,410C5786,00000000,410C5786,00000000,00000000,0
12,27000.0,36,4395E2A8,3C6692EB,3CD87534,4395E2A8,3C6692EB,4395E2A8,3C6692EB,41066B4C,00000000,41066B4C,00000000,00000000,0
12,27000.0,37,4396742D,3C63EF0F,3CE2F459,4396742D,3C63EF0F,4396742D,3C63EF0F,4100BD0F,00000000,4100BD0F,00000000,00000000,0
12,27000.0,38,4396FF96,3C60879B,3CED625D,4396FF96,3C60879B,4396FF96,3C60879B,40F697F2,00000000,40F697F2,00000000,00000000,0
12,27000.0,39,439784EB,3C5C6902,3CF7B558,439784EB,3C5C6902,439784EB,3C5C6902,40EC2F0B,00000000,40EC2F0B,00000000,00000000,0
12,27000.0,40,4398042E,3C57A27A,3D00F1B1,4398042E,3C57A27A,4398042E,3C57A27A,40E23F2B,00000000,40E23F2B,00000000,00000000,0
12,27000.0,41,4393FD85,3C00A830,3C9CE833,4393FD85,3C00A830,4393FD85,3C00A830,40D917D8,00000000,40D917D8,00000000,00000000,0
12,27000.0,42,43946C59,3C05756E,3CA2D78F,43946C59,3C05756E,43946C59,3C05756E,40D066D2,00000000,40D066D2,00000000,00000000,0
12,27000.0,43,4394D50E,3C0A1FBF,3CA89BD3,4394D50E,3C0A1FBF,4394D50E,3C0A1FBF,40C82EF4,00000000,40C82EF4,00000000,00000000,0
12,27000.0,44,4395375E,3C0E9E05,3CAE2A7B,4395375E,3C0E9E05,4395375E,3C0E9E05,40C074AE,00000000,40C074AE,00000000,00000000,0
12,27000.0,45,439592ED,3C12E5B3,3CB37743,439592ED,3C12E5B3,439592ED,3C12E5B3,40B93EB9,00000000,40B93EB9,00000000,00000000,0
12,27000.0,46,4395E728,3C16E8E9,3CB87248,4395E728,3C16E8E9,4395E728,3C16E8E9,40B29729,00000000,40B29729,00000000,00000000,0
12,27000.0,47,43963330,3C1A94F3,3CBD066C,43963330,3C1A94F3,43963330,3C1A94F3,40AC8D94,00000000,40AC8D94,00000000,00000000,0
12,27000.0,48,439695E9,3C1C23A8,3CC03EF6,439695E9,3C1C23A8,439695E9,3C1C23A8,40A73BD4,00000000,40A73BD4,00000000,00000000,0
12,27000.0,49,4396A460,3C20B214,3CC3B0EE,4396A460,3C20B214,4396A460,3C20B214,40A2D418,00000000,40A2D418,00000000,00000000,0
13,27000.0,1,434F8000,3801CF73,00000000,434F8000,3801CF73,434F8000,3801CF73,4298FD93,41000000,4298FD93,41000000,00000000,0
13,27000.0,2,435B9DE1,39407E88,394FB353,435B9DE1,39407E88,435B9DE1,39407E88,4298FD93,41000000,4298FD93,41000000,00000000,0
13,27000.0,3,43581022,38AC67F0,38C1E3E8,43581022,38AC67F0,43581022,38AC67F0,428E4225,41000000,428E4225,41000000,00000000,0
13,27000.0,4,43585E78,388938FD,38A12734,43585E78,388938FD,43585E78,388938FD,4285F234,41000000,4285F234,41000000,00000000,0
13,27000.0,5,435EC2E5,38F3FF12,3919745D,435EC2E5,38F3FF12,435EC2E5,38F3FF12,427DF285,41000000,427DF285,41000000,00000000,0
13,27000.0,6,43646F73,3943A7F4,3983BE69,43646F73,3943A7F4,43646F73,3943A7F4,4271E511,41000000,4271E511,41000000,00000000,0
13,27000.0,7,43698733,399129C6,39D0F49E,43698733,399129C6,43698733,399129C6,426741F9,41000000,426741F9,41000000,00000000,0
13,27000.0,8,436E25A7,39CAFE36,3A1BD28A,436E25A7,39CAFE36,436E25A7,39CAFE36,425DB950,41000000,425DB950,41000000,00000000,0
13,27000.0,9,43726021,3A078C72,3A5D6590,43726021,3A078C72,43726021,3A078C72,425513C3,41000000,425513C3,41000000,00000000,0
13,27000.0,10,43764721,3A2E9910,3A9748F6,43764721,3A2E9910,43764721,3A2E9910,424D2949,41000000,424D2949,41000000,00000000,0
13,27000.0,11,4379E79A,3A619886,3AC84E36,4379E79A,3A619886,4379E79A,3A619886,4245DBF1,41000000,4245DBF1,41000000,00000000,0
13,27000.0,12,437D4906,3A9917EA,3B018C2C,437D4906,3A9917EA,437D4906,3A9917EA,423F14A6,41000000,423F14A6,41000000,00000000,0
13,27000.0,13,43803B15,3ACA061C,3B24CAFF,43803B15,3ACA061C,43803B15,3ACA061C,4238C14C,41000000,4238C14C,41000000,00000000,0
13,27000.0,14,4381BBEC,3B01E52C,3B4E10B3,4381BBEC,3B01E52C,4381BBEC,3B01E52C,4232D361,41000000,4232D361,41000000,00000000,0
13,27000.0,15,43832982,3B237996,3B7D25D6,43832982,3B237996,43832982,3B237996,422D3F14,41000000,422D3F14,41000000,00000000,0
13,27000.0,16,438485C3,3B4A000B,3B98BF76,438485C3,3B4A000B,438485C3,3B4A000B,4227FAA7,41000000,4227FAA7,41000000,00000000,0
13,27000.0,17,4385D235,3B75AB79,3BB51C96,4385D235,3B75AB79,4385D235,3B75AB79,4222FDF4,41000000,4222FDF4,41000000,00000000,0
13,27000.0,18,43871028,3B935097,3BD3100E,43871028,3B935097,43871028,3B935097,421E4222,41000000,421E4222,41000000,00000000,0
13,27000.0,19,438840A5,3BAE7716,3BF1D4CF,438840A5,3BAE7716,438840A5,3BAE7716,4219C153,41000000,4219C153,41000000,00000000,0
13,27000.0,20,438961B1,3BCC599E,3C085948,438961B1,3BCC599E,438961B1,3BCC599E,42157687,41000000,42157687,41000000,00000000,0
13,27000.0,21,438A74DF,3BED328F,3C186D8E,438A74DF,3BED328F,438A74DF,3BED328F,42115D67,41000000,42115D67,41000000,00000000,0
13,27000.0,22,438B7CAC,3C0869AF,3C294592,438B7CAC,3C0869AF,438B7CAC,3C0869AF,420D7230,41000000,420D7230,41000000,00000000,0
13,27000.0,23,438C79D1,3C1B99CD,3C3AD6B8,438C79D1,3C1B99CD,438C79D1,3C1B99CD,4209B199,41000000,4209B199,41000000,00000000,0
13,27000.0,24,438D6CF6,3C302396,3C4D165E,438D6CF6,3C302396,438D6CF6,3C302396,420618C2,41000000,420618C2,41000000,00000000,0
13,27000.0,25,438E56B0,3C45FF00,3C5FF965,438E56B0,3C45FF00,438E56B0,3C45FF00,4202A520,41000000,4202A520,41000000,00000000,0
13,27000.0,26,438F3777,3C59BB4F,3C7372E7,438F3777,3C59BB4F,438F3777,3C59BB4F,41FEA927,41000000,41FEA927,41000000,00000000,0
13,27000.0,27,43900FA0,3C604AEA,3C83B943,43900FA0,3C604AEA,43900FA0,3C604AEA,41F84B25,41000000,41F84B25,41000000,00000000,0
13,27000.0,28,4390DF97,3C65F883,3C8DF5AF,4390DF97,3C65F883,4390DF97,3C65F883,41F22CC8,41000000,41F22CC8,41000000,00000000,0
13,27000.0,29,4391A7B7,3C6ABE90,3C9867DC,4391A7B7,3C6ABE90,4391A7B7,3C6ABE90,41EC4B02,41000000,41EC4B02,41000000,00000000,0
13,27000.0,30,43926853,3C6E9963,3CA308CA,43926853,3C6E9963,43926853,3C6E9963,41E6A31A,41000000,41E6A31A,41000000,00000000,0
13,27000.0,31,439321B1,3C718733,3CADD135,439321B1,3C718733,439321B1,3C718733,41E132B6,41000000,41E132B6,41000000,00000000,0
13,27000.0,32,4393D413,3C73880B,3CB8B9B0,4393D413,3C73880B,4393D413,3C73880B,41DBF7B4,41000000,41DBF7B4,41000000,00000000,0
13,27000.0,33,43947FAE,3C749D9E,3CC3BA8F,43947FAE,3C749D9E,43947FAE,3C749D9E,41D6F043,41000000,41D6F043,41000000,00000000,0
13,27000.0,34,439524B5,3C74CBB9,3CCECBFD,439524B5,3C74CBB9,439524B5,3C74CBB9,41D21ACD,41000000,41D21ACD,41000000,00000000,0
13,27000.0,35,4395C34D,3C741772,3CD9E59D,4395C34D,3C741772,4395C34D,3C741772,41CD75FB,41000000,41CD75FB,41000000,00000000,0
13,27000.0,36,43965B98,3C72881A,3CE4FF16,43965B98,3C72881A,43965B98,3C72881A,41C900B1,41000000,41C900B1,41000000,00000000,0
13,27000.0,37,4396EDB1,3C7026A7,3CF00F56,4396EDB1,3C7026A7,4396EDB1,3C7026A7,41C4BA0D,41000000,41C4BA0D,41000000,00000000,0
13,27000.0,38,439779A7,3C6CFDCA,3CFB0D03,439779A7,3C6CFDCA,439779A7,3C6CFDCA,41C0A16E,41000000,41C0A16E,41000000,00000000,0
13,27000.0,39,4397FF86,3C691A87,3D02F71A,4397FF86,3C691A87,4397FF86,3C691A87,41BCB670,41000000,41BCB670,41000000,00000000,0
13,27000.0,40,43987F48,3C648B48,3D0853DF,43987F48,3C648B48,43987F48,3C648B48,41B8F8FE,41000000,41B8F8FE,41000000,00000000,0
13,27000.0,41,4398F8F4,3C699ABA,3D0D97FB,4398F8F4,3C699ABA,4398F8F4,3C699ABA,41B568F1,41000000,41B568F1,41000000,00000000,0
13,27000.0,42,43946C59,3C05756E,3CA2D78F,43946C59,3C05756E,43946C59,3C05756E,41B2268F,41000000,41B2268F,41000000,00000000,0
13,27000.0,43,4394D50E,3C0A1FBF,3CA89BD3,4394D50E,3C0A1FBF,4394D50E,3C0A1FBF,41AF119B,41000000,41AF119B,41000000,00000000,0
13,27000.0,44,4395375E,3C0E9E05,3CAE2A7B,4395375E,3C0E9E05,4395375E,3C0E9E05,41AC2BC1,41000000,41AC2BC1,41000000,00000000,0
13,27000.0,45,439592ED,3C12E5B3,3CB37743,439592ED,3C12E5B3,439592ED,3C12E5B3,41A97785,41000000,41A97785,41000000,00000000,0
13,27000.0,46,4395E728,3C16E8E9,3CB87248,4395E728,3C16E8E9,4395E728,3C16E8E9,41A6F8AF,41000000,41A6F8AF,41000000,00000000,0
13,27000.0,47,43963330,3C1A94F3,3CBD066C,43963330,3C1A94F3,43963330,3C1A94F3,41A4B517,41000000,41A4B517,41000000,00000000,0
13,27000.0,48,439695E9,3C1C23A8,3CC03EF6,439695E9,3C1C23A8,439695E9,3C1C23A8,41A2B66F,41000000,41A2B66F,41000000,00000000,0
13,27000.0,49,4396A460,3C20B214,3CC3B0EE,4396A460,3C20B214,4396A460,3C20B214,41A10F89,41000000,41A10F89,41000000,00000000,0
14,27000.0,1,434D8000,37A8FFF8,00000000,434D8000,37A8FFF8,434D8000,37A8FFF8,42299A62,00000000,42299A62,00000000,00000000,0
14,27000.0,2,435997E4,39111644,391F7CEC,435997E4,39111644,435997E4,39111644,42299A62,00000000,42299A62,00000000,00000000,0
14,27000.0,3,435604D2,387D8A23,38931DAF,435604D2,387D8A23,435604D2,387D8A23,421B6E77,00000000,421B6E77,00000000,00000000,0
14,27000.0,4,435707F8,385B3603,3886AAFD,435707F8,385B3603,435707F8,385B3603,42106B00,00000000,42106B00,00000000,00000000,0
14,27000.0,5,435D647B,38C27BBC,390115D3,435D647B,38C27BBC,435D647B,38C27BBC,42072E04,00000000,42072E04,00000000,00000000,0
14,27000.0,6,43630A7B,391BBE1B,395EE934,43630A7B,391BBE1B,43630A7B,391BBE1B,41FE63F2,00000000,41FE63F2,00000000,00000000,0
14,27000.0,7,43681C81,3966DC75,39B1A4BD,43681C81,3966DC75,43681C81,3966DC75,41F04C02,00000000,41F04C02,00000000,00000000,0
14,27000.0,8,436CB5B2,39A1405A,3A050667,436CB5B2,39A1405A,436CB5B2,39A1405A,41E3AA51,00000000,41E3AA51,00000000,00000000,0
14,27000.0,9,4370EB06,39D71876,3A3DAB20,4370EB06,39D71876,4370EB06,39D71876,41D83593,00000000,41D83593,00000000,00000000,0
14,27000.0,10,4374CCDF,3A0A553E,3A81FBEE,4374CCDF,3A0A553E,4374CCDF,3A0A553E,41CDB8BE,00000000,41CDB8BE,00000000,00000000,0
14,27000.0,11,4378680B,3A35CD1E,3AAC84D0,4378680B,3A35CD1E,4378680B,3A35CD1E,41C40C22,00000000,41C40C22,00000000,00000000,0
14,27000.0,12,437BC5E3,3A78F6FF,3ADF230D,437BC5E3,3A78F6FF,437BC5E3,3A78F6FF,41BB1133,00000000,41BB1133,00000000,00000000,0
14,27000.0,13,437EECAA,3AA620E8,3B0DD1CE,437EECAA,3AA620E8,437EECAA,3AA620E8,41B2AFF0,00000000,41B2AFF0,00000000,00000000,0
14,27000.0,14,4380F3BE,3AD79E8F,3B3175A8,4380F3BE,3AD79E8F,4380F3BE,3AD79E8F,41AAD523,00000000,41AAD523,00000000,00000000,0
14,27000.0,15,43825DD1,3B08B9C1,3B5A6D61,43825DD1,3B08B9C1,43825DD1,3B08B9C1,41A37124,00000000,41A37124,00000000,00000000,0
14,27000.0,16,4383B691,3B2A0B78,3B843246,4383B691,3B2A0B78,4383B691,3B2A0B78,419C770C,00000000,419C770C,00000000,00000000,0
14,27000.0,17,4384FF8F,3B4FF6CF,3B9D5F96,4384FF8F,3B4FF6CF,4384FF8F,3B4FF6CF,4195DC10,00000000,4195DC10,00000000,00000000,0
