case,dx,k,ztp1,zqp1,zqsat,pgeo,pgeoh,pverv,ptte,pqte
8,9000.0,48,43969AF0,3CB67400,3CC3AA28,44425071,448BB0AF,BB2B5A02,36A74E19,32AB5205
8,9000.0,49,4396C000,3CB8697E,3CC5C0E4,435A7F09,43DA7F09,BA41B38D,36A7C5AC,32ABCC77
9,9000.0,1,434D8000,3792778A,380E1A9C,483F558B,484B86B5,80000000,00000000,00000000
9,9000.0,2,434D8000,374EEC2E,37C8C349,482AA827,48332462,80000000,00000000,00000000
9,9000.0,3,43506AB0,376ED7CA,37EE24BA,481B93B5,48222BEC,BAA3DAF7,341691A7,301A2EC0
9,9000.0,4,4357EC4A,3800AFAD,3889FD5D,480F7368,4814FB7D,BBDAB6C5,350683BF,3109BE35
9,9000.0,5,435E691E,386D0014,3907983E,48052369,4809EB52,BC7BE8AC,355A3D9F,315F7A7F
9,9000.0,6,436422DF,38C3CBC9,396D7E27,47F846AE,48005B80,BCC69581,35921102,31959271
9,9000.0,7,43694494,39157BAF,39BF2038,47E84626,47EFD65D,BD06D6FE,35B32E0F,31B77AF1
9,9000.0,8,436DEC05,39570846,3A1036E8,47D9D9EA,47E0B5EE,BD28AC0F,35D13628,31D63B8E
9,9000.0,9,43722EBC,3993A322,3A4EE70F,47CCB657,47D2FDE7,BD482CE6,35ECB44E,31F2629E
9,9000.0,10,43761CD8,39CFC3CA,3A8E8250,47C0A3EB,47C66EC7,BD64F6F8,3603083F,32062D4F
9,9000.0,11,4379C2BF,3A176328,3ABDE21F,47B5789E,47BAD90E,BD7ED0CB,360ECD61,32123AC1
9,9000.0,12,437D2A2F,3A5295F3,3AF6FA79,47AB13CC,47B0182D,BD8AD023,3619C8F9,321D79D5
9,9000.0,13,43802D7B,3A8D2A27,3B1DC27D,47A15B9D,47A60F6D,BD94AFC7,36241435,3228044F
9,9000.0,14,4381ADB6,3AB7A99C,3B45B32E,47983B31,479CA7CE,BD9D0BF0,362DC395,3231EF31
9,9000.0,15,43831869,3AE91275,3B72F491,478FA173,4793CE94,BDA3EE8B,3636E7FE,323B4BC5
9,9000.0,16,43846FC4,3B10CE83,3B927101,47878034,478B7451,BDA96548,363F8F96,32442889
9,9000.0,17,4385B59E,3B30B8CF,3BAD48A4,477F9724,47838C18,BDAD8075,3647C63C,324C91A6
9,9000.0,18,4386EB8B,3B54554C,3BC96CE4,4770F2F6,4778161A,BDB05208,364F961D,32549186
9,9000.0,19,438812E3,3B7BA9FA,3BE62D6A,476302A4,4769CFD1,BDB1ED12,365707E6,325C310D
9,9000.0,20,43892CD1,3B935B66,3C0189F6,4755B75E,475C3576,BDB26536,365E231E,326377EE
9,9000.0,21,438A3A57,3BAABAB8,3C109814,47490452,474F3948,BDB1CE4B,3664EE4B,326A6CD9
9,9000.0,22,438B3C58,3BC3ED2A,3C204FA2,473CDE51,4742CF5C,BDB03C25,366B6F22,327115A4
9,9000.0,23,438C339A,3BDEEA32,3C30A618,47313B96,4736ED46,BDADC250,3671AAA1,3277776E
9,9000.0,24,438D20CB,3BFBA6CB,3C4190A2,47261389,472B89E6,BDAA73FE,3677A531,327D96B9
9,9000.0,25,438E0484,3C0BE355,3C53040F,471B5EAA,47209D2E,BDA665C4,367D629F,3281BBB6
9,9000.0,26,438EDF46,3C17D3BE,3C64F43A,4711167A,47162027,BDA1ACA3,3681731C,32848E73
9,9000.0,27,438FB18A,3C241311,3C775574,47073531,470C0CCC,BD9C5623,36841982,32874521
9,9000.0,28,43907BBA,3C309986,3C850DD5,46FB6B35,47025D96,BD967320,3686A5D7,3289E11E
9,9000.0,29,43913E35,3C3D5F3E,3C8E9D58,46E9262A,46F21B3E,BD9013D1,3689194F,328C63A5
9,9000.0,30,4391F94C,3C4A5BD9,3C9852CF,46D7931B,46E03116,BD8947C9,368B74F1,328ECDC3
9,9000.0,31,4392AD4A,3C578708,3CA227EE,46C6AADB,46CEF520,BD821E01,368DB9AA,3291206D
9,9000.0,32,43935A6E,3C64D7FD,3CAC15FD,46B6671D,46BE6096,BD7549AC,368FE849,32935C73
9,9000.0,33,439400EF,3C7245A1,3CB61624,46A6C270,46AE6DA3,BD65D446,3692017C,3295828B
9,9000.0,34,4394A0FA,3C7FC642,3CC0211B,4697B833,469F173E,BD55F67D,369405D8,3297934C
9,9000.0,35,43953AB5,3C86A7E7,3CCA2F62,46894487,46905928,BD45CA22,3695F5D7,32998F33
9,9000.0,36,4395CE3F,3C8D6BEB,3CD43936,4676C89B,46822FE7,BD35683C,3697D1DB,329B76A3
9,9000.0,37,43965BAB,3C94295E,3CDE3604,465C2A5C,46693169,BD24E948,36999A26,329D49E1
9,9000.0,38,4392DF2F,3C827507,3C8EB55A,464305F7,464F234E,BD190248,369B4277,329EFC61
9,9000.0,39,43935CD3,3C8A31FA,3C94F87E,462B55DD,4636E8A2,BD089FF4,369CD7D3,32A09B78
9,9000.0,40,4393D48A,3C9083DF,3C9B22D0,4614BBFC,461FC317,BCF0D8B4,369E5A12,32A226FC
9,9000.0,41,4394463E,3C9628FD,3CA12C7D,45FE772C,4609B4E1,BCD0FAAA,369FC8EB,32A39EA3
9,9000.0,42,4394B1C7,3C9BA7BE,3CA70C84,45D5B4B1,45E98497,BCB1D619,36A123E1,32A501ED
9,9000.0,43,439516EC,3CA0F6A3,3CACB8C2,45AF427D,45C1E4CB,BC93A207,36A26A36,32A65017
9,9000.0,44,43957553,3CA609F3,3CB224D5,458B3BE2,459CA02E,BC6D379F,36A39AC9,32A787F9
9,9000.0,45,4395CC77,3CAAD321,3CB74134,45539398,4573AF2C,BC36169C,36A4B3EE,32A8A7DE
9,9000.0,46,43961B8A,3CAF3EA8,3CBBF91E,45165521,45337804,BC029446,36A5B30E,32A9AD1D
9,9000.0,47,43966139,3CB32FE1,3CC02E29,44BF0A94,44F2647A,BBA74C5C,36A693E1,32AA9355
9,9000.0,48,43969AF0,3CB67400,3CC3AA28,44425071,448BB0AF,BB2B5A02,36A74E19,32AB5205
9,9000.0,49,4396C000,3CB8697E,3CC5C0E4,435A7F09,43DA7F09,BA41B38D,36A7C5AC,32ABCC77
10,9000.0,1,434E0000,37B52427,381904FB,483F9D3D,484BD602,80000000,00000000,00000000
10,9000.0,2,434E0000,377FE8A1,37D82F1E,482AE2F6,4833647A,80000000,00000000,00000000
10,9000.0,3,4350CA7E,3790E654,37FB5056,481BC631,48226171,BA9C86B1,341013BE,301388F4
10,9000.0,4,43584F8E,381BC877,38915473,480FA04F,48152AF1,BBD678DD,350510E0,3108426F
10,9000.0,5,435ECF60,388F30E3,390E93CD,48054B8F,480A15AD,BC799ACB,3558F16B,315E2651
10,9000.0,6,43648BC8,38EC3D49,397963B9,47F88EA7,48008170,BCC561EA,35917C01,3194F9DD
10,9000.0,7,4369AFDF,3934223E,39C878F7,47E886B3,47F01A6E,BD063A8C,35B2A870,31B6F21D
10,9000.0,8,436E597C,39816C27,3A171E89,47DA13C1,47E0F2F8,BD280F48,35D0BE8B,31D5C112
10,9000.0,9,43729E32,39B18D58,3A589F9C,47CCEA09,47D3348A,BD479111,35EC4998,31F1F558
10,9000.0,10,43768E29,39F555D1,3A95179C,47C0D1EF,47C69F87,BD645CB6,3602D8DF,3205FCCC
10,9000.0,11,437A35CA,3A2D5567,3AC6857E,47B5A15B,47BB0458,BD7E384C,360EA393,32120FF3
10,9000.0,12,437D9ED8,3A6B824A,3B012A63,47AB379C,47B03E5F,BD8A84A5,3619A464,321D545F
10,9000.0,13,43806892,3A9AF710,3B24FF19,47A17ACA,47A630D9,BD9464CC,3623F48C,3227E3E3
10,9000.0,14,4381E986,3AC69973,3B4EA648,47985600,479CC4BC,BD9CC120,362DA88F,3231D385
10,9000.0,15,438354E7,3AF8E49D,3B7DB576,478FB822,4793E745,BDA3A38D,3636D15B,323B3497
10,9000.0,16,4384ACE7,3B1902DC,3B98BA90,478792FB,478B88FF,BDA919C4,363F7D1C,3244159E
10,9000.0,17,4385F35F,3B390DA9,3BB472A7,477FB546,47839CF7,BDAD340A,3647B7BA,324C82CB
10,9000.0,18,438729E1,3B5C9B4A,3BD1622F,47710A0B,4778309E,BDB00465,364F8B5C,32548683
10,9000.0,19,438851C7,3B81D71A,3BEECBC1,47631302,4769E376,BDB19DE7,365700BB,325C29B6
10,9000.0,20,43896C3C,3B972197,3C064297,4755C15A,475C428E,BDB21442,365E1F5D,32637416
10,9000.0,21,438A7A43,3BAE28C7,3C15D0BC,47490836,474F4024,BDB17B59,3664EDCB,326A6C55
10,9000.0,22,438B7CBF,3BC6E5E4,3C260CA9,473CDC66,4742D046,BDAFE703,366B71BC,3271184E
10,9000.0,23,438C7476,3BE14FB7,3C36EB6D,47313424,4736E887,BDAD6ADA,3671B02F,32777D1E
10,9000.0,24,438D6217,3BFD5AE2,3C4861E3,472606D3,472B7FC0,BDAA1A19,3677AD8E,327D9F4A
10,9000.0,25,438E463A,3C0C725C,3C5A6460,471B4CEB,47208DE4,BDA6092D,367D6DAD,3281C15F
10,9000.0,26,438F2163,3C186781,3C6CE6A2,4710FFEA,47160BF3,BDA14CB6,368179EE,3284956F
10,9000.0,27,438FF40A,3C24AB42,3C7FDC7F,47071A01,470BF3E1,BD9BF2C7,36842192,32874D62
10,9000.0,28,4390BE98,3C3135C2,3C899CB2,46FB2BEE,47024021,BD960C47,3686AF19,3289EA99
10,9000.0,29,4391816E,3C3DFF51,3C937881,46E8DE54,46F1D79A,BD8FA96E,368923B6,328C6E4C
10,9000.0,30,43923CDE,3C4AFFAB,3C9D7B1D,46D74307,46DFE50D,BD88D9D8,368B8073,328ED98D
10,9000.0,31,43906DE1,3C3686CC,3C73B479,46C679DA,46CEA101,BD84310A,368DBB91,3291225F
10,9000.0,32,4391182A,3C45B4E8,3C817EAB,46B67AE5,46BE52B5,BD797FD4,368FE0F9,329354F7
10,9000.0,33,4391BBEF,3C55471D,3C8933A7,46A7181B,46AEA314,BD6A1B21,3691F15A,32957207
10,9000.0,34,4392595D,3C653061,3C90F38F,46984CE8,469F8D22,BD5A4E66,3693ED48,32977A25
10,9000.0,35,4392F099,3C756296,3C98B877,468A157B,46910CAE,BD4A3340,3695D53A,32996DCD
10,9000.0,36,439381C2,3C82E757,3CA07C55,4678DD7E,46831E48,BD39E285,3697A990,329B4D60
10,9000.0,37,43940CEA,3C8B31D9,3CA83860,465EACCB,466B7E6B,BD29748B,36996A8B,329D1922
10,9000.0,38,43949220,3C9387F2,3CAFE5CD,464595E0,4651DB2A,BD19013F,369B1854,329ED13B
10,9000.0,39,43951163,3C9BDF72,3CB77CBA,462D9781,46395098,BD08A081,369CB2ED,32A075B0
10,9000.0,40,43958AA9,3CA2FF04,3CBEF4B4,4616B299,4621DE69,BCF0DAA4,369E3A33,32A20659
10,9000.0,41,4395FDD9,3CA9475A,3CC64422,4600EA7B,460B86C9,BCD0FD45,369FADD6,32A382E8
10,9000.0,42,43966ACC,3CAF64A7,3CCD605B,45D889F5,45EC9C5B,BCB1D8BC,36A10D59,32A4EADA
10,9000.0,43,4396D145,3CB54C2A,3CD43D07,45B19674,45C4778E,BC93A44E,36A257F9,32A63D6A
10,9000.0,44,439730EB,3CBAF122,3CDACB65,458D163C,459EB55B,BC6D3B13,36A38C93,32A7796C
10,9000.0,45,43978937,3CC04366,3CE0F8D8,455665A6,4576EE37,BC3618E0,36A4A972,32A89D21
10,9000.0,46,4397D957,3CC52D34,3CE6AC47,451856F9,4535DD15,BC029582,36A5ABF7,32A9A5DA
10,9000.0,47,43981FF4,3CC98ED0,3CEBC10B,44C19874,44F5A1BB,BBA74D5B,36A68FCA,32AA8F25
10,9000.0,48,43985A71,3CCD2FB6,3CEFF5D9,4444EA35,448D8F2D,BB2B5A65,36A74C7F,32AB5061
10,9000.0,49,43988000,3CCF5BEC,3CF27A25,435D6C1F,43DD6C1F,BA41B38A,36A7C5AC,32ABCC77
11,9000.0,1,43518000,37919F22,387E41C3,4841C680,484E346B,80000000,00000000,00000000
11,9000.0,2,43518000,374DB93D,38339AD0,482CB213,48355896,80000000,00000000,00000000
11,9000.0,3,43534498,374911C4,38328BC9,481D5C41,48240B90,BB441DD1,34B687A9,2FBAE920
11,9000.0,4,435AE07A,37D4F799,38CBCFB9,4811117E,4816ACF1,BCB4992B,35F206EC,30F7D5F0
11,9000.0,5,43617403,3841730E,3945D9F0,48069D65,480B760A,BD673329,364DE26D,3152D361
11,9000.0,6,436741CE,389E09BD,39AB85F4,47FAFBA7,4801C4BF,BDBBD2B1,368C64B0,318FC344
11,9000.0,7,436C7575,38EF0DEB,3A08DA3E,47EAC322,47F26DCE,BE0168D1,36ADF58E,31B2225C
11,9000.0,8,43712D2A,392A9045,3A4CFDAB,47DC2479,47E31876,BE234CF5,36CC669D,31D14E74
11,9000.0,9,43757EC2,3968956F,3A9216EC,47CED2FF,47D5307C,BE42EFDF,36E844C5,31EDD7D4
11,9000.0,10,43797A92,399E0BA7,3AC8142E,47C29674,47C87582,BE5FE8B6,3700FCB0,3204152F
11,9000.0,11,437D2D28,39E27591,3B05163F,47B74443,47BCB766,BE79F8F6,370CEAC0,32104C8C
11,9000.0,12,43805033,3A1B68DF,3B2D61CC,47ACBB59,47B1D11E,BE888157,37180C6D,321BB29D
11,9000.0,13,4381EE19,3A4E13DF,3B5CDE13,47A2E186,47A7A594,BE927EAA,37227B38,32266181
11,9000.0,14,4383737E,3A84D3A5,3B898323,4799A1A6,479E1D78,BE9AF81A,372C4BE3,32306E7A
11,9000.0,15,4384E308,3AA73BAC,3BA77399,4790EA6A,479525D4,BEA1F6F1,37358F8E,3239EB10
11,9000.0,16,43863EF2,3ACE61EF,3BC793B8,4788AD77,478CAF01,BEA78870,373E548A,3242E5EE
11,9000.0,17,43878916,3AFA5B81,3BE9070C,4780DEC0,4784ABEC,BEABBC9A,3746A6E4,324B6B69
11,9000.0,18,4388C30F,3B159AB0,3C05685F,4772E828,477A2328,BEAEA550,374E90E2,32538607
11,9000.0,19,4389EE39,3B3079A2,3C16D6DC,4764C973,476BAD26,BEB05595,37561B52,325B3ECB
11,9000.0,20,438B0BC3,3B4DC8CC,3C292A35,47575263,475DE5BF,BEB0E10E,375D4DD3,32629D84
11,9000.0,21,438C1CB2,3B6D8279,3C3C553F,474A75F8,4750BF07,BEB05BAE,37642F00,3269A8F6
11,9000.0,22,438D21EB,3B87CED1,3C504A8D,473E28DF,47442CE8,BEAED95A,376AC4A1,3270670B
11,9000.0,23,438E1C38,3B9A0722,3C64FC86,47326136,473824D7,BEAC6DC6,377113C2,3276DCF0
11,9000.0,24,438F0C4A,3BAD6298,3C7A5D3F,47271646,472C9D95,BEA92C3B,377720DC,327D0F37
11,9000.0,25,438FF2BA,3BC0BB07,3C882F12,471C406D,47218EF9,BEA5287C,377CEFD7,328180F1
11,9000.0,26,4390D010,3BD0E57C,3C937839,4711D901,4716F1E1,BEA07740,37814209,32845C33
11,9000.0,27,4391A4C6,3BE17754,3C9F02B0,4707DA20,470CC022,BE9B2749,3783F051,32871AF3
11,9000.0,28,43927146,3BF2662F,3CAAC6C0,46FC7CF6,4702F41D,BE954996,37868420,3289BE97
11,9000.0,29,439335F3,3C01D403,3CB6BD13,46EA02C1,46F311B3,BE8EEE76,3788FEAA,328C485D
11,9000.0,30,4393F31E,3C0A98D6,3CC2DD83,46D83D56,46E0F3D0,BE8825A1,378B6101,328EB959
11,9000.0,31,4394A914,3C137C2D,3CCF205E,46C72565,46CF86DA,BE80FE2B,378DAC13,32911282
11,9000.0,32,43955814,3C1C7826,3CDB7D46,46B6B484,46BEC3EE,BE730D14,378FE0B2,329354AE
11,9000.0,33,43960057,3C2586D4,3CE7EBE5,46A6E52B,46AEA51A,BE639963,3791FF92,32958095
11,9000.0,34,4396A20B,3C2EA1D7,3CF46358,4697B299,469F253B,BE53BC19,3794094A,329796D3
11,9000.0,35,43973D58,3C37C29B,3D006D4C,468918DB,46903FF8,BE438F30,3795FE58,329997E8
11,9000.0,36,4397D25B,3C40E1FA,3D06A3F8,46762977,4681F1BF,BE332BD6,3797DF20,329B8439
11,9000.0,37,43925BB4,3C6BB4D2,3C88614B,465BC891,46686F70,BE2985E4,37999A42,329D49FE
11,9000.0,38,4392DF31,3C7F4B56,3C8EB57F,46430505,464F21B2,BE1909E6,379B427B,329EFC66
11,9000.0,39,43935CD3,3C898DE5,3C94F87E,462B55B8,4636E858,BE08A18B,379CD7D3,32A09B78
11,9000.0,40,4393D48A,3C9083DF,3C9B22D0,4614BBFC,461FC317,BDF0D8B4,379E5A12,32A226FC
11,9000.0,41,4394463E,3C9628FD,3CA12C7D,45FE772C,4609B4E1,BDD0FAAA,379FC8EB,32A39EA3
11,9000.0,42,4394B1C7,3C9BA7BE,3CA70C84,45D5B4B1,45E98497,BDB1D619,37A123E1,32A501ED
11,9000.0,43,439516EC,3CA0F6A3,3CACB8C2,45AF427D,45C1E4CB,BD93A207,37A26A36,32A65017
11,9000.0,44,43957553,3CA609F3,3CB224D5,458B3BE2,459CA02E,BD6D379F,37A39AC9,32A787F9
11,9000.0,45,4395CC77,3CAAD321,3CB74134,45539398,4573AF2C,BD36169C,37A4B3EE,32A8A7DE
11,9000.0,46,43961B8A,3CAF3EA8,3CBBF91E,45165521,45337804,BD029446,37A5B30E,32A9AD1D
11,9000.0,47,43966139,3CB32FE1,3CC02E29,44BF0A94,44F2647A,BCA74C5C,37A693E1,32AA9355
11,9000.0,48,43969AF0,3CB67400,3CC3AA28,44425071,448BB0AF,BC2B5A02,37A74E19,32AB5205
11,9000.0,49,4396C000,3CB8697E,3CC5C0E4,435A7F09,43DA7F09,BB41B38D,37A7C5AC,32ABCC77
12,9000.0,1,434E8000,37C21422,3824B64C,48400649,484C46A6,80000000,00000000,00000000
12,9000.0,2,434E8000,378917C1,37E8B400,482B3F1F,4833C5ED,80000000,00000000,00000000
12,9000.0,3,435112A6,379678CB,3802D6B4,481C1AC8,4822B851,BB901F7F,3504D0E5,300800EB
12,9000.0,4,43589A4E,38217E9E,3897183E,480FF0B3,48157D3F,BCCF4CAE,360261BB,310582CC
12,9000.0,5,435F1C60,38943D04,39140DAE,48059860,480A6427,BD75BA9F,36565F46,315B8460
12,9000.0,6,4364DAC5,38F44B10,39815A92,47F9220D,4800CC99,BDC363D4,36903FC1,3193B605
12,9000.0,7,436A00A5,393A1991,39CFC901,47E9148B,47F0AAE6,BE053DBA,36B177B2,31B5BA0E
12,9000.0,8,436EABE0,398599F5,3A1C8405,47DA9C95,47E17E2E,BE271BF5,36CF983F,31D493B6
12,9000.0,9,4372F212,39B72837,3A6036AD,47CD6E4B,47D3BAFC,BE46ACE3,36EB2CDA,31F0D1C4
12,9000.0,10,4376E369,3A01E4C5,3A9A3A48,47C151FA,47C7219A,BE638B7B,37024EF2,32056F8F
12,9000.0,11,437A8C5B,3A44990F,3ACD4574,47B61D6E,47BB825A,BE7D7B60,370E1DE5,32118710
12,9000.0,12,437DF6B0,3A8C7533,3B059B26,47ABAFDE,47B0B881,BE8A30C3,371922D2,321CCFB0
12,9000.0,13,4380951E,3AC01DF3,3B2AA7AD,47A1EF54,47A6A73A,BE941B63,37237701,32276355
12,9000.0,14,438216B1,3AFDDBB7,3B55A537,4798C6DD,479D376E,BE9C81A0,372D2F08,32315713
12,9000.0,15,438382B2,3B2313BE,3B830EE2,47902551,4794564D,BEA36CF9,37365BDF,323ABC49
12,9000.0,16,4384DB55,3B4CB026,3B9DA5CC,4787FC72,478BF456,BEA8EAD3,373F0BBC,3243A185
12,9000.0,17,43862273,3B7BE5CC,3BBA0ED2,4780404E,4784048E,BEAD0B32,37474A8C,324C12FE
12,9000.0,18,438759A2,3B98662A,3BD79FEA,4771CD90,4778F81C,BEAFDFE3,374F2287,32541B2A
12,9000.0,19,4388823A,3BB5B7D3,3BF590D2,4763CE73,476AA304,BEB17BDB,37569C68,325BC2FA
12,9000.0,20,43899D6A,3BD5E966,3C0A06A9,47567462,475CF9E1,BEB1F2B2,375DBFBA,32631227
12,9000.0,21,438AAC33,3BF8F6EE,3C1A02A1,4749B27A,474FEEE4,BEB1583F,3764930F,326A0F6C
12,9000.0,22,438BAF7B,3C0F6C5F,3C2AB29D,473D7D82,47437611,BEAFC060,376B1C21,3270C0A5
12,9000.0,23,438CA807,3C23C125,3C3C0BA5,4731CBA9,473784F3,BEAD3EB6,37715FF1,32772AF3
12,9000.0,24,438D9687,3C3971BD,3C4E02BB,4726944E,472C125F,BEA9E696,377762EF,327D52E0
12,9000.0,25,438E7B8C,3C4C0DAE,3C608B6F,471BD013,4721163E,BEA5D21D,377D28BE,32819E14
12,9000.0,26,438F5782,3C5256E8,3C73966A,47117922,471689E7,BEA12254,37815A0E,328474CB
12,9000.0,27,43902AE1,3C57C211,3C838B61,47078A3D,470C685C,BE9BD653,37840405,32872F20
12,9000.0,28,4390F612,3C5C496C,3C8D7F93,46FBFC70,4702AC1E,BE95FEED,37869398,3289CE6F
12,9000.0,29,4391B973,3C5FE93D,3C97A107,46E9A0F5,46F2A0A3,BE8FAC40,378909F5,328C53ED
12,9000.0,30,43927556,3C629FAA,3CA1E8C6,46D7F9F0,46E0A146,BE88EDC2,378B6826,328EC0AB
12,9000.0,31,43932A03,3C646C9E,3CAC4FA3,46C7003E,46CF529A,BE81D249,378DAF17,32911599
12,9000.0,32,4393D7BB,3C655224,3CB6CE70,46B6AD97,46BEADE2,BE74D00A,378FDF93,32935388
12,9000.0,33,43947EB4,3C6553CB,3CC15D8B,46A6FC8D,46AEAD4C,BE65793C,3791FA4A,32957B2E
12,9000.0,34,43951F1C,3C6476F8,3CCBF52B,4697E877,469F4BCE,BE55BA6B,3793FFD4,32978D23
12,9000.0,35,4395B91A,3C62C2F1,3CD68D37,46896D6E,46908520,BE45ACF9,3795F0AA,329989E6
12,9000.0,36,43964CCC,3C6040B5,3CE11D2C,46771088,468255BB,BE356979,3797CD30,329B71DB
12,9000.0,37,4396DA49,3C5CFB51,3CEB9C38,465C6D22,4669759A,BE2507F7,379995AD,329D454D
12,9000.0,38,4397619C,3C58FF6C,3CF6008D,4642ED6A,464F64A9,BE14A01C,379B4A4B,329F0466
12,9000.0,39,4397E2CB,3C545C4E,3D002026,462A8FDA,4636762B,BE044973,379CEB15,32A0AF30
12,9000.0,40,4393D9CA,3BFBCB75,3C9B86F8,4613B363,461EA98A,BDF0A364,379E6B03,32A23855
12,9000.0,41,43944AC7,3C02D1E8,3CA185CC,45FCA980,4608BD3C,BDD0D1F3,379FD78F,32A3ADA1
12,9000.0,42,4394B59E,3C079CE1,3CA75A64,45D429B6,45E7D886,BDB1B84B,37A13042,32A50E9A
12,9000.0,43,43951A13,3C0C3E0F,3CACFA80,45ADF8E5,45C07AE6,BD938D59,37A27461,32A65A80
12,9000.0,44,439577D1,3C10AB73,3CB25A23,458A31CB,459B76E4,BD6D1CEC,37A3A2D2,32A79033
12,9000.0,45,4395CE53,3C14D82B,3CB769E9,4551F944,4571D966,BD360709,37A4B9EF,32A8AE03
12,9000.0,46,43961CD0,3C18B34D,3CBC1599,45152DB9,45321920,BD028C80,37A5B729,32A9B151
12,9000.0,47,439661F6,3C1C23A8,3CC03EF6,44BD8EF7,44F084A4,BCA74682,37A69645,32AA95C8
12,9000.0,48,43969B3B,3C1EFD0F,3CC3B0EE,4440CB01,448A9949,BC2B57BF,37A74F09,32AB52FB
12,9000.0,49,4396C000,3C20B214,3CC5C0E4,4358C6DC,43D8C6DC,BB41B390,37A7C5AC,32ABCC77
13,9000.0,1,434F8000,3801CF73,383EA2A0,4840B871,484D0801,80000000,00000000,00000000
13,9000.0,2,434F8000,37B763C6,3806A9D4,482BD77F,483468E1,80000000,00000000,00000000
13,9000.0,3,4351B99E,37BF7B01,380F99EF,481CA34B,4823461D,BB7891D7,34E5B9B6,2FEB3D25
13,9000.0,4,4359474E,384CB1F7,38A542A4,48106F7A,48160078,BCC3D029,35FC6501,310139DC
13,9000.0,5,435FCE96,38BB4D84,39217BA0,48060EDE,480ADE7D,BD6F8004,3652735D,3157805F
13,9000.0,6,43659199,3919F02E,398CC2EF,47FA008B,48013F40,BDC02AC4,368E6796,3191D286
13,9000.0,7,436ABB9F,396A0792,39E1AAA7,47E9E61E,47F18297,BE03A077,36AFBA4E,31B3F1FA
13,9000.0,8,436F6AA1,39A7B2F8,3A29B29A,47DB6279,47E249A3,BE2587C5,36CDF33D,31D2E499
13,9000.0,9,4373B44E,39E58877,3A72BD17,47CE297C,47D47B4D,BE4528DC,36E99E4A,31EF39A4
13,9000.0,10,4377A8DD,3A1E7D44,3AA6C095,47C2034D,47C7D7AB,BE621CCE,3701920D,3204AE22
13,9000.0,11,437B54D0,3A6799C9,3ADDCD52,47B6C593,47BC2EEE,BE7C2551,370D6AB3,3210CF91
13,9000.0,12,437EC1F7,3AA157F6,3B1073EC,47AC4F6E,47B15C39,BE89930F,371878B9,321C2182
13,9000.0,13,4380FC16,3AD8838D,3B386D4D,47A286D1,47A742A3,BE938B82,3722D57A,3226BDEE
13,9000.0,14,43827EEA,3B0CEB72,3B6697B2,479956BC,479DCB01,BE9BFFAF,372C959E,3230B9FA
13,9000.0,15,4383EC1E,3B32DF55,3B8D2F1B,4790ADF7,4794E278,BEA2F8C9,3735CA28,323A2713
13,9000.0,16,438545E3,3B5E466D,3BA96A10,47887E3A,478C7977,BEA883FF,373E815A,324313D1
13,9000.0,17,43868E17,3B879F22,3BC75E99,4780BB8A,478482FC,BEACB129,3746C72B,324B8C76
13,9000.0,18,4387C64F,3BA2EC84,3BE64A3D,4772B785,4779E82E,BEAF9200,374EA5D6,32539B7B
13,9000.0,19,4388EFE6,3BC10F3E,3C02B418,4764AC6E,476B86DC,BEB13963,37562621,325B49DC
13,9000.0,20,438A0C09,3BE20679,3C12D783,475746E3,475DD200,BEB1BADC,375D4F9B,32629F57
13,9000.0,21,438B1BBE,3C02E67E,3C23C261,474A79F5,4750BBC6,BEB12A45,376428D9,3269A2A9
13,9000.0,22,438C1FE6,3C162C6B,3C356956,473E3A65,47443825,BEAF9B79,376AB79A,327059B5
13,9000.0,23,438D194B,3C2ACE67,3C47C12F,47327E5A,47383CA3,BEAD2222,377100E4,3276C99E
13,9000.0,24,438E089D,3C40C3E1,3C5ABE46,47273D2E,472CC010,BEA9D194,37770926,327CF6F0
13,9000.0,25,438EEE6D,3C549BE3,3C6E537B,471C6F72,4721BA4D,BEA5C252,377CD418,328172BD
13,9000.0,26,438FCB28,3C5B4916,3C813859,47120F49,47172496,BEA11863,37813235,32844BFD
13,9000.0,27,43909F45,3C611559,3C8B841A,4708177E,470CF9FC,BE9BD195,3783DE90,328708C5
13,9000.0,28,43916B2D,3C65FAC2,3C9605F5,46FD05C2,47033500,BE95FEC6,37867072,3289AA71
13,9000.0,29,43922F3F,3C69F591,3CA0B6E1,46EA99AF,46F3A185,BE8FB01E,3788E90B,328C3239
13,9000.0,30,4392EBCD,3C6D03CF,3CAB8F83,46D8E2A3,46E191D9,BE88F525,378B4964,328EA12B
13,9000.0,31,4393A120,3C6F2567,3CB6885E,46C7D978,46D0336F,BE81DCB7,378D9269,3290F83B
13,9000.0,32,43944F77,3C705C10,3CC199C8,46B777E1,46BF7F82,BE74EA2E,378FC4E7,32933838
13,9000.0,33,4394F70A,3C70AB7D,3CCCBBDF,46A7B86B,46AF703F,BE6597E4,3791E18E,329561D9
13,9000.0,34,43959806,3C7018E2,3CD7E655,4698966C,46A00097,BE55DCEE,3793E8F6,329775B9
13,9000.0,35,43963293,3C6EAB96,3CE310D4,468A0DFC,46912C41,BE45D2C4,3795DB99,32997453
13,9000.0,36,4396C6CE,3C6C6C73,3CEE323C,467837D8,4682EFB6,BE35920C,3797B9DA,329B5E0F
13,9000.0,37,439754CE,3C696672,3CF94157,465D7BA1,466A9042,BE2532E1,37998401,329D3334
