case,dx,k,pten,pqen,pqsen,ptenh,pqenh,paph,pap,pgeoh,pmfu,pmfd,pmfus,pmfds,pmfuq,pmfdq,pmful,pdmfup,pdmfdp,plglac_in,plude_in,pmfdde_rate_in
16,9000.0,26,43930B50,3CBA1CAB,3CC3A28E,439305BF,3CBCBC1E,477B75D0,477F7458,471876FD,2EDBE6FF,00000000,380CA1F1,00000000,2C1F9A3D,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,27,43934E2A,3CBA65BC,3CC3ED3E,439348ED,3CBCE9DB,4781B970,4783B0FB,470E0204,2EDBE6FF,00000000,380BB6CC,00000000,2C1FDE75,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,28,43938E2D,3CBAA8F6,3CC431BD,43938941,3CBD1342,4785A886,4787981E,47040044,2EDBE6FF,00000000,380AD5E2,00000000,2C201D39,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,29,4393CB7E,3CBAE6AD,3CC4706A,4393C6DE,3CBD3899,478987B5,478B6F1C,46F4D6B3,2EDBE6FF,00000000,3809FE99,00000000,2C2056F8,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,30,43940640,3CBB1F6F,3CC4A9D5,439401E8,3CBD5A0E,478D5682,478F3572,46E27B22,2EDBE6FF,00000000,3809306C,00000000,2C208BFB,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,31,43943E91,3CBB5391,3CC4DE67,43943A7D,3CBD77F9,47911463,4792EA95,46D0E3D8,2EDBE6FF,00000000,38086AE5,00000000,2C20BCBD,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,32,4394748A,3CBB8349,3CC50E51,439470B8,3CBD9286,4794C0C7,47968DEA,46C007E3,2EDBE6FF,00000000,3807AD9C,00000000,2C20E985,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,33,4394A842,3CBBAEDC,3CC539E4,4394A4B1,3CBDA9C3,47985B0D,479A1ECA,46AFDF70,2EDBE6FF,00000000,3806F832,00000000,2C211282,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,34,4394D9CD,3CBBD68F,3CC56168,4394D67A,3CBDBDDB,479BE286,479D9C7B,46A063A8,2EDBE6FF,00000000,38064A56,00000000,2C2137F0,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,35,4395093C,3CBBFA96,3CC58511,43950626,3CBDCEE2,479F5670,47A10632,46918E9E,2EDBE6FF,00000000,3805A3C1,00000000,2C215A0A,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,36,4395369D,3CBC1B1D,3CC5A520,439533C2,3CBDDD04,47A2B5F3,47A45B0A,46835B4B,2EDBE6FF,00000000,38050436,00000000,2C2178FD,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,37,439561FA,3CBC3835,3CC5C192,43955F5C,3CBDE837,47A60021,47A79A06,466B8AF7,2EDBE6FF,00000000,38046B82,00000000,2C2194EE,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,38,43958B5D,3CBC5222,3CC5DAC2,439588F9,3CBDF07F,47A933EB,47AAC205,465193D2,2EDBE6FF,00000000,3803D979,00000000,2C21ADEB,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,39,4395B2C9,3CBC68D1,3CC5F091,4395B0A1,3CBDF5F8,47AC501F,47ADD1BE,4638CC58,2EDBE6FF,00000000,38034DFF,00000000,2C21C430,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,40,4395D83F,3CBC7C44,3CC6030D,4395D655,3CBDF865,47AF535C,47B0C7B3,462131C3,2EDBE6FF,00000000,3802C8F7,00000000,2C21D7AD,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,41,4395FBBD,3CBC8C8F,3CC61248,4395FA13,3CBDF7BB,47B23C0A,47B3A227,460AC35D,2EDBE6FF,00000000,38024A5C,00000000,2C21E862,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,42,43961D3B,3CBC99A0,3CC61E35,43961BD4,3CBDF3CD,47B50844,47B65F04,45EB0612,2EDBE6FF,00000000,3801D22D,00000000,2C21F660,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,43,43963CA8,3CBCA31E,3CC62670,43963B8B,3CBDEC55,47B7B5C4,47B8FBC1,45C2EB98,2EDBE6FF,00000000,3801607B,00000000,2C22019A,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,44,439659ED,3CBCA8C7,3CC62AC9,43965922,3CBDE0BD,47BA41BE,47BB7530,459D4931,2EDBE6FF,00000000,3800F568,00000000,2C2209C1,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,45,439674E5,3CBCAA22,3CC62AAE,4396747C,3CBDD06C,47BCA8A3,47BDC730,457477C0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,46,43968D52,3CBCA5FF,3CC624F2,43968D63,3CBDBA51,47BEE5BD,47BFEC14,4533E1D4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,47,4396A2D0,3CBC9A8A,3CC617AE,4396A388,3CBD9C66,47C0F26C,47C1DB71,44F2C10A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,48,4396B498,3CBC8325,3CC5FE1C,4396D748,3CBC9A8A,47C2C476,47C386CA,448BCD74,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,49,4396C000,3CBC496A,3CC5C0E4,4396A426,3CBC496A,47C4491D,47C4C68E,43DA8FA9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,1,43508000,37A9D921,385C514D,43508000,37A9D921,459C4000,45C56DA0,4838CE67,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,2,43508000,376FF373,381BA16E,435C9EAA,394A77FD,45EE9B40,460BBE28,482010F1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,3,43508000,3739CBCC,37F10433,435914C9,38AE3434,46202EB0,46347860,480ED90E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,4,43508000,3717CB58,37C4E942,43571F52,38469D51,4648C210,465CE468,4801A747,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,5,43508000,370076F3,37A6A60E,4355E1BD,38036876,467106C0,46828094,47EDF106,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,6,43508000,36DEEF38,3790998D,435506AD,37BE5FE0,468C7DC8,469666B6,47DC03B6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,7,43508000,36C6E342,377FA599,43546671,37927914,46A04FA4,46AA2402,47CC972C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,8,43508000,36D752B0,37654409,4353EC21,376C24BE,46B3F860,46BDB7DA,47BF1231,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,9,4351B970,3704E25A,3777D086,43538BA7,375644F1,46C77754,46D1219A,47B30CD7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,10,435498A8,3746F755,37A9BE75,43547A89,3769B354,46DACBE0,46E46098,47A82D15,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,11,4357417A,378DB6A7,37E13AE7,4357202B,379FE214,46EDF550,46F7741C,479E2BD7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,12,4359BB58,37C2064B,38117DBB,435997C8,37D4A6E2,47007974,47052DB5,4794E817,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,13,435C0C33,380098DC,3837C26E,435BE706,3809F824,4709E1F6,470E8AE0,478C47E9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,14,435E38E1,3825F19D,3863A21C,435E127A,382F340E,471333CA,4717D12A,47843698,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,15,4360455A,385153E7,388AA3B1,43601E0C,385A4FD3,471C6E89,47210026,477946A1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,16,436234F1,38817C52,38A6692F,43620CEB,3885C244,472591C4,472A1768,476B0072,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,17,43640A6E,389D8545,38C52BF4,4363E1DA,38A17FC9,472E9D0C,47331678,475D8383,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,18,4365C834,38BCD41A,38E6F1F3,43659F2A,38C06FEE,47378FE4,473BFCDA,4750BC6A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,19,43677049,38DF7192,3905DDE9,436746E2,38E29D31,474069D0,4744CA0D,47449A95,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,20,4369046F,3902B05C,3919C2FE,4368DABD,3904059E,47492A4A,474D7D88,47390FDD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,21,436A862D,39174F8A,392F244F,436A5C3D,39185C55,4751D0C6,475616BC,472E1005,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,22,436BF6D6,392D9251,3945FBC7,436BCCB6,392E4F5B,475A5CB1,475E9510,4723906F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,23,436D5796,3945724F,395E4184,436D2D53,3945D8EB,4762CD6E,4766F7E1,471987D8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,24,436EA972,395EE683,3977EB85,436E7F1C,395EF0DB,476B2254,476F3E84,470FEE21,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,25,436FED54,3979E3E4,39897724,436FC2F1,39798C7C,47735AB4,47776842,4706BC23,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,26,43712408,398B2E75,39979E16,4370F9A9,398ACFC0,477B75D0,477F7458,46FBD71D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,27,43724E44,399A20F5,39A662FD,437223F9,39998DAA,4781B970,4783B0FB,46EAED94,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,28,43736CA9,39A9C096,39B5BD51,4373427D,39A8F720,4785A886,4787981E,46DAB1C6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,29,43747FC8,39BA0391,39C5A3E2,437455C8,39B90305,478987B5,478B6F1C,46CB1AEF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,30,4375881D,39CADEC4,39D60C4B,43755E60,39C9A730,478D5682,478F3572,46BC213C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,31,43768619,39DC464D,39E6EB89,43765CAB,39DAD78D,47911463,4792EA95,46ADBDD9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,32,43777A1D,39EE2D10,39F83584,43775112,39EC8830,4794C0C7,47968DEA,469FEAA9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,33,4378647E,3A004275,3A04EEA4,43783BE8,39FEAB10,47985B0D,479A1ECA,4692A261,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,34,43794584,3A099F39,3A0DEA61,43791D79,3A0898E8,479BE286,479D9C7B,4685E065,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,35,437A1D6B,3A132482,3A17065E,4379F604,3A120656,479F5670,47A10632,46734190,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,36,437AEC63,3A1CC953,3A20452E,437AC5A6,3A1B9AF8,47A2B5F3,47A45B0A,465BC089,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,37,437BB291,3A2683F2,3A29AA20,437B8C83,3A2551B6,47A60021,47A79A06,46453865,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,38,437C700C,3A3049B7,3A332973,437C4AD1,3A2F14BF,47A933EB,47AAC205,462FA541,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,39,437D24DD,3A384308,3A3CB621,437D009A,3A38D8CB,47AC501F,47ADD1BE,461B0492,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,40,437DD0FC,3A3FF36D,3A4641B6,437D7AEC,3A3C1B3A,47AF535C,47B0C7B3,4607556D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,337079E4,33B4972E,00000000
17,9000.0,41,437E744F,3A477B9F,3A4FBC26,437E5292,3A485E31,47B23C0A,47B3A227,45E9310F,3C9636B1,00000000,45966BBB,00000000,3768B0EC,00000000,33B4972E,00000000,00000000,00000000,00000000,00000000
17,9000.0,42,437F0EA7,3A4ED09D,3A5913A3,437EEE84,3A4FC1FA,47B50844,47B65F04,45C5A164,3C802179,00000000,459669D2,00000000,376A1A1A,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,43,437F9FB2,3A55E54C,3A623368,437F8173,3A56E4D7,47B7B5C4,47B8FBC1,45A406A3,3C55FD8E,00000000,458005EF,00000000,374EF907,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,44,4380137B,3A5CAA2C,3A6B034C,4380057C,3A5DB804,47BA41BE,47BB7530,45847217,3C2DC95F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,45,438051DE,3A630BF5,3A736607,4380453E,3A642977,47BCA8A3,47BDC730,454DFCB7,3C07DE91,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,46,43808A72,3A68F0D0,3A7B3560,43807F8C,3A6A2229,47BEE5BD,47BFEC14,4517A75E,3BC90F07,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,47,4380BC45,3A6E324D,3A811D3D,4380B3B0,3A6F818E,47C0F26C,47C1DB71,44CCC34D,3B885997,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,48,4380E585,3A728D51,3A840C25,4380E881,3A6E324D,47C2C476,47C386CA,446BF2B9,3B1DBF60,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,49,43810000,3A752B0F,3A85D815,4380E87E,3A752B0F,47C4491D,47C4C68E,43B87EBA,3A778877,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,1,43560000,38829306,38EE1DCE,43560000,38829306,459C4000,45C56DA0,48400C36,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,2,43560000,383875D5,38A833A2,436202E3,39CCD708,45EE9B40,460BBE28,4826A783,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,3,43560000,380ED384,38823DD4,435E9F20,393CE8F0,46202EB0,46347860,4814FB44,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,4,43560000,37E95F96,3854D08F,435CB200,38E0C140,4648C210,465CE468,48077058,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,5,43560000,37C580FB,38341B87,435B75CB,38996A3D,467106C0,46828094,47F8F2CE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,6,43560000,37AB5EE2,381C4719,435A9A1B,3863CF9A,468C7DC8,469666B6,47E68C63,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,7,43560000,37977CA7,380A2572,4359F8B8,3832E274,46A04FA4,46AA2402,47D6B7A8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,8,4356FCF6,37A0E515,380DAD3F,43597D20,38122402,46B3F860,46BDB7DA,47C8D759,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,9,435A8955,38029C6C,384DEBBC,435A1AD8,380ECFE4,46C77754,46D1219A,47BC7236,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,10,435DCE25,3846418E,388F8E2E,435D5F24,385053EE,46DACBE0,46E46098,47B11D73,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,11,4360D5F0,388EDFA3,38C16FED,436066DD,38923E08,46EDF550,46F7741C,47A6AD35,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,12,4363A8FE,38C59D19,38FD53DC,436339FA,38C6B2BB,47007974,47052DB5,479CFFD2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,13,43664DEE,3904263E,3921ED2E,4365DEF9,39033CC2,4709E1F6,470E8AE0,4793FAD9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,14,4368CA24,392BE0A6,394AC5F4,43685B30,39293369,471333CA,4717D12A,478B8925,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,15,436B2210,395A5746,39796C75,436AB306,3955972A,471C6E89,47210026,4783997E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,16,436D5968,3987E9EC,399706CB,436CEA2F,398459AC,472591C4,472A1768,47783B73,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,17,436F7348,39A647F7,39B4653D,436F03D7,39A16261,472E9D0C,47331678,476A1400,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,18,4371725A,39C85B51,39D4DD17,437102A4,39C1FC2B,47378FE4,473BFCDA,475CA8BB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,19,437358E5,39EE322F,39F87483,4372E8EB,39E6379A,474069D0,4744CA0D,474FE8A8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,20,437528E0,3A0BE9E2,3A0F9663,4374B8A2,3A070EEC,47492A4A,474D7D88,4743C53F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,21,4376E401,3A22A061,3A24813A,4376738D,3A1CD945,4751D0C6,475616BC,473831EF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,22,43788BC4,3A3B399F,3A3AF6A3,43781B2C,3A347983,475A5CB1,475E9510,472D23CF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,23,437A2179,3A556F66,3A52F06E,4379B0D7,3A4DA898,4762CD6E,4766F7E1,4722915B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,24,437BA645,3A6E79E8,3A6CA07F,437B3576,3A668066,476B2254,476F3E84,4718723B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,25,437D1B2D,3A846899,3A841C7C,437CA9ED,3A809329,47735AB4,47776842,470EBF15,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,26,437E8118,3A923351,3A92D30A,437E0FA8,3A8ECD45,477B75D0,477F7458,4705716E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,27,437FD8D1,3AA094E6,3AA266BE,437F677D,3A9D43FD,4781B970,4783B0FB,46F90707,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,28,43809187,3AAF8470,3AB2C794,43805912,3AABF6D3,4785A886,4787981E,46E7E07D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,29,43813037,3ABEF826,3AC3E2C5,4380F820,3ABB28E0,478987B5,478B6F1C,46D7663D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,30,4381C8C0,3ACEE598,3AD5A361,43819131,3ACAD096,478D5682,478F3572,46C79039,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,31,43825B60,3ADF4167,3AE7F24B,43822480,3ADAE35B,47911463,4792EA95,46B85770,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,32,4382E84E,3AEFFF88,3AFAB6EA,4382B242,3AEB561F,4794C0C7,47968DEA,46A9B59C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,33,43836FB9,3B00897A,3B06EB88,43833AA7,3AFC1D80,47985B0D,479A1ECA,469BA550,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
