case,dxi,k,u,v,t,qv,qc,qi,p2d,pi2d,p2di_k,p2di_kp1,dz8w,tke_in,rublten,rvblten,rthblten,rqvblten,rqcblten,rqiblten,exch_h,tke_out,el_out,rublten_tw,rvblten_tw,exch_h_tw
9,6,10, 7.5712499618530273E+000,-6.6200000047683716E-001, 2.9192932128906250E+002, 7.8924503177404404E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.8411984375000000E+004, 9.6542263031005859E-001, 8.9478078125000000E+004, 8.7345898437500000E+004, 2.0500000000000000E+002, 4.9999998882412910E-003,-2.6490953430879927E-008,-1.1258655341350732E-008,-3.3908420959960495E-007, 2.0696057714819638E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9999997764825821E-003, 5.0038220360875130E-003, 2.3612904548645020E+000,-2.6490953430879927E-008,-1.1258655341350732E-008, 9.9999997764825821E-003
9,6,11, 7.8937501907348633E+000,-4.9000000953674316E-001, 2.9106484985351562E+002, 7.2420667856931686E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.6205015625000000E+004, 9.5847487449645996E-001, 8.7345898437500000E+004, 8.5064132812500000E+004, 2.2500000000000000E+002, 4.9999998882412910E-003,-2.6490953430879927E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 2.0696057714819638E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0014416649937630E-002, 4.9999998882412910E-003, 3.2679452896118164E+000,-2.6490953430879927E-008,-9.2718339672615002E-009, 1.0014416649937630E-002
9,6,12, 8.2462501525878906E+000,-3.0200004577636719E-001, 2.9011688232421875E+002, 6.5923291258513927E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3855703125000000E+004, 9.5093792676925659E-001, 8.5064132812500000E+004, 8.2647281250000000E+004, 2.4500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 2.0696057714819638E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0014597326517105E-002, 5.0000003539025784E-003, 3.2670969963073730E+000,-2.1192763099975309E-008,-9.2718339672615002E-009, 1.0014597326517105E-002
9,6,13, 8.6287498474121094E+000,-9.8000049591064453E-002, 2.8908477783203125E+002, 5.9530679136514664E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1378828125000000E+004, 9.4282662868499756E-001, 8.2647281250000000E+004, 8.0110382812500000E+004, 2.6500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 1.0348028857409819E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0014729574322701E-002, 4.9999998882412910E-003, 3.2660346031188965E+000,-2.1192763099975309E-008,-9.2718339672615002E-009, 1.0014729574322701E-002
9,6,14, 9.0412502288818359E+000, 1.2199997901916504E-001, 2.8796783447265625E+002, 5.3329612128436565E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.8789625000000000E+004, 9.3415671586990356E-001, 8.0110382812500000E+004, 7.7468859375000000E+004, 2.8500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-9.4374019710130597E-009, 0.0000000000000000E+000, 1.0348028857409819E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0014831088483334E-002, 4.9999998882412910E-003, 3.2650794982910156E+000,-2.1192763099975309E-008,-9.4374019710130597E-009, 1.0014831088483334E-002
9,6,15, 9.4837503433227539E+000, 3.5799992084503174E-001, 2.8676525878906250E+002, 4.7393813729286194E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.6103617187500000E+004, 9.2494475841522217E-001, 7.7468859375000000E+004, 7.4738375000000000E+004, 3.0500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-9.6029708629430388E-009, 0.0000000000000000E+000, 1.5522043719795597E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0014917701482773E-002, 5.0000003539025784E-003, 3.2645907402038574E+000,-2.1192763099975309E-008,-9.6029708629430388E-009, 1.0014917701482773E-002
9,6,16, 9.9562501907348633E+000, 6.0999989509582520E-001, 2.8547644042968750E+002, 4.1783093474805355E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.3336531250000000E+004, 9.1520863771438599E-001, 7.4738375000000000E+004, 7.1934679687500000E+004, 3.2500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 1.0348028857409819E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0016488842666149E-002, 4.9999998882412910E-003, 3.2646942138671875E+000,-1.0596381549987655E-008,-9.2718339672615002E-009, 1.0016488842666149E-002
9,6,17, 1.0458749771118164E+001, 8.7800002098083496E-001, 2.8410070800781250E+002, 3.6543076857924461E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0504054687500000E+004, 9.0496671199798584E-001, 7.1934679687500000E+004, 6.9073429687500000E+004, 3.4500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 7.7610218598977987E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0018695145845413E-002, 4.9999998882412910E-003, 3.2655692100524902E+000,-1.0596381549987655E-008,-9.2718339672615002E-009, 1.0018695145845413E-002
9,6,18, 1.0991250038146973E+001, 1.1619999408721924E+000, 2.8263745117187500E+002, 3.1705552246421576E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.7621773437500000E+004, 8.9423835277557373E-001, 6.9073429687500000E+004, 6.6170117187500000E+004, 3.6500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 7.7610218598977987E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0021070949733257E-002, 4.9999998882412910E-003, 3.2672808170318604E+000,-1.0596381549987655E-008,-9.2718339672615002E-009, 1.0021070949733257E-002
9,6,19, 1.1553750038146973E+001, 1.4619998931884766E+000, 2.8108609008789062E+002, 2.7289222925901413E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.4704992187500000E+004, 8.8304376602172852E-001, 6.6170117187500000E+004, 6.3239867187500000E+004, 3.8500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0023632086813450E-002, 4.9999998882412910E-003, 3.2700016498565674E+000,-1.0596381549987655E-008,-7.9472863845353459E-009, 1.0023632086813450E-002
9,6,20, 1.2146249771118164E+001, 1.7779998779296875E+000, 2.7944604492187500E+002, 2.3300894536077976E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.1768597656250000E+004, 8.7140357494354248E-001, 6.3239867187500000E+004, 6.0297328125000000E+004, 4.0500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 5.1740144287049095E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0026390664279461E-002, 4.9999998882412910E-003, 3.2736926078796387E+000,-2.1192763099975309E-008,-7.9472863845353459E-009, 1.0026390664279461E-002
9,6,21, 1.2768750190734863E+001, 2.1099998950958252E+000, 2.7771697998046875E+002, 1.9736937247216702E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.8826960937500000E+004, 8.5933929681777954E-001, 6.0297328125000000E+004, 5.7356597656250000E+004, 4.2500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0029362514615059E-002, 4.9999998882412910E-003, 3.2783741950988770E+000,-1.0596381549987655E-008,-7.9472863845353459E-009, 1.0029362514615059E-002
9,6,22, 1.3421249389648438E+001, 2.4579999446868896E+000, 2.7589849853515625E+002, 1.6584885306656361E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.5893828125000000E+004, 8.4687292575836182E-001, 5.7356597656250000E+004, 5.4431058593750000E+004, 4.4500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 5.1740144287049095E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0032563470304012E-002, 4.9999998882412910E-003, 3.2840983867645264E+000,-2.1192763099975309E-008,-7.9472863845353459E-009, 1.0032563470304012E-002
9,6,23, 1.4103750228881836E+001, 2.8220000267028809E+000, 2.7399032592773438E+002, 1.3825183268636465E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.2982199218750000E+004, 8.3402675390243530E-001, 5.4431058593750000E+004, 5.1533339843750000E+004, 4.6500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0036011226475239E-002, 4.9999998882412910E-003, 3.2907655239105225E+000,-2.1192763099975309E-008,-1.0596381549987655E-008, 1.0036011226475239E-002
9,6,24, 1.4816249847412109E+001, 3.2019996643066406E+000, 2.7199227905273438E+002, 1.1432860046625137E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0104281250000000E+004, 8.2082378864288330E-001, 5.1533339843750000E+004, 4.8675222656250000E+004, 4.8500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 1.2935036071762274E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0039725340902805E-002, 4.9999998882412910E-003, 3.2984724044799805E+000,-1.0596381549987655E-008,-7.9472863845353459E-009, 1.0039725340902805E-002
9,6,25, 1.5558750152587891E+001, 3.5980000495910645E+000, 2.6990438842773438E+002, 9.3791744438931346E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.7271398437500000E+004, 8.0728727579116821E-001, 4.8675222656250000E+004, 4.5867574218750000E+004, 5.0500000000000000E+002, 4.9999998882412910E-003, 0.0000000000000000E+000,-5.2981907749938273E-009, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0043726302683353E-002, 4.9999998882412910E-003, 3.3070302009582520E+000, 0.0000000000000000E+000,-5.2981907749938273E-009, 1.0043726302683353E-002
9,6,26, 1.6331249237060547E+001, 4.0099997520446777E+000, 2.6772674560546875E+002, 7.6330814044922590E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.4493933593750000E+004, 7.9344075918197632E-001, 4.5867574218750000E+004, 4.3120292968750000E+004, 5.2500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-5.2981907749938273E-009, 0.0000000000000000E+000, 1.9402554649744497E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0048026219010353E-002, 4.9999998882412910E-003, 3.3165016174316406E+000,-2.1192763099975309E-008,-5.2981907749938273E-009, 1.0048026219010353E-002
9,6,27, 1.7133750915527344E+001, 4.4379997253417969E+000, 2.6545956420898438E+002, 6.1625562375411391E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.1781289062500000E+004, 7.7930790185928345E-001, 4.3120292968750000E+004, 4.0442289062500000E+004, 5.4500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.5894572769070692E-008, 0.0000000000000000E+000, 1.9402554649744497E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0052654892206192E-002, 4.9999998882412910E-003, 3.3267939090728760E+000,-2.1192763099975309E-008,-1.5894572769070692E-008, 1.0052654892206192E-002
9,6,28, 1.7966251373291016E+001, 4.8819999694824219E+000, 2.6310321044921875E+002, 4.9356865929439664E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9141875000000000E+004, 7.6491272449493408E-001, 4.0442289062500000E+004, 3.7841464843750000E+004, 5.6500000000000000E+002, 4.9999998882412910E-003, 0.0000000000000000E+000,-5.2981907749938273E-009, 0.0000000000000000E+000, 6.4675180358811368E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0057632811367512E-002, 4.9999998882412910E-003, 3.3378984928131104E+000, 0.0000000000000000E+000,-5.2981907749938273E-009, 1.0057632811367512E-002
9,6,29, 1.8828750610351562E+001, 5.3420000076293945E+000, 2.6065826416015625E+002, 3.9215688593685627E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.6583070312500000E+004, 7.5027918815612793E-001, 3.7841464843750000E+004, 3.5324679687500000E+004, 5.8500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.5894572769070692E-008, 0.0000000000000000E+000, 9.7012773248722484E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0062975808978081E-002, 4.9999998882412910E-003, 3.3497004508972168E+000,-2.1192763099975309E-008,-1.5894572769070692E-008, 1.0062975808978081E-002
9,6,30, 1.9721250534057617E+001, 5.8179998397827148E+000, 2.5812533569335938E+002, 3.0909912311471999E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4111234375000000E+004, 7.3543131351470947E-001, 3.5324679687500000E+004, 3.2897792968750000E+004, 6.0500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-5.2981907749938273E-009, 0.0000000000000000E+000, 6.4675180358811368E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0068718343973160E-002, 5.0000003539025784E-003, 3.3622615337371826E+000,-2.1192763099975309E-008,-5.2981907749938273E-009, 1.0068718343973160E-002
9,6,31, 2.0643749237060547E+001, 6.3099999427795410E+000, 2.5550541687011719E+002, 2.4169146490748972E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1731708984375000E+004, 7.2039312124252319E-001, 3.2897792968750000E+004, 3.0565625000000000E+004, 6.2500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 4.8506386624361242E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0074866004288197E-002, 4.9999998882412910E-003, 3.3753652572631836E+000,-2.1192763099975309E-008,-1.0596381549987655E-008, 1.0074866004288197E-002
9,6,32, 2.1596250534057617E+001, 6.8179998397827148E+000, 2.5279946899414062E+002, 1.8747810099739581E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9448837890625000E+004, 7.0518845319747925E-001, 3.0565625000000000E+004, 2.8332050781250000E+004, 6.4500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 6.4675180358811368E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0081461630761623E-002, 4.9999998882412910E-003, 3.3891205787658691E+000,-2.1192763099975309E-008,-1.0596381549987655E-008, 1.0081461630761623E-002
9,6,33, 2.2578750610351562E+001, 7.3420000076293945E+000, 2.5000874328613281E+002, 1.4426645066123456E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7266013671875000E+004, 6.8984103202819824E-001, 2.8332050781250000E+004, 2.6199976562500000E+004, 6.6500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 4.8506386624361242E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0088523849844933E-002, 4.9999998882412910E-003, 3.4034039974212646E+000,-2.1192763099975309E-008,-1.0596381549987655E-008, 1.0088523849844933E-002
9,6,34, 2.3591249465942383E+001, 7.8819999694824219E+000, 2.4713461303710938E+002, 1.1013005132554099E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5185689453125000E+004, 6.7437440156936646E-001, 2.6199976562500000E+004, 2.4171402343750000E+004, 6.8500000000000000E+002, 4.9999998882412910E-003,-4.2385526199950618E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 3.2337590179405684E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0096078738570213E-002, 4.9999998882412910E-003, 3.4182205200195312E+000,-4.2385526199950618E-008,-1.0596381549987655E-008, 1.0096078738570213E-002
9,6,35, 2.4633750915527344E+001, 8.4379997253417969E+000, 2.4417869567871094E+002, 8.3401151641737670E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.3209445312500000E+004, 6.5881174802780151E-001, 2.4171402343750000E+004, 2.2247488281250000E+004, 7.0500000000000000E+002, 4.9999998882412910E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6168795089702842E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0104157030582428E-002, 4.9999998882412910E-003, 3.4334917068481445E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0104157030582428E-002
9,6,36, 2.5706249237060547E+001, 9.0099992752075195E+000, 2.4114276123046875E+002, 6.2656152294948697E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1338035156250000E+004, 6.4317601919174194E-001, 2.2247488281250000E+004, 2.0428580078125000E+004, 7.2500000000000000E+002, 4.9999998882412910E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6168795089702842E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0112788528203964E-002, 4.9999998882412910E-003, 3.4492270946502686E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0112788528203964E-002
9,6,37, 2.6808750152587891E+001, 9.5979995727539062E+000, 2.3802874755859375E+002, 4.6696168283233419E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9571439453125000E+004, 6.2748956680297852E-001, 2.0428580078125000E+004, 1.8714298828125000E+004, 7.4500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 8.0843975448514210E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0122001171112061E-002, 4.9999998882412910E-003, 3.4653570652008057E+000,-2.1192763099975309E-008,-1.0596381549987655E-008, 1.0122001171112061E-002
9,6,38, 2.7941249847412109E+001, 1.0201999664306641E+001, 2.3483882141113281E+002, 3.4524255170254037E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.7908939453125000E+004, 6.1177450418472290E-001, 1.8714298828125000E+004, 1.7103580078125000E+004, 7.6500000000000000E+002, 4.9999998882412910E-003, 2.1192763099975309E-008, 1.0596381549987655E-008, 0.0000000000000000E+000, 8.0843975448514210E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0131827555596828E-002, 4.9999998882412910E-003, 3.4818859100341797E+000, 2.1192763099975309E-008, 1.0596381549987655E-008, 1.0131827555596828E-002
9,6,39, 2.9103750228881836E+001, 1.0821999549865723E+001, 2.3157533264160156E+002, 2.5321709472336806E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6349169921875000E+004, 5.9605246782302856E-001, 1.7103580078125000E+004, 1.5594759765625000E+004, 7.8500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 6.0632983280451552E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0142303071916103E-002, 4.9999998882412910E-003, 3.4987702369689941E+000,-2.1192763099975309E-008,-1.0596381549987655E-008, 1.0142303071916103E-002
9,6,40, 3.0296249389648438E+001, 1.1457999229431152E+001, 2.2824073791503906E+002, 1.8424141671857797E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4890191406250000E+004, 5.8034437894821167E-001, 1.5594759765625000E+004, 1.4185624023437500E+004, 8.0500000000000000E+002, 4.9999998882412910E-003,-1.9073486612342094E-007,-1.0596381372351971E-007, 0.0000000000000000E+000, 1.0105496761657687E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0153466835618019E-002, 4.9999998882412910E-003, 3.5160183906555176E+000,-1.9073486612342094E-007,-1.0596381372351971E-007, 1.0153466835618019E-002
10,1,1, 3.0062499046325684E+000,-1.9962500333786011E+000, 2.9999902343750000E+002, 1.1940149590373039E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9853156250000000E+004, 9.9958020448684692E-001, 1.0000000000000000E+005, 9.9706312500000000E+004, 2.5000000000000000E+001, 4.9999998882412910E-003,-7.6998607255518436E-005, 5.3842864872422069E-005,-2.5804308825172484E-004, 9.6412584582594718E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.2644624635577202E-003, 0.0000000000000000E+000,-6.5146552515216172E-005, 4.5973727537784725E-005, 0.0000000000000000E+000
