case,idx,arm,k,u,v,w,t,qv,p,pi,rho,dz8w,p8w,rthften,rqvften,rthraten,rthblten,rqvblten,rthcuten,rqvcuten,rqccuten,rqicuten,dudt_phy,dvdt_phy,gdc,gdc2
1,1,0,11, 7.6100001335144043E+000, 3.0400002002716064E-001, 8.7987836450338364E-003, 2.8869000244140625E+002, 1.0977242141962051E-002, 8.3003257812500000E+004, 9.4816589355468750E-001, 9.9513757228851318E-001, 2.6000000000000000E+002, 8.4255710937500000E+004, 1.7824999304139055E-005, 8.2599997952570448E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000,-1.0935829664049379E-007,-4.7416369441943829E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1726009435951710E-008,-5.7935660713326342E-009, 2.6755800354294479E-004, 0.0000000000000000E+000
1,1,0,12, 8.0135002136230469E+000, 1.9640004634857178E-001, 1.0040782392024994E-002, 2.8694149780273438E+002, 9.9330758675932884E-003, 8.0445031250000000E+004, 9.3972283601760864E-001, 9.7095799446105957E-001, 2.7800000000000000E+002, 8.1750804687500000E+004, 1.7488750017946586E-005, 7.9909998618177269E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000,-3.1966084890200364E-008,-1.3898822370794761E-010, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.9776304794922908E-008,-1.5940369024747270E-008, 2.4922107695601881E-004, 0.0000000000000000E+000
1,1,0,13, 8.4440002441406250E+000, 8.1600010395050049E-002, 1.1310858651995659E-002, 2.8507598876953125E+002, 8.9132953435182571E-003, 7.7786093750000000E+004, 9.3074160814285278E-001, 9.4559347629547119E-001, 2.9600000000000000E+002, 7.9139250000000000E+004, 1.7129999832832254E-005, 7.7040001045247664E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.5389409321123821E-008,-2.3453394781824954E-010, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0812935613557784E-007,-2.8834422849399743E-008, 2.3979684920050204E-004, 0.0000000000000000E+000
1,1,0,14, 8.9014997482299805E+000,-4.0400028228759766E-002, 1.2590476311743259E-002, 2.8309350585937500E+002, 7.9284776002168655E-003, 7.5038531250000000E+004, 9.2122763395309448E-001, 9.1913056373596191E-001, 3.1400000000000000E+002, 7.6432945312500000E+004, 1.6748750567785464E-005, 7.3990000792889532E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.3750310162995447E-007,-3.2679595141082984E-010, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6647298650696030E-007,-4.4392912457169587E-008, 2.3598248662892729E-004, 0.0000000000000000E+000
1,1,0,15, 9.3859996795654297E+000,-1.6960000991821289E-001, 1.3857971876859665E-002, 2.8099398803710938E+002, 6.9879344664514065E-003, 7.2214671875000000E+004, 9.1118645668029785E-001, 8.9165979623794556E-001, 3.3200000000000000E+002, 7.3644117187500000E+004, 1.6345000403816812E-005, 7.0759997861102875E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.1845518694572092E-007,-4.0978262449975489E-010, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.3442552787855675E-007,-6.2513336729352886E-008, 2.3537238303106278E-004, 0.0000000000000000E+000
1,1,0,16, 9.8975000381469727E+000,-3.0599999427795410E-001, 1.5088465996086597E-002, 2.7877749633789062E+002, 6.0996930114924908E-003, 6.9327070312500000E+004, 9.0062433481216431E-001, 8.6327731609344482E-001, 3.5000000000000000E+002, 7.0785234375000000E+004, 1.5918749340926297E-005, 6.7350001131671888E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.2277683809952578E-007,-4.7950915460504007E-010, 7.3764883090632338E-012, 0.0000000000000000E+000, 3.1180536552710691E-007,-8.3148187002279883E-008, 2.3623486049473286E-004, 0.0000000000000000E+000
1,1,0,17, 1.0435999870300293E+001,-4.4959998130798340E-001, 1.6253883019089699E-002, 2.7644400024414062E+002, 5.2702724933624268E-003, 6.6388375000000000E+004, 8.8954752683639526E-001, 8.3408254384994507E-001, 3.6800000000000000E+002, 6.7868906250000000E+004, 1.5469999198103324E-005, 6.3760001722812376E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.4769095565206953E-007,-5.3466658878065232E-010, 4.1009279305725954E-011, 0.0000000000000000E+000, 3.9898520753922639E-007,-1.0639602265882786E-007, 2.3734163551125675E-004, 0.0000000000000000E+000
1,1,0,18, 1.1001500129699707E+001,-6.0039997100830078E-001, 1.7323125153779984E-002, 2.7399349975585938E+002, 4.5046769082546234E-003, 6.3411296875000000E+004, 8.7796294689178467E-001, 8.0417895317077637E-001, 3.8600000000000000E+002, 6.4907843750000000E+004, 1.4998749975347891E-005, 5.9989999634524338E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0981326568071381E-006,-5.7762411520556611E-010, 6.7021936611677546E-011, 0.0000000000000000E+000, 4.9724718564903014E-007,-1.3259916897823132E-007, 2.3781550407875329E-004, 0.0000000000000000E+000
1,1,0,19, 1.1593999862670898E+001,-7.5839996337890625E-001, 1.8262380734086037E-002, 2.7142599487304688E+002, 3.8063558749854565E-003, 6.0408507812500000E+004, 8.6587780714035034E-001, 7.7367329597473145E-001, 4.0400000000000000E+002, 6.1914750000000000E+004, 1.4504999853670597E-005, 5.6039999307699873E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3985711575514870E-006,-6.1577065668672049E-010, 8.5999020404958770E-011, 0.0000000000000000E+000, 6.0875288454553811E-007,-1.6233425981226901E-007, 2.4088777718134224E-004, 0.0000000000000000E+000
1,1,0,20, 1.2213500022888184E+001,-9.2359995841979980E-001, 1.9035639241337776E-002, 2.6874148559570312E+002, 3.1772106885910034E-003, 5.7392562500000000E+004, 8.5329973697662354E-001, 7.4267381429672241E-001, 4.2200000000000000E+002, 5.8902261718750000E+004, 1.3988749742566142E-005, 5.1910000742338980E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.7171279296235298E-006,-6.3058608334998212E-010, 1.1449127756968380E-010, 0.0000000000000000E+000, 7.3469198014208814E-007,-1.9591747957292682E-007, 2.6283168699592352E-004, 0.0000000000000000E+000
1,1,0,21, 1.2860000610351562E+001,-1.0959999561309814E+000, 1.9605422392487526E-002, 2.6594000244140625E+002, 2.6176520623266697E-003, 5.4375843750000000E+004, 8.4023684263229370E-001, 7.1129131317138672E-001, 4.4000000000000000E+002, 5.5882867187500000E+004, 1.3449999642034527E-005, 4.7599999497549561E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0966983811376849E-006,-6.3352373347314028E-010, 1.5237951178637132E-010, 0.0000000000000000E+000, 8.7396693970731576E-007,-2.3305818785956944E-007, 2.9077849467284977E-004, 0.0000000000000000E+000
1,1,0,22, 1.3533499717712402E+001,-1.2755999565124512E+000, 1.9933743402361870E-002, 2.6302148437500000E+002, 2.1266648545861244E-003, 5.1370437500000000E+004, 8.2669752836227417E-001, 6.7963719367980957E-001, 4.5800000000000000E+002, 5.2868816406250000E+004, 1.2888749552075751E-005, 4.3110000014223715E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5287681637564674E-006,-6.0395172196692215E-010, 1.9909343618174091E-010, 0.0000000000000000E+000, 1.0233981129204039E-006,-2.7290647608424479E-007, 3.2060130615718663E-004, 0.0000000000000000E+000
1,1,0,23, 1.4234000205993652E+001,-1.4623999595642090E+000, 1.9983321428298950E-002, 2.5998599243164062E+002, 1.7243943875655532E-003, 4.8388125000000000E+004, 8.1269085407257080E-001, 6.4781403541564941E-001, 4.7600000000000000E+002, 4.9872062500000000E+004, 1.2304999472689815E-005, 3.8440002292361442E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.7563584101008018E-006,-7.7689715771711576E-010, 2.5360558097986541E-010, 0.0000000000000000E+000, 1.1768114518417860E-006,-3.1381611620417971E-007, 3.5042539821006358E-004, 0.0000000000000000E+000
1,1,0,24, 1.4961500167846680E+001,-1.6563999652862549E+000, 1.9719045609235764E-002, 2.5683349609375000E+002, 1.4158053090795875E-003, 4.5440246093750000E+004, 7.9822605848312378E-001, 6.1593121290206909E-001, 4.9400000000000000E+002, 4.6904183593750000E+004, 1.1698750313371420E-005, 3.3589999670624593E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000,-2.0988261439924827E-006, 2.3032500351405361E-009, 0.0000000000000000E+000, 2.0918959616613662E-016,-6.7462860897649080E-006, 1.7990097376241465E-006, 0.0000000000000000E+000, 4.8754987074062228E-004
1,1,0,25, 1.5716000556945801E+001,-1.8575999736785889E+000, 1.9109690561890602E-002, 2.5356399536132812E+002, 1.1461924295872450E-003, 4.2537683593750000E+004, 7.8331309556961060E-001, 5.8411830663681030E-001, 5.1200000000000000E+002, 4.3976308593750000E+004, 1.1069999345636461E-005, 2.8560001030797366E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,1,0,26, 1.6497501373291016E+001,-2.0659999847412109E+000, 1.8129840493202209E-002, 2.5017749023437500E+002, 9.1394397895783186E-004, 3.9690769531250000E+004, 7.6796221733093262E-001, 5.5248099565505981E-001, 5.3000000000000000E+002, 4.1099058593750000E+004, 1.0418750207463745E-005, 2.3349999711541614E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,1,0,27, 1.7305999755859375E+001,-2.2815999984741211E+000, 1.6761995851993561E-002, 2.4667399597167969E+002, 7.1689632022753358E-004, 3.6909234375000000E+004, 7.5218433141708374E-001, 5.2112263441085815E-001, 5.4800000000000000E+002, 3.8282480468750000E+004, 9.7449992608744651E-006, 1.7960000153749434E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,1,0,28, 1.8141500473022461E+001,-2.5044000148773193E+000, 1.4998755417764187E-002, 2.4305349731445312E+002, 5.5242178495973349E-004, 3.4202148437500000E+004, 7.3599082231521606E-001, 4.9014356732368469E-001, 5.6600000000000000E+002, 3.5535988281250000E+004, 9.0487501438474283E-006, 1.2389999026751752E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,1,0,29, 1.9003999710083008E+001,-2.7343997955322266E+000, 1.2845053337514400E-002, 2.3931599426269531E+002, 4.1753778350539505E-004, 3.1577861328125000E+004, 7.1939343214035034E-001, 4.5964068174362183E-001, 5.8400000000000000E+002, 3.2868304687500000E+004, 8.3299992184038274E-006, 6.6399991061061314E-010,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,1,0,30, 1.9893501281738281E+001,-2.9715998172760010E+000, 1.0320200584828854E-002, 2.3546150207519531E+002, 3.0901789432391524E-004, 2.9043980468750000E+004, 7.0240479707717896E-001, 4.2970705032348633E-001, 6.0200000000000000E+002, 3.0287417968750000E+004, 7.5887501225224696E-006, 7.0999858770015578E-011,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,1,0,31, 2.0810001373291016E+001,-3.2160000801086426E+000, 7.4597555212676525E-003, 2.3148999023437500E+002, 5.5876727856229991E-005, 2.6607306640625000E+004, 6.8503779172897339E-001, 4.0047186613082886E-001, 6.2000000000000000E+002, 2.7800541015625000E+004, 6.8249996729718987E-006,-5.4000021121325403E-010,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,1,0,32, 2.1753499984741211E+001,-3.4675998687744141E+000, 4.3168617412447929E-003, 2.2740148925781250E+002, 3.9410369936376810E-005, 2.4273816406250000E+004, 6.6730618476867676E-001, 3.7192246317863464E-001, 6.3800000000000000E+002, 2.5414072265625000E+004, 6.0387501434888691E-006,-1.1689996748387443E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,1,0,33, 2.2724000930786133E+001,-3.7263998985290527E+000, 9.6304650651291013E-004, 2.2319599914550781E+002, 2.7038908228860237E-005, 2.2048621093750000E+004, 6.4922416210174561E-001, 3.4419614076614380E-001, 6.5600000000000000E+002, 2.3133558593750000E+004, 5.2299997150839772E-006,-1.8159996839628434E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,1,0,34, 2.3721500396728516E+001,-3.9923996925354004E+000,-1.7484554915014883E-009, 2.1887350463867188E+002, 1.7994814697885886E-005, 1.9935960937500000E+004, 6.3080674409866333E-001, 3.1736376881599426E-001, 6.7400000000000000E+002, 2.0963683593750000E+004, 4.3987497519992758E-006,-2.4810005161413073E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,1,0,35, 2.4746000289916992E+001,-4.2655997276306152E+000,-1.7484554915014883E-009, 2.1443399047851562E+002, 1.1579679267015308E-005, 1.7939183593750000E+004, 6.1206954717636108E-001, 2.9149028658866882E-001, 6.9200000000000000E+002, 1.8908240234375000E+004, 3.5450004816084402E-006,-3.1640003950172968E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,1,0,36, 2.5797500610351562E+001,-4.5460000038146973E+000,-1.7484554915014883E-009, 2.0987750244140625E+002, 7.1788094828661997E-006, 1.6060737304687500E+004, 5.9302884340286255E-001, 2.6663416624069214E-001, 7.1000000000000000E+002, 1.6970126953125000E+004, 2.6687503122957423E-006,-3.8649998757023241E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,1,0,37, 2.6875999450683594E+001,-4.8336000442504883E+000,-1.7484554915014883E-009, 2.0520399475097656E+002, 4.2696092350524850E-006, 1.4302179687500000E+004, 5.7370197772979736E-001, 2.4284735321998596E-001, 7.2800000000000000E+002, 1.5151347656250000E+004, 1.7700003809295595E-006,-4.5840002904640187E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,1,0,38, 2.7981500625610352E+001,-5.1283998489379883E+000,-1.7484554915014883E-009, 2.0250000000000000E+002, 3.2842399377841502E-006, 1.2671818359375000E+004, 5.5420219898223877E-001, 2.1803747117519379E-001, 7.4600000000000000E+002, 1.3453011718750000E+004, 8.4874983485860866E-007,-5.3209996409009364E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,1,0,39, 2.9114000320434570E+001,-5.4303998947143555E+000,-1.7484554915014883E-009, 2.0250000000000000E+002, 3.7209872516541509E-006, 1.1184527343750000E+004, 5.3478157520294189E-001, 1.9244636595249176E-001, 7.6400000000000000E+002, 1.1890625000000000E+004,-9.5000267208433797E-008,-6.0759997033699165E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,1,0,40, 3.0273500442504883E+001,-5.7395997047424316E+000,-1.7484554915014883E-009, 2.0250000000000000E+002, 4.2283854781999253E-006, 9.8424589843750000E+003, 5.1560282707214355E-001, 1.6935403645038605E-001, 7.8200000000000000E+002, 1.0478429687500000E+004,-1.0612511687213555E-006,-6.8490004778709590E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,1,0,1, 8.1000003814697266E+000, 9.8400002717971802E-001, 2.0943568961229175E-004, 3.0473999023437500E+002, 2.1890271455049515E-002, 9.6787796875000000E+004, 9.9071502685546875E-001, 1.0920649766921997E+000, 8.0000000000000000E+001, 9.7213531250000000E+004, 1.9949999114032835E-005, 9.9599999359156755E-009,-1.4999999621068127E-005, 3.9999998989515007E-005, 1.9999999878450581E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,1,0,2, 8.3225002288818359E+000, 9.4840002059936523E-001, 6.7531404783949256E-004, 3.0416149902343750E+002, 2.1205261349678040E-002, 9.5844648437500000E+004, 9.8794704675674438E-001, 1.0839271545410156E+000, 9.8000000000000000E+001, 9.6362070312500000E+004, 1.9838749722111970E-005, 9.8710000173696244E-009,-1.4999999621068127E-005, 3.9999998989515007E-005, 1.9999999878450581E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,1,0,3, 8.5900001525878906E+000, 9.0560001134872437E-001, 1.2349070748314261E-003, 3.0346600341796875E+002, 2.0405840128660202E-002, 9.4720562500000000E+004, 9.8462259769439697E-001, 1.0741868019104004E+000, 1.1600000000000000E+002, 9.5327226562500000E+004, 1.9704999431269243E-005, 9.7640002749699306E-009,-1.4999999621068127E-005, 3.9999998989515007E-005, 1.9999999878450581E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,1,0,4, 8.9025001525878906E+000, 8.5559999942779541E-001, 1.8873790977522731E-003, 3.0265350341796875E+002, 1.9504394382238388E-002, 9.3420875000000000E+004, 9.8074340820312500E-001, 1.0628689527511597E+000, 1.3400000000000000E+002, 9.4113906250000000E+004, 1.9548750060494058E-005, 9.6389998205381744E-009,-1.4999999621068127E-005, 3.9999998989515007E-005, 1.9999999878450581E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,1,0,5, 9.2600002288818359E+000, 7.9839998483657837E-001, 2.6312873233109713E-003, 3.0172399902343750E+002, 1.8514690920710564E-002, 9.1951703125000000E+004, 9.7631174325942993E-001, 1.0500031709671021E+000, 1.5200000000000000E+002, 9.2727843750000000E+004, 1.9369999790797010E-005, 9.4959995422527754E-009,-1.4999999621068127E-005, 3.9999998989515007E-005, 1.9999999878450581E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,1,0,6, 9.6625003814697266E+000, 7.3399996757507324E-001, 3.4643691033124924E-003, 3.0067749023437500E+002, 1.7451554536819458E-002, 9.0319953125000000E+004, 9.7132992744445801E-001, 1.0356239080429077E+000, 1.7000000000000000E+002, 9.1175562500000000E+004, 1.9168750441167504E-005, 9.3349994401137337E-009,-1.4999999621068127E-005, 3.9999998989515007E-005, 1.9999999878450581E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,1,0,7, 1.0109999656677246E+001, 6.6240000724792480E-001, 4.3833018280565739E-003, 2.9951400756835938E+002, 1.6330597922205925E-002, 8.8533265625000000E+004, 9.6580082178115845E-001, 1.0197707414627075E+000, 1.8800000000000000E+002, 8.9464343750000000E+004, 1.8945000192616135E-005, 9.1560004022994690E-009,-1.4999999621068127E-005, 3.9999998989515007E-005, 1.9999999878450581E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,1,0,8, 1.0602499961853027E+001, 5.8360004425048828E-001, 5.3834393620491028E-003, 2.9823348999023438E+002, 1.5167752280831337E-002, 8.6599953125000000E+004, 9.5972740650177002E-001, 1.0024890899658203E+000, 2.0600000000000000E+002, 8.7602179687500000E+004, 1.8698749045142904E-005, 8.9589997642747221E-009,-1.4999999621068127E-005, 3.9999998989515007E-005, 1.9999999878450581E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,1,0,9, 1.1139999389648438E+001, 4.9760001897811890E-001, 6.4585302025079727E-003, 2.9683599853515625E+002, 1.3979163020849228E-002, 8.4528984375000000E+004, 9.5311313867568970E-001, 9.8382884263992310E-001, 2.2400000000000000E+002, 8.5597726562500000E+004, 1.8429998817737214E-005, 8.7440001905747522E-009,-1.4999999621068127E-005, 3.9999998989515007E-005, 1.9999999878450581E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,1,0,10, 1.1722499847412109E+001, 4.0439999103546143E-001, 7.6004252769052982E-003, 2.9532150268554688E+002, 1.2780652381479740E-002, 8.2329914062500000E+004, 9.4596183300018311E-001, 9.6384674310684204E-001, 2.4200000000000000E+002, 8.3460250000000000E+004, 1.8138749510399066E-005, 8.5109999048427198E-009,-1.4999999621068127E-005, 3.9999998989515007E-005, 1.9999999878450581E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,1,0,11, 1.2350000381469727E+001, 3.0400002002716064E-001, 8.7987836450338364E-003, 2.9369000244140625E+002, 1.1587516404688358E-002, 8.0012804687500000E+004, 9.3827748298645020E-001, 9.4260442256927490E-001, 2.6000000000000000E+002, 8.1199578125000000E+004, 1.7824999304139055E-005, 8.2599997952570448E-009,-1.4999999621068127E-005, 3.9999998989515007E-005, 1.9999999878450581E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,1,0,12, 1.3022500038146973E+001, 1.9640004634857178E-001, 1.0040782392024994E-002, 2.9194149780273438E+002, 1.0414219461381435E-002, 7.7588187500000000E+004, 9.3006443977355957E-001, 9.2016911506652832E-001, 2.7800000000000000E+002, 7.8826031250000000E+004, 1.7488750017946586E-005, 7.9909998618177269E-009,-1.4999999621068127E-005, 3.9999998989515007E-005, 1.9999999878450581E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,1,0,13, 1.3739999771118164E+001, 8.1600010395050049E-002, 1.1310858651995659E-002, 2.9007598876953125E+002, 9.2741148546338081E-003, 7.5067007812500000E+004, 9.2132747173309326E-001, 8.9661389589309692E-001, 2.9600000000000000E+002, 7.6350351562500000E+004, 1.7129999832832254E-005, 7.7040001045247664E-009,-1.4999999621068127E-005, 3.9999998989515007E-005, 1.9999999878450581E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,1,0,14, 1.4502500534057617E+001,-4.0400028228759766E-002, 1.2590476311743259E-002, 2.8809350585937500E+002, 8.1792315468192101E-003, 7.2460523437500000E+004, 9.1207170486450195E-001, 8.7201631069183350E-001, 3.1400000000000000E+002, 7.3783664062500000E+004, 1.6748750567785464E-005, 7.3990000792889532E-009,-1.4999999621068127E-005, 3.9999998989515007E-005, 1.9999999878450581E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,1,0,15, 1.5309999465942383E+001,-1.6960000991821289E-001, 1.3857971876859665E-002, 2.8599398803710938E+002, 7.1400091983377934E-003, 6.9780265625000000E+004, 9.0230250358581543E-001, 8.4645992517471313E-001, 3.3200000000000000E+002, 7.1137382812500000E+004, 1.6345000403816812E-005, 7.0759997861102875E-009,-1.4999999621068127E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
